"X-coordinate","Electric Potential"
"-10.0","-1.2185034478675851E-6"
"-9.98","-1.2233938860038348E-6"
"-9.96","-1.2283138249630984E-6"
"-9.940000000000001","-1.2332635035776362E-6"
"-9.920000000000002","-1.2382431587202217E-6"
"-9.900000000000002","-1.2432530380571874E-6"
"-9.880000000000003","-1.2482933821858669E-6"
"-9.860000000000003","-1.253364442281774E-6"
"-9.840000000000003","-1.2584664594763354E-6"
"-9.820000000000004","-1.2635996968084142E-6"
"-9.800000000000004","-1.2687644100713326E-6"
"-9.780000000000005","-1.2739608462947965E-6"
"-9.760000000000005","-1.279189274032621E-6"
"-9.740000000000006","-1.2844499583328758E-6"
"-9.720000000000006","-1.2897431582703136E-6"
"-9.700000000000006","-1.295069144983979E-6"
"-9.680000000000007","-1.30042819411811E-6"
"-9.660000000000007","-1.305820570173738E-6"
"-9.640000000000008","-1.3112465622590106E-6"
"-9.620000000000008","-1.3167064415780445E-6"
"-9.600000000000009","-1.322200492147919E-6"
"-9.580000000000009","-1.3277290011106503E-6"
"-9.56000000000001","-1.3332922603361574E-6"
"-9.54000000000001","-1.3388905537095433E-6"
"-9.52000000000001","-1.3445241851178201E-6"
"-9.50000000000001","-1.3501934461802428E-6"
"-9.480000000000011","-1.3558986419771127E-6"
"-9.460000000000012","-1.3616400726384607E-6"
"-9.440000000000012","-1.3674180483188154E-6"
"-9.420000000000012","-1.3732328802725103E-6"
"-9.400000000000013","-1.3790848822285562E-6"
"-9.380000000000013","-1.3849743698684622E-6"
"-9.360000000000014","-1.390901668316598E-6"
"-9.340000000000014","-1.3968670943633286E-6"
"-9.320000000000014","-1.4028709844121014E-6"
"-9.300000000000015","-1.4089136639619072E-6"
"-9.280000000000015","-1.414995472592569E-6"
"-9.260000000000016","-1.4211167423670837E-6"
"-9.240000000000016","-1.4272778207923507E-6"
"-9.220000000000017","-1.4334790511655355E-6"
"-9.200000000000017","-1.4397207856073362E-6"
"-9.180000000000017","-1.4460033757272708E-6"
"-9.160000000000018","-1.452327180052404E-6"
"-9.140000000000018","-1.4586925581929948E-6"
"-9.120000000000019","-1.4650998768287592E-6"
"-9.10000000000002","-1.4715495025870584E-6"
"-9.08000000000002","-1.4780418126386073E-6"
"-9.06000000000002","-1.4845771839744854E-6"
"-9.04000000000002","-1.491155993700565E-6"
"-9.020000000000021","-1.4977786323361055E-6"
"-9.000000000000021","-1.5044454891768328E-6"
"-8.980000000000022","-1.5111569570627106E-6"
"-8.960000000000022","-1.517913436552618E-6"
"-8.940000000000023","-1.5247153302773077E-6"
"-8.920000000000023","-1.531563045332971E-6"
"-8.900000000000023","-1.538457000020984E-6"
"-8.880000000000024","-1.5453976046060091E-6"
"-8.860000000000024","-1.5523852790360375E-6"
"-8.840000000000025","-1.559420458683602E-6"
"-8.820000000000025","-1.5665035670353175E-6"
"-8.800000000000026","-1.5736350458525563E-6"
"-8.780000000000026","-1.5808153362535323E-6"
"-8.760000000000026","-1.588044882763681E-6"
"-8.740000000000027","-1.5953241313507857E-6"
"-8.720000000000027","-1.6026535523800959E-6"
"-8.700000000000028","-1.6100335938235613E-6"
"-8.680000000000028","-1.6174647312925034E-6"
"-8.660000000000029","-1.6249474383763192E-6"
"-8.640000000000029","-1.6324821878720883E-6"
"-8.62000000000003","-1.6400694669267158E-6"
"-8.60000000000003","-1.6477097674051582E-6"
"-8.58000000000003","-1.6554035760882914E-6"
"-8.56000000000003","-1.6631514007018703E-6"
"-8.540000000000031","-1.670953748576979E-6"
"-8.520000000000032","-1.6788111277139803E-6"
"-8.500000000000032","-1.6867240605005242E-6"
"-8.480000000000032","-1.694693068178516E-6"
"-8.460000000000033","-1.7027186862239774E-6"
"-8.440000000000033","-1.7108014522694668E-6"
"-8.420000000000034","-1.7189419072839617E-6"
"-8.400000000000034","-1.727140602193574E-6"
"-8.380000000000035","-1.7353980936534862E-6"
"-8.360000000000035","-1.7437149447282253E-6"
"-8.340000000000035","-1.752091728846381E-6"
"-8.320000000000036","-1.7605290190802522E-6"
"-8.300000000000036","-1.769027404137819E-6"
"-8.280000000000037","-1.777587472645035E-6"
"-8.260000000000037","-1.7862098211320178E-6"
"-8.240000000000038","-1.794895059304554E-6"
"-8.220000000000038","-1.8036437980564497E-6"
"-8.200000000000038","-1.812456655521896E-6"
"-8.180000000000039","-1.8213342656402054E-6"
"-8.16000000000004","-1.8302772605827527E-6"
"-8.14000000000004","-1.839286282042479E-6"
"-8.12000000000004","-1.8483619870236782E-6"
"-8.10000000000004","-1.8575050310795895E-6"
"-8.080000000000041","-1.8667160826456097E-6"
"-8.060000000000041","-1.8759958209459986E-6"
"-8.040000000000042","-1.88534492328723E-6"
"-8.020000000000042","-1.894764094333667E-6"
"-8.000000000000043","-1.9042540227832476E-6"
"-7.980000000000043","-1.9138154296468805E-6"
"-7.9600000000000435","-1.9234490291932094E-6"
"-7.940000000000044","-1.9331555517219162E-6"
"-7.920000000000044","-1.942935732631428E-6"
"-7.900000000000045","-1.9527903249120167E-6"
"-7.880000000000045","-1.962720080478208E-6"
"-7.860000000000046","-1.9727257653325764E-6"
"-7.840000000000046","-1.9828081565108073E-6"
"-7.8200000000000465","-1.992968042983996E-6"
"-7.800000000000047","-2.0032062195441873E-6"
"-7.780000000000047","-2.0135234891247343E-6"
"-7.760000000000048","-2.0239206741184453E-6"
"-7.740000000000048","-2.0343985952904155E-6"
"-7.720000000000049","-2.0449580969182053E-6"
"-7.700000000000049","-2.0556000235763242E-6"
"-7.6800000000000495","-2.066325240507145E-6"
"-7.66000000000005","-2.0771346134692614E-6"
"-7.64000000000005","-2.0880290277260886E-6"
"-7.620000000000051","-2.099009382834846E-6"
"-7.600000000000051","-2.1100765718437373E-6"
"-7.580000000000052","-2.121231527965175E-6"
"-7.560000000000052","-2.1324751729229555E-6"
"-7.540000000000052","-2.1438084523529394E-6"
"-7.520000000000053","-2.155232316849505E-6"
"-7.500000000000053","-2.1667477389871E-6"
"-7.480000000000054","-2.178355696556917E-6"
"-7.460000000000054","-2.1900571901550713E-6"
"-7.440000000000055","-2.201853220324293E-6"
"-7.420000000000055","-2.213744815847795E-6"
"-7.400000000000055","-2.2257330029767173E-6"
"-7.380000000000056","-2.237818833831228E-6"
"-7.360000000000056","-2.2500033734475645E-6"
"-7.340000000000057","-2.2622876968882942E-6"
"-7.320000000000057","-2.2746729004426878E-6"
"-7.3000000000000576","-2.2871600929682725E-6"
"-7.280000000000058","-2.2997503889590776E-6"
"-7.260000000000058","-2.31244493500031E-6"
"-7.240000000000059","-2.3252448774556112E-6"
"-7.220000000000059","-2.338151397684891E-6"
"-7.20000000000006","-2.3511656728600904E-6"
"-7.18000000000006","-2.364288909222384E-6"
"-7.1600000000000605","-2.3775223228383326E-6"
"-7.140000000000061","-2.3908671588501457E-6"
"-7.120000000000061","-2.4043246555839883E-6"
"-7.100000000000062","-2.4178961018695487E-6"
"-7.080000000000062","-2.4315827817619864E-6"
"-7.060000000000063","-2.445386002981294E-6"
"-7.040000000000063","-2.459307090683505E-6"
"-7.0200000000000635","-2.4733473949560976E-6"
"-7.000000000000064","-2.487508273896798E-6"
"-6.980000000000064","-2.501791118063632E-6"
"-6.960000000000065","-2.516197332857189E-6"
"-6.940000000000065","-2.53072834395801E-6"
"-6.920000000000066","-2.5453855901544855E-6"
"-6.900000000000066","-2.560170542491382E-6"
"-6.8800000000000665","-2.5750846865641225E-6"
"-6.860000000000067","-2.590129534629475E-6"
"-6.840000000000067","-2.6053066180450778E-6"
"-6.820000000000068","-2.620617492578982E-6"
"-6.800000000000068","-2.6360637298659926E-6"
"-6.780000000000069","-2.6516469324536964E-6"
"-6.760000000000069","-2.667368729041909E-6"
"-6.7400000000000695","-2.683230766118653E-6"
"-6.72000000000007","-2.6992347081258145E-6"
"-6.70000000000007","-2.7153822625864946E-6"
"-6.680000000000071","-2.7316751544644158E-6"
"-6.660000000000071","-2.7481151218327525E-6"
"-6.640000000000072","-2.76470395332961E-6"
"-6.620000000000072","-2.7814434462208367E-6"
"-6.6000000000000725","-2.798335425704591E-6"
"-6.580000000000073","-2.8153817565527784E-6"
"-6.560000000000073","-2.832584320710082E-6"
"-6.540000000000074","-2.8499450307835297E-6"
"-6.520000000000074","-2.867465837123181E-6"
"-6.500000000000075","-2.885148718119093E-6"
"-6.480000000000075","-2.9029956659086625E-6"
"-6.4600000000000755","-2.9210087279714956E-6"
"-6.440000000000076","-2.9391899684600204E-6"
"-6.420000000000076","-2.957541482570734E-6"
"-6.400000000000077","-2.9760654104604114E-6"
"-6.380000000000077","-2.9947639153569945E-6"
"-6.360000000000078","-3.0136391988734683E-6"
"-6.340000000000078","-3.0326934956178987E-6"
"-6.320000000000078","-3.0519290742361826E-6"
"-6.300000000000079","-3.0713482448774387E-6"
"-6.280000000000079","-3.090953353842077E-6"
"-6.26000000000008","-3.110746779037084E-6"
"-6.24000000000008","-3.13073093910326E-6"
"-6.220000000000081","-3.150908289864453E-6"
"-6.200000000000081","-3.1712813398934705E-6"
"-6.180000000000081","-3.1918526154239345E-6"
"-6.160000000000082","-3.2126247083675553E-6"
"-6.140000000000082","-3.2336002349408283E-6"
"-6.120000000000083","-3.2547818552938087E-6"
"-6.100000000000083","-3.2761722887744976E-6"
"-6.080000000000084","-3.2977742797801093E-6"
"-6.060000000000084","-3.3195906362365164E-6"
"-6.040000000000084","-3.3416241982927446E-6"
"-6.020000000000085","-3.363877857704358E-6"
"-6.000000000000085","-3.38635455915139E-6"
"-5.980000000000086","-3.4090572914348615E-6"
"-5.960000000000086","-3.4319890979755686E-6"
"-5.9400000000000865","-3.4551530692827056E-6"
"-5.920000000000087","-3.4785523463612013E-6"
"-5.900000000000087","-3.5021901331376863E-6"
"-5.880000000000088","-3.5260696760994295E-6"
"-5.860000000000088","-3.550194287108884E-6"
"-5.840000000000089","-3.5745673366293448E-6"
