"X-coordinate","Z-coordinate","Electric Potential"
"-0.3","-0.3","-39230.083147145975"
"-0.288","-0.3","-39230.350850339506"
"-0.27599999999999997","-0.3","-39230.60580606416"
"-0.26399999999999996","-0.3","-39230.84801369126"
"-0.25199999999999995","-0.3","-39231.07747262018"
"-0.23999999999999994","-0.3","-39231.294182276775"
"-0.22799999999999992","-0.3","-39231.49814211141"
"-0.21599999999999991","-0.3","-39231.68935160032"
"-0.2039999999999999","-0.3","-39231.86781024677"
"-0.1919999999999999","-0.3","-39232.033517579635"
"-0.17999999999999988","-0.3","-39232.186473153284"
"-0.16799999999999987","-0.3","-39232.32667654677"
"-0.15599999999999986","-0.3","-39232.45412736781"
"-0.14399999999999985","-0.3","-39232.56882524785"
"-0.13199999999999984","-0.3","-39232.67076984497"
"-0.11999999999999984","-0.3","-39232.75996084259"
"-0.10799999999999985","-0.3","-39232.83639795164"
"-0.09599999999999985","-0.3","-39232.900080906715"
"-0.08399999999999985","-0.3","-39232.95100947043"
"-0.07199999999999986","-0.3","-39232.98918342911"
"-0.05999999999999986","-0.3","-39233.01460259684"
"-0.04799999999999986","-0.3","-39233.0272668131"
"-0.035999999999999865","-0.3","-39233.02717594373"
"-0.023999999999999865","-0.3","-39233.014329878744"
"-0.011999999999999865","-0.3","-39232.98872853567"
"1.3530843112619095E-16","-0.3","-39232.950371857674"
"0.012000000000000136","-0.3","-39232.89925981261"
"0.024000000000000136","-0.3","-39232.83539239722"
"0.036000000000000136","-0.3","-39232.75876963093"
"0.04800000000000014","-0.3","-39232.66939156053"
"0.06000000000000014","-0.3","-39232.56725825862"
"0.07200000000000013","-0.3","-39232.452369824634"
"0.08400000000000013","-0.3","-39232.32472638175"
"0.09600000000000013","-0.3","-39232.184328079864"
"0.10800000000000012","-0.3","-39232.03117509677"
"0.12000000000000012","-0.3","-39231.86526763328"
"0.13200000000000012","-0.3","-39231.68660591838"
"0.14400000000000013","-0.3","-39231.4951902052"
"0.15600000000000014","-0.3","-39231.291020773955"
"0.16800000000000015","-0.3","-39231.07409793042"
"0.18000000000000016","-0.3","-39230.84442200669"
"0.19200000000000017","-0.3","-39230.601993359756"
"0.20400000000000018","-0.3","-39230.346812372336"
"0.2160000000000002","-0.3","-39230.078879455024"
"0.2280000000000002","-0.3","-39229.79819504224"
"0.2400000000000002","-0.3","-39229.504759596035"
"0.2520000000000002","-0.3","-39229.198573602094"
"0.26400000000000023","-0.3","-39228.87963757391"
"0.27600000000000025","-0.3","-39228.54795205066"
"0.28800000000000026","-0.3","-39228.20351759637"
"-0.3","-0.288","-39260.455338413994"
"-0.288","-0.288","-39260.723470372795"
"-0.27599999999999997","-0.288","-39260.97883675026"
"-0.26399999999999996","-0.288","-39261.22143691819"
"-0.25199999999999995","-0.288","-39261.45127027491"
"-0.23999999999999994","-0.288","-39261.668336243194"
"-0.22799999999999992","-0.288","-39261.87263427336"
"-0.21599999999999991","-0.288","-39262.064163840085"
"-0.2039999999999999","-0.288","-39262.24292444498"
"-0.1919999999999999","-0.288","-39262.40891561509"
"-0.17999999999999988","-0.288","-39262.56213690505"
"-0.16799999999999987","-0.288","-39262.70258789178"
"-0.15599999999999986","-0.288","-39262.83026818341"
"-0.14399999999999985","-0.288","-39262.94517740877"
"-0.13199999999999984","-0.288","-39263.04731522582"
"-0.11999999999999984","-0.288","-39263.13668131744"
"-0.10799999999999985","-0.288","-39263.21327539295"
"-0.09599999999999985","-0.288","-39263.27709718799"
"-0.08399999999999985","-0.288","-39263.32814646237"
"-0.07199999999999986","-0.288","-39263.366423004336"
"-0.05999999999999986","-0.288","-39263.39192662559"
"-0.04799999999999986","-0.288","-39263.40465716571"
"-0.035999999999999865","-0.288","-39263.40461449012"
"-0.023999999999999865","-0.288","-39263.3917984895"
"-0.011999999999999865","-0.288","-39263.366209079475"
"1.3530843112619095E-16","-0.288","-39263.327846204214"
"0.012000000000000136","-0.288","-39263.27670983295"
"0.024000000000000136","-0.288","-39263.21279995924"
"0.036000000000000136","-0.288","-39263.136116604655"
"0.04800000000000014","-0.288","-39263.04665981529"
"0.06000000000000014","-0.288","-39262.94442966477"
"0.07200000000000013","-0.288","-39262.82942625116"
"0.08400000000000013","-0.288","-39262.701649700386"
"0.09600000000000013","-0.288","-39262.56110016194"
"0.10800000000000012","-0.288","-39262.40777781274"
"0.12000000000000012","-0.288","-39262.24168285526"
"0.13200000000000012","-0.288","-39262.06281551901"
"0.14400000000000013","-0.288","-39261.8711760581"
"0.15600000000000014","-0.288","-39261.666764752066"
"0.16800000000000015","-0.288","-39261.44958190904"
"0.18000000000000016","-0.288","-39261.21962786121"
"0.19200000000000017","-0.288","-39260.97690296648"
"0.20400000000000018","-0.288","-39260.72140760922"
"0.2160000000000002","-0.288","-39260.45314220077"
"0.2280000000000002","-0.288","-39260.17210717595"
"0.2400000000000002","-0.288","-39259.878302998644"
"0.2520000000000002","-0.288","-39259.57173015634"
"0.26400000000000023","-0.288","-39259.25238916325"
"0.27600000000000025","-0.288","-39258.92028055959"
"0.28800000000000026","-0.288","-39258.57540491169"
"-0.3","-0.27599999999999997","-39290.85262370191"
"-0.288","-0.27599999999999997","-39291.12118527471"
"-0.27599999999999997","-0.27599999999999997","-39291.37696312181"
"-0.26399999999999996","-0.27599999999999997","-39291.61995661291"
"-0.25199999999999995","-0.27599999999999997","-39291.850165145355"
"-0.23999999999999994","-0.27599999999999997","-39292.06758813953"
"-0.22799999999999992","-0.27599999999999997","-39292.272225044944"
"-0.21599999999999991","-0.27599999999999997","-39292.464075334836"
"-0.2039999999999999","-0.27599999999999997","-39292.64313850994"
"-0.1919999999999999","-0.27599999999999997","-39292.80941409577"
"-0.17999999999999988","-0.27599999999999997","-39292.962901644736"
"-0.16799999999999987","-0.27599999999999997","-39293.10360073607"
"-0.15599999999999986","-0.27599999999999997","-39293.23151097218"
"-0.14399999999999985","-0.27599999999999997","-39293.346631985456"
"-0.13199999999999984","-0.27599999999999997","-39293.448963430186"
"-0.11999999999999984","-0.27599999999999997","-39293.53850498891"
"-0.10799999999999985","-0.27599999999999997","-39293.61525637148"
"-0.09599999999999985","-0.27599999999999997","-39293.67921731075"
"-0.08399999999999985","-0.27599999999999997","-39293.730387567455"
"-0.07199999999999986","-0.27599999999999997","-39293.76876692952"
"-0.05999999999999986","-0.27599999999999997","-39293.794355207465"
"-0.04799999999999986","-0.27599999999999997","-39293.80715224069"
"-0.035999999999999865","-0.27599999999999997","-39293.807157894"
"-0.023999999999999865","-0.27599999999999997","-39293.79437205759"
"-0.011999999999999865","-0.27599999999999997","-39293.76879464851"
"1.3530843112619095E-16","-0.27599999999999997","-39293.730425609145"
"0.012000000000000136","-0.27599999999999997","-39293.67926490857"
"0.024000000000000136","-0.27599999999999997","-39293.61531254189"
"0.036000000000000136","-0.27599999999999997","-39293.53856852874"
"0.04800000000000014","-0.27599999999999997","-39293.449032917735"
"0.06000000000000014","-0.27599999999999997","-39293.34670578035"
"0.07200000000000013","-0.27599999999999997","-39293.23158721656"
"0.08400000000000013","-0.27599999999999997","-39293.10367735198"
"0.09600000000000013","-0.27599999999999997","-39292.96297633603"
"0.10800000000000012","-0.27599999999999997","-39292.80948434652"
"0.12000000000000012","-0.27599999999999997","-39292.64320158768"
"0.13200000000000012","-0.27599999999999997","-39292.464128287516"
"0.14400000000000013","-0.27599999999999997","-39292.27226470165"
"0.15600000000000014","-0.27599999999999997","-39292.06761111192"
"0.16800000000000015","-0.27599999999999997","-39291.85016782484"
"0.18000000000000016","-0.27599999999999997","-39291.619935173716"
"0.19200000000000017","-0.27599999999999997","-39291.37691351865"
"0.20400000000000018","-0.27599999999999997","-39291.12110324543"
"0.2160000000000002","-0.27599999999999997","-39290.85250476471"
"0.2280000000000002","-0.27599999999999997","-39290.571118513835"
"0.2400000000000002","-0.27599999999999997","-39290.27694495659"
"0.2520000000000002","-0.27599999999999997","-39289.9699845835"
"0.26400000000000023","-0.27599999999999997","-39289.650237907874"
"0.27600000000000025","-0.27599999999999997","-39289.31770547359"
"0.28800000000000026","-0.27599999999999997","-39288.972387846516"
"-0.3","-0.26399999999999996","-39321.27503795441"
"-0.288","-0.26399999999999996","-39321.54402999316"
"-0.27599999999999997","-0.26399999999999996","-39321.800220128236"
"-0.26399999999999996","-0.26399999999999996","-39322.04360772684"
"-0.25199999999999995","-0.26399999999999996","-39322.27419218429"
"-0.23999999999999994","-0.26399999999999996","-39322.491972920674"
"-0.22799999999999992","-0.26399999999999996","-39322.69694938294"
"-0.21599999999999991","-0.26399999999999996","-39322.88912104349"
"-0.2039999999999999","-0.26399999999999996","-39323.06848740259"
"-0.1919999999999999","-0.26399999999999996","-39323.235047983566"
"-0.17999999999999988","-0.26399999999999996","-39323.38880233794"
"-0.16799999999999987","-0.26399999999999996","-39323.52975004286"
"-0.15599999999999986","-0.26399999999999996","-39323.65789070198"
"-0.14399999999999985","-0.26399999999999996","-39323.77322394437"
"-0.13199999999999984","-0.26399999999999996","-39323.8757494255"
"-0.11999999999999984","-0.26399999999999996","-39323.96546682622"
"-0.10799999999999985","-0.26399999999999996","-39324.04237585506"
"-0.09599999999999985","-0.26399999999999996","-39324.10647624541"
"-0.08399999999999985","-0.26399999999999996","-39324.15776775733"
"-0.07199999999999986","-0.26399999999999996","-39324.19625017604"
"-0.05999999999999986","-0.26399999999999996","-39324.221923314304"
"-0.04799999999999986","-0.26399999999999996","-39324.234787009824"
"-0.035999999999999865","-0.26399999999999996","-39324.23484112736"
"-0.023999999999999865","-0.26399999999999996","-39324.222085556736"
"-0.011999999999999865","-0.26399999999999996","-39324.19652021474"
"1.3530843112619095E-16","-0.26399999999999996","-39324.158145043904"
"0.012000000000000136","-0.26399999999999996","-39324.106960013014"
"0.024000000000000136","-0.26399999999999996","-39324.04296511724"
"0.036000000000000136","-0.26399999999999996","-39323.96616037688"
"0.04800000000000014","-0.26399999999999996","-39323.876545839754"
"0.06000000000000014","-0.26399999999999996","-39323.774121578106"
"0.07200000000000013","-0.26399999999999996","-39323.65888769166"
"0.08400000000000013","-0.26399999999999996","-39323.53084430591"
"0.09600000000000013","-0.26399999999999996","-39323.389991572396"
"0.10800000000000012","-0.26399999999999996","-39323.23632966862"
"0.12000000000000012","-0.26399999999999996","-39323.06985879871"
"0.13200000000000012","-0.26399999999999996","-39322.89057919157"
"0.14400000000000013","-0.26399999999999996","-39322.69849110468"
"0.15600000000000014","-0.26399999999999996","-39322.49359481831"
"0.16800000000000015","-0.26399999999999996","-39322.27589064143"
"0.18000000000000016","-0.26399999999999996","-39322.045378908675"
"0.19200000000000017","-0.26399999999999996","-39321.8020599801"
"0.20400000000000018","-0.26399999999999996","-39321.54593424227"
"0.2160000000000002","-0.26399999999999996","-39321.277002106886"
"0.2280000000000002","-0.26399999999999996","-39320.9952640141"
"0.2400000000000002","-0.26399999999999996","-39320.70072042688"
"0.2520000000000002","-0.26399999999999996","-39320.3933718372"
"0.26400000000000023","-0.26399999999999996","-39320.073218761536"
"0.27600000000000025","-0.26399999999999996","-39319.74026174265"
"0.28800000000000026","-0.26399999999999996","-39319.394501350835"
"-0.3","-0.25199999999999995","-39351.722616179344"
"-0.288","-0.25199999999999995","-39351.99203953977"
"-0.27599999999999997","-0.25199999999999995","-39352.248642782186"
"-0.26399999999999996","-0.25199999999999995","-39352.492425274606"
"-0.25199999999999995","-0.25199999999999995","-39352.72338640903"
"-0.23999999999999994","-0.25199999999999995","-39352.94152560529"
"-0.22799999999999992","-0.25199999999999995","-39353.146842307804"
"-0.21599999999999991","-0.25199999999999995","-39353.339335988676"
"-0.2039999999999999","-0.25199999999999995","-39353.5190061459"
"-0.1919999999999999","-0.25199999999999995","-39353.685852302435"
"-0.17999999999999988","-0.25199999999999995","-39353.83987400907"
"-0.16799999999999987","-0.25199999999999995","-39353.981070840266"
"-0.15599999999999986","-0.25199999999999995","-39354.109442400026"
"-0.14399999999999985","-0.25199999999999995","-39354.224988316324"
"-0.13199999999999984","-0.25199999999999995","-39354.32770824334"
"-0.11999999999999984","-0.25199999999999995","-39354.41760186133"
"-0.10799999999999985","-0.25199999999999995","-39354.49466887745"
"-0.09599999999999985","-0.25199999999999995","-39354.5589090251"
"-0.08399999999999985","-0.25199999999999995","-39354.61032206429"
"-0.07199999999999986","-0.25199999999999995","-39354.648907779054"
"-0.05999999999999986","-0.25199999999999995","-39354.67466598122"
"-0.04799999999999986","-0.25199999999999995","-39354.68759650954"
"-0.035999999999999865","-0.25199999999999995","-39354.6876992268"
"-0.023999999999999865","-0.25199999999999995","-39354.674974023255"
"-0.011999999999999865","-0.25199999999999995","-39354.64942081577"
"1.3530843112619095E-16","-0.25199999999999995","-39354.61103954616"
"0.012000000000000136","-0.25199999999999995","-39354.559830183876"
"0.024000000000000136","-0.25199999999999995","-39354.4957927233"
"0.036000000000000136","-0.25199999999999995","-39354.41892718551"
"0.04800000000000014","-0.25199999999999995","-39354.329233617194"
"0.06000000000000014","-0.25199999999999995","-39354.22671209261"
"0.07200000000000013","-0.25199999999999995","-39354.11136271115"
"0.08400000000000013","-0.25199999999999995","-39353.98318559836"
"0.09600000000000013","-0.25199999999999995","-39353.84218090572"
"0.10800000000000012","-0.25199999999999995","-39353.68834881223"
"0.12000000000000012","-0.25199999999999995","-39353.52168952071"
"0.13200000000000012","-0.25199999999999995","-39353.342203263965"
"0.14400000000000013","-0.25199999999999995","-39353.149890296176"
"0.15600000000000014","-0.25199999999999995","-39352.94475090163"
"0.16800000000000015","-0.25199999999999995","-39352.72678538916"
"0.18000000000000016","-0.25199999999999995","-39352.49599409326"
"0.19200000000000017","-0.25199999999999995","-39352.25237737592"
"0.20400000000000018","-0.25199999999999995","-39351.99593562345"
"0.2160000000000002","-0.25199999999999995","-39351.726669250595"
"0.2280000000000002","-0.25199999999999995","-39351.44457869701"
"0.2400000000000002","-0.25199999999999995","-39351.14966442807"
"0.2520000000000002","-0.25199999999999995","-39350.84192693599"
"0.26400000000000023","-0.25199999999999995","-39350.52136673966"
"0.27600000000000025","-0.25199999999999995","-39350.18798438273"
"0.28800000000000026","-0.25199999999999995","-39349.841780435476"
"-0.3","-0.23999999999999994","-39382.19539345084"
