"X-coordinate","Electric Potential"
"-10.0","-9.659170435650396E-8"
"-9.98","-9.697863907089279E-8"
"-9.96","-9.736790357970838E-8"
"-9.940000000000001","-9.775951616148288E-8"
"-9.920000000000002","-9.815349650975531E-8"
"-9.900000000000002","-9.854986330654061E-8"
"-9.880000000000003","-9.894863581678308E-8"
"-9.860000000000003","-9.934983326578048E-8"
"-9.840000000000003","-9.975347622269427E-8"
"-9.820000000000004","-1.0015958400725307E-7"
"-9.800000000000004","-1.005681766562806E-7"
"-9.780000000000005","-1.0097927439071067E-7"
"-9.760000000000005","-1.0139289861226762E-7"
"-9.740000000000006","-1.0180906895002618E-7"
"-9.720000000000006","-1.0222780692651867E-7"
"-9.700000000000006","-1.0264913368724534E-7"
"-9.680000000000007","-1.0307307072260937E-7"
"-9.660000000000007","-1.034996389499116E-7"
"-9.640000000000008","-1.0392886076407036E-7"
"-9.620000000000008","-1.0436075822684053E-7"
"-9.600000000000009","-1.0479535383364702E-7"
"-9.580000000000009","-1.0523266970495691E-7"
"-9.56000000000001","-1.0567272849400166E-7"
"-9.54000000000001","-1.0611555343933998E-7"
"-9.52000000000001","-1.065611677522267E-7"
"-9.50000000000001","-1.0700959490782003E-7"
"-9.480000000000011","-1.0746085868582839E-7"
"-9.460000000000012","-1.0791498302813595E-7"
"-9.440000000000012","-1.0837199164591192E-7"
"-9.420000000000012","-1.0883191002206298E-7"
"-9.400000000000013","-1.0929476247521122E-7"
"-9.380000000000013","-1.0976057331443114E-7"
"-9.360000000000014","-1.1022936871980562E-7"
"-9.340000000000014","-1.1070117418462748E-7"
"-9.320000000000014","-1.1117601489104863E-7"
"-9.300000000000015","-1.1165391739999428E-7"
"-9.280000000000015","-1.1213490778990796E-7"
"-9.260000000000016","-1.1261901329339663E-7"
"-9.240000000000016","-1.1310626058301367E-7"
"-9.220000000000017","-1.1359667688436354E-7"
"-9.200000000000017","-1.1409028929110634E-7"
"-9.180000000000017","-1.1458712637387239E-7"
"-9.160000000000018","-1.1508721558921648E-7"
"-9.140000000000018","-1.1559058585174504E-7"
"-9.120000000000019","-1.1609726600808433E-7"
"-9.10000000000002","-1.1660728514078328E-7"
"-9.08000000000002","-1.1712067208225712E-7"
"-9.06000000000002","-1.1763745690593916E-7"
"-9.04000000000002","-1.1815766970465195E-7"
"-9.020000000000021","-1.1868134082572098E-7"
"-9.000000000000021","-1.1920850112087301E-7"
"-8.980000000000022","-1.1973918138440246E-7"
"-8.960000000000022","-1.202734135351241E-7"
"-8.940000000000023","-1.208112287356114E-7"
"-8.920000000000023","-1.2135265940265156E-7"
"-8.900000000000023","-1.2189773779532844E-7"
"-8.880000000000024","-1.224464968357279E-7"
"-8.860000000000024","-1.2299897013734536E-7"
"-8.840000000000025","-1.2355519109137593E-7"
"-8.820000000000025","-1.241151931807976E-7"
"-8.800000000000026","-1.2467901155659762E-7"
"-8.780000000000026","-1.2524667991360927E-7"
"-8.760000000000026","-1.2581823440107439E-7"
"-8.740000000000027","-1.2639371021624674E-7"
"-8.720000000000027","-1.2697314327219536E-7"
"-8.700000000000028","-1.275565702737581E-7"
"-8.680000000000028","-1.2814402718594902E-7"
"-8.660000000000029","-1.2873555169685526E-7"
"-8.640000000000029","-1.2933118184970582E-7"
"-8.62000000000003","-1.2993095473869864E-7"
"-8.60000000000003","-1.305349101487307E-7"
"-8.58000000000003","-1.311430860468566E-7"
"-8.56000000000003","-1.3175552238006087E-7"
"-8.540000000000031","-1.32372258706571E-7"
"-8.520000000000032","-1.3299333516160057E-7"
"-8.500000000000032","-1.3361879324454303E-7"
"-8.480000000000032","-1.3424867391218564E-7"
"-8.460000000000033","-1.3488301879233544E-7"
"-8.440000000000033","-1.355218709311604E-7"
"-8.420000000000034","-1.3616527218297525E-7"
"-8.400000000000034","-1.3681326611522285E-7"
"-8.380000000000035","-1.3746589672149881E-7"
"-8.360000000000035","-1.381232082758374E-7"
"-8.340000000000035","-1.3878524548561926E-7"
"-8.320000000000036","-1.3945205432061836E-7"
"-8.300000000000036","-1.4012367999723591E-7"
"-8.280000000000037","-1.408001691689761E-7"
"-8.260000000000037","-1.41481569560668E-7"
"-8.240000000000038","-1.4216792812504058E-7"
"-8.220000000000038","-1.4285929353743984E-7"
"-8.200000000000038","-1.4355571445064483E-7"
"-8.180000000000039","-1.442572397765275E-7"
"-8.16000000000004","-1.4496392019847652E-7"
"-8.14000000000004","-1.4567580624035298E-7"
"-8.12000000000004","-1.4639294874351393E-7"
"-8.10000000000004","-1.471154001363555E-7"
"-8.080000000000041","-1.478432125772359E-7"
"-8.060000000000041","-1.485764395122687E-7"
"-8.040000000000042","-1.4931513457945973E-7"
"-8.020000000000042","-1.500593520583976E-7"
"-8.000000000000043","-1.508091475463781E-7"
"-7.980000000000043","-1.5156457689893663E-7"
"-7.9600000000000435","-1.5232569673655906E-7"
"-7.940000000000044","-1.5309256388857076E-7"
"-7.920000000000044","-1.538652370695311E-7"
"-7.900000000000045","-1.5464377404883745E-7"
"-7.880000000000045","-1.5542823559728572E-7"
"-7.860000000000046","-1.562186809550942E-7"
"-7.840000000000046","-1.570151711738358E-7"
"-7.8200000000000465","-1.5781776860707928E-7"
"-7.800000000000047","-1.5862653591706266E-7"
"-7.780000000000047","-1.5944153572294978E-7"
"-7.760000000000048","-1.6026283327199285E-7"
"-7.740000000000048","-1.6109049223281982E-7"
"-7.720000000000049","-1.6192457980429365E-7"
"-7.700000000000049","-1.6276516211977805E-7"
"-7.6800000000000495","-1.6361230699456268E-7"
"-7.66000000000005","-1.6446608244977557E-7"
"-7.64000000000005","-1.6532655830074632E-7"
"-7.620000000000051","-1.6619380519928048E-7"
"-7.600000000000051","-1.6706789339583407E-7"
"-7.580000000000052","-1.6794889607214827E-7"
"-7.560000000000052","-1.6883688566625666E-7"
"-7.540000000000052","-1.6973193577710874E-7"
"-7.520000000000053","-1.7063412278741566E-7"
"-7.500000000000053","-1.715435220849735E-7"
