"X-coordinate","Y-coordinate","Electric Potential"
"-0.2","-0.2","-39997.07374633331"
"-0.192","-0.2","-39997.18757931975"
"-0.184","-0.2","-39997.29553937565"
"-0.176","-0.2","-39997.39762636585"
"-0.16799999999999998","-0.2","-39997.49384016317"
"-0.15999999999999998","-0.2","-39997.58418064404"
"-0.15199999999999997","-0.2","-39997.668647691935"
"-0.14399999999999996","-0.2","-39997.747241193065"
"-0.13599999999999995","-0.2","-39997.81996104303"
"-0.12799999999999995","-0.2","-39997.88680713872"
"-0.11999999999999994","-0.2","-39997.947779385715"
"-0.11199999999999993","-0.2","-39998.00287769353"
"-0.10399999999999993","-0.2","-39998.052101977584"
"-0.09599999999999992","-0.2","-39998.0954521578"
"-0.08799999999999991","-0.2","-39998.132928161736"
"-0.0799999999999999","-0.2","-39998.16452991922"
"-0.0719999999999999","-0.2","-39998.190257369315"
"-0.06399999999999989","-0.2","-39998.21011045327"
"-0.05599999999999989","-0.2","-39998.22408911875"
"-0.04799999999999989","-0.2","-39998.232193320866"
"-0.03999999999999989","-0.2","-39998.234423016984"
"-0.03199999999999989","-0.2","-39998.23077817248"
"-0.02399999999999989","-0.2","-39998.22125875661"
"-0.01599999999999989","-0.2","-39998.20586474441"
"-0.00799999999999989","-0.2","-39998.18459611769"
"1.1102230246251565E-16","-0.2","-39998.15745286209"
"0.008000000000000111","-0.2","-39998.12443496922"
"0.01600000000000011","-0.2","-39998.085542435896"
"0.02400000000000011","-0.2","-39998.040775265086"
"0.03200000000000011","-0.2","-39997.99013346481"
"0.04000000000000011","-0.2","-39997.93361704921"
"0.04800000000000011","-0.2","-39997.87122603639"
"0.05600000000000011","-0.2","-39997.802960450346"
"0.06400000000000011","-0.2","-39997.72882032221"
"0.07200000000000012","-0.2","-39997.64880568675"
"0.08000000000000013","-0.2","-39997.56291658504"
"0.08800000000000013","-0.2","-39997.4711530627"
"0.09600000000000014","-0.2","-39997.37351517201"
"0.10400000000000015","-0.2","-39997.27000296988"
"0.11200000000000015","-0.2","-39997.16061651932"
"0.12000000000000016","-0.2","-39997.04535588833"
"0.12800000000000017","-0.2","-39996.92422114997"
"0.13600000000000018","-0.2","-39996.79721238354"
"0.14400000000000018","-0.2","-39996.66432967381"
"0.1520000000000002","-0.2","-39996.52557311039"
"0.1600000000000002","-0.2","-39996.38094278919"
