"X-coordinate","Y-coordinate","Electric Potential"
"-0.1","-0.1","5.161076518899167"
"-0.096","-0.1","5.609417574278978"
"-0.092","-0.1","6.081856246837049"
"-0.088","-0.1","6.576383361507775"
"-0.08399999999999999","-0.1","7.0902808650505165"
"-0.07999999999999999","-0.1","7.620069895870317"
"-0.07599999999999998","-0.1","8.161470421588227"
"-0.07199999999999998","-0.1","8.709377956201852"
"-0.06799999999999998","-0.1","9.257866309946813"
"-0.06399999999999997","-0.1","9.800230417623332"
"-0.05999999999999997","-0.1","10.329089997065804"
"-0.055999999999999966","-0.1","10.836582139891734"
"-0.05199999999999996","-0.1","11.31467593774797"
"-0.04799999999999996","-0.1","11.755638715661497"
"-0.043999999999999956","-0.1","12.152661712841901"
"-0.03999999999999995","-0.1","12.500603189571631"
"-0.03599999999999995","-0.1","12.796728379293624"
"-0.031999999999999945","-0.1","13.041242616080693"
"-0.027999999999999945","-0.1","13.237384155547055"
"-0.023999999999999945","-0.1","13.3909347958283"
"-0.019999999999999945","-0.1","13.509228324295007"
"-0.015999999999999945","-0.1","13.59997401587361"
"-0.011999999999999945","-0.1","13.670277681509171"
"-0.007999999999999945","-0.1","13.72606659779291"
"-0.003999999999999945","-0.1","13.77187165261069"
"5.551115123125783E-17","-0.1","13.81081442481459"
"0.004000000000000056","-0.1","13.844694462631892"
"0.008000000000000056","-0.1","13.874092991825588"
"0.012000000000000056","-0.1","13.898350724888855"
"0.016000000000000056","-0.1","13.915312328798281"
"0.020000000000000056","-0.1","13.920966531603007"
"0.024000000000000056","-0.1","13.909356510366154"
"0.028000000000000056","-0.1","13.873101504372649"
"0.032000000000000056","-0.1","13.804533788847825"
"0.03600000000000006","-0.1","13.697084902134671"
"0.04000000000000006","-0.1","13.546426659827207"
"0.04400000000000007","-0.1","13.351032961757033"
"0.04800000000000007","-0.1","13.112116278075574"
"0.052000000000000074","-0.1","12.833116111772096"
"0.05600000000000008","-0.1","12.518991250467453"
"0.06000000000000008","-0.1","12.175523007863143"
"0.06400000000000008","-0.1","11.808745987528923"
"0.06800000000000009","-0.1","11.424542113161035"
"0.07200000000000009","-0.1","11.028384363727435"
"0.0760000000000001","-0.1","10.625196614870296"
"0.0800000000000001","-0.1","10.219294326279709"
"0.0840000000000001","-0.1","9.814377290786599"
"0.0880000000000001","-0.1","9.413553835634072"
"0.09200000000000011","-0.1","9.019382809593981"
"0.09600000000000011","-0.1","8.633924653976138"
"-0.1","-0.096","5.375532266210368"
"-0.096","-0.096","5.86739732889439"
"-0.092","-0.096","6.388201636677805"
"-0.088","-0.096","6.935857485836964"
"-0.08399999999999999","-0.096","7.507423625024665"
"-0.07999999999999999","-0.096","8.099027651338307"
"-0.07599999999999998","-0.096","8.705796036824367"
"-0.07199999999999998","-0.096","9.321796323200664"
"-0.06799999999999998","-0.096","9.940000381140992"
"-0.06399999999999997","-0.096","10.552284993237468"
"-0.05999999999999997","-0.096","11.149497373788414"
"-0.055999999999999966","-0.096","11.72162881470026"
"-0.05199999999999996","-0.096","12.25815704960049"
"-0.04799999999999996","-0.096","12.748628723334514"
"-0.043999999999999956","-0.096","13.18353920645709"
"-0.03999999999999995","-0.096","13.555499920825284"
"-0.03599999999999995","-0.096","13.860539795453818"
"-0.031999999999999945","-0.096","14.099186560371319"
"-0.027999999999999945","-0.096","14.276826980663618"
"-0.023999999999999945","-0.096","14.40294944765651"
"-0.019999999999999945","-0.096","14.48934448235471"
"-0.015999999999999945","-0.096","14.547951959263695"
"-0.011999999999999945","-0.096","14.589246376156165"
"-0.007999999999999945","-0.096","14.62155199074864"
"-0.003999999999999945","-0.096","14.650979446739225"
"5.551115123125783E-17","-0.096","14.681539236131705"
