"X-coordinate","Z-coordinate","Electric Potential"
"-3.0E-4","-3.0E-4","1.542219054843272"
"-2.8799999999999995E-4","-3.0E-4","1.6762405331925228"
"-2.7599999999999993E-4","-3.0E-4","1.8142223123033412"
"-2.639999999999999E-4","-3.0E-4","1.9539508590060743"
"-2.519999999999999E-4","-3.0E-4","2.093485605022605"
"-2.399999999999999E-4","-3.0E-4","2.232451477930666"
"-2.279999999999999E-4","-3.0E-4","2.3741734717649257"
"-2.159999999999999E-4","-3.0E-4","2.5279402770796544"
"-2.0399999999999992E-4","-3.0E-4","2.709517268174025"
"-1.9199999999999992E-4","-3.0E-4","2.938019884347004"
"-1.7999999999999993E-4","-3.0E-4","3.2295879480647387"
"-1.6799999999999994E-4","-3.0E-4","3.591441170044193"
"-1.5599999999999994E-4","-3.0E-4","4.0202469833518855"
"-1.4399999999999995E-4","-3.0E-4","4.504945618280393"
"-1.3199999999999996E-4","-3.0E-4","5.030362900545796"
"-1.1999999999999996E-4","-3.0E-4","5.578852096944392"
"-1.0799999999999997E-4","-3.0E-4","6.130856787782909"
"-9.599999999999998E-5","-3.0E-4","6.666434146786279"
"-8.399999999999998E-5","-3.0E-4","7.167781979370519"
"-7.199999999999999E-5","-3.0E-4","7.621180710057804"
"-5.999999999999999E-5","-3.0E-4","8.017354857837244"
"-4.799999999999999E-5","-3.0E-4","8.350425270702305"
"-3.599999999999999E-5","-3.0E-4","8.616284611844144"
"-2.3999999999999987E-5","-3.0E-4","8.811620993968315"
"-1.1999999999999988E-5","-3.0E-4","8.934308114855508"
"1.0164395367051604E-20","-3.0E-4","8.984626379357643"
"1.2000000000000009E-5","-3.0E-4","8.965884218838077"
"2.4000000000000007E-5","-3.0E-4","8.883218526696409"
"3.600000000000001E-5","-3.0E-4","8.740863855031796"
"4.800000000000001E-5","-3.0E-4","8.539875866704369"
"6.000000000000001E-5","-3.0E-4","8.278451328937013"
"7.2E-5","-3.0E-4","7.955147801371867"
"8.4E-5","-3.0E-4","7.572792569822892"
"9.599999999999999E-5","-3.0E-4","7.140194423703367"
"1.0799999999999998E-4","-3.0E-4","6.67103586499465"
"1.1999999999999998E-4","-3.0E-4","6.181860067539785"
"1.3199999999999998E-4","-3.0E-4","5.690916482278613"
"1.4399999999999998E-4","-3.0E-4","5.2177729325966595"
"1.5599999999999997E-4","-3.0E-4","4.782523002530259"
"1.6799999999999996E-4","-3.0E-4","4.403683543159654"
"1.7999999999999996E-4","-3.0E-4","4.094864054373594"
"1.9199999999999995E-4","-3.0E-4","3.8613618487189836"
"2.0399999999999994E-4","-3.0E-4","3.6986359113941534"
"2.1599999999999994E-4","-3.0E-4","3.5940956458571223"
"2.2799999999999993E-4","-3.0E-4","3.5313580230637234"
"2.3999999999999992E-4","-3.0E-4","3.4945071148695095"
"2.5199999999999995E-4","-3.0E-4","3.470630794385074"
"2.6399999999999997E-4","-3.0E-4","3.450528041234356"
"2.76E-4","-3.0E-4","3.428316479161047"
"2.88E-4","-3.0E-4","3.4006493932850015"
"-3.0E-4","-2.8799999999999995E-4","1.5017178936002051"
"-2.8799999999999995E-4","-2.8799999999999995E-4","1.6454074247651378"
"-2.7599999999999993E-4","-2.8799999999999995E-4","1.7925323562984277"
"-2.639999999999999E-4","-2.8799999999999995E-4","1.93903419567121"
"-2.519999999999999E-4","-2.8799999999999995E-4","2.0802481033885836"
"-2.399999999999999E-4","-2.8799999999999995E-4","2.2125850488489136"
"-2.279999999999999E-4","-2.8799999999999995E-4","2.3373560098033925"
"-2.159999999999999E-4","-2.8799999999999995E-4","2.466172448984309"
"-2.0399999999999992E-4","-2.8799999999999995E-4","2.624047678600553"
"-1.9199999999999992E-4","-2.8799999999999995E-4","2.8446950443661674"
"-1.7999999999999993E-4","-2.8799999999999995E-4","3.1572734310543606"
"-1.6799999999999994E-4","-2.8799999999999995E-4","3.5729390438021977"
"-1.5599999999999994E-4","-2.8799999999999995E-4","4.082690028965508"
"-1.4399999999999995E-4","-2.8799999999999995E-4","4.666976482862929"
"-1.3199999999999996E-4","-2.8799999999999995E-4","5.304638187881986"
"-1.1999999999999996E-4","-2.8799999999999995E-4","5.973390218841105"
"-1.0799999999999997E-4","-2.8799999999999995E-4","6.647225309079072"
"-9.599999999999998E-5","-2.8799999999999995E-4","7.2981204040086185"
"-8.399999999999998E-5","-2.8799999999999995E-4","7.901497207678199"
"-7.199999999999999E-5","-2.8799999999999995E-4","8.440135272760696"
"-5.999999999999999E-5","-2.8799999999999995E-4","8.90469860048575"
"-4.799999999999999E-5","-2.8799999999999995E-4","9.291579637022346"
"-3.599999999999999E-5","-2.8799999999999995E-4","9.598768971757542"
"-2.3999999999999987E-5","-2.8799999999999995E-4","9.822882609727708"
"-1.1999999999999988E-5","-2.8799999999999995E-4","9.959999903403174"
"1.0164395367051604E-20","-2.8799999999999995E-4","10.00945200586344"
"1.2000000000000009E-5","-2.8799999999999995E-4","9.976922371996558"
"2.4000000000000007E-5","-2.8799999999999995E-4","9.8727182372766"
"3.600000000000001E-5","-2.8799999999999995E-4","9.705212022629542"
"4.800000000000001E-5","-2.8799999999999995E-4","9.474665658520756"
"6.000000000000001E-5","-2.8799999999999995E-4","9.173240695882932"
"7.2E-5","-2.8799999999999995E-4","8.792531917621059"
"8.4E-5","-2.8799999999999995E-4","8.332931143107045"
"9.599999999999999E-5","-2.8799999999999995E-4","7.806423338916357"
"1.0799999999999998E-4","-2.8799999999999995E-4","7.231843190255542"
"1.1999999999999998E-4","-2.8799999999999995E-4","6.62977326546533"
"1.3199999999999998E-4","-2.8799999999999995E-4","6.021896415926432"
"1.4399999999999998E-4","-2.8799999999999995E-4","5.432822192685557"
"1.5599999999999997E-4","-2.8799999999999995E-4","4.890578209610759"
"1.6799999999999996E-4","-2.8799999999999995E-4","4.423697056960717"
"1.7999999999999996E-4","-2.8799999999999995E-4","4.0551800411063175"
"1.9199999999999995E-4","-2.8799999999999995E-4","3.7949502008103426"
"2.0399999999999994E-4","-2.8799999999999995E-4","3.635092636211729"
"2.1599999999999994E-4","-2.8799999999999995E-4","3.5531822569270486"
"2.2799999999999993E-4","-2.8799999999999995E-4","3.521733537611153"
"2.3999999999999992E-4","-2.8799999999999995E-4","3.516514191485937"
"2.5199999999999995E-4","-2.8799999999999995E-4","3.5200573541580717"
"2.6399999999999997E-4","-2.8799999999999995E-4","3.521482194334646"
"2.76E-4","-2.8799999999999995E-4","3.514872437390351"
"2.88E-4","-2.8799999999999995E-4","3.4975878833499534"
"-3.0E-4","-2.7599999999999993E-4","1.4496003507533382"
"-2.8799999999999995E-4","-2.7599999999999993E-4","1.6053096477468498"
"-2.7599999999999993E-4","-2.7599999999999993E-4","1.7642284099392365"
"-2.639999999999999E-4","-2.7599999999999993E-4","1.919755138279779"
"-2.519999999999999E-4","-2.7599999999999993E-4","2.0628556113930174"
"-2.399999999999999E-4","-2.7599999999999993E-4","2.1835795415719357"
"-2.279999999999999E-4","-2.7599999999999993E-4","2.2770401644017975"
"-2.159999999999999E-4","-2.7599999999999993E-4","2.355068776472317"
"-2.0399999999999992E-4","-2.7599999999999993E-4","2.4569099170759174"
"-1.9199999999999992E-4","-2.7599999999999993E-4","2.6444716779446393"
"-1.7999999999999993E-4","-2.7599999999999993E-4","2.974311757737076"
