"Y-coordinate","Electric Potential"
"-10.0","-1.2151463775616696E-10"
"-9.998","-1.215623075969266E-10"
"-9.995999999999999","-1.2161001612005388E-10"
"-9.993999999999998","-1.2165774776872E-10"
"-9.991999999999997","-1.2170551242704743E-10"
"-9.989999999999997","-1.21753307636749E-10"
"-9.987999999999996","-1.2180113146606168E-10"
"-9.985999999999995","-1.2184897439429274E-10"
"-9.983999999999995","-1.2189685353923196E-10"
"-9.981999999999994","-1.219447588095189E-10"
"-9.979999999999993","-1.2199269152889954E-10"
"-9.977999999999993","-1.2204064416608555E-10"
"-9.975999999999992","-1.2208863483786938E-10"
"-9.973999999999991","-1.2213664699524977E-10"
"-9.97199999999999","-1.2218469869098124E-10"
"-9.96999999999999","-1.2223276988969897E-10"
"-9.96799999999999","-1.2228086697687465E-10"
"-9.965999999999989","-1.2232900568070724E-10"
"-9.963999999999988","-1.2237716213007852E-10"
"-9.961999999999987","-1.2242535341384912E-10"
"-9.959999999999987","-1.224735632959616E-10"
"-9.957999999999986","-1.2252179930139806E-10"
"-9.955999999999985","-1.2257007931192236E-10"
"-9.953999999999985","-1.226183787029043E-10"
"-9.951999999999984","-1.2266671670361492E-10"
"-9.949999999999983","-1.2271506925447212E-10"
"-9.947999999999983","-1.2276345592741498E-10"
"-9.945999999999982","-1.2281187726658527E-10"
"-9.943999999999981","-1.228603211536158E-10"
"-9.94199999999998","-1.229087814888565E-10"
"-9.93999999999998","-1.2295729126418846E-10"
"-9.93799999999998","-1.2300581574862352E-10"
"-9.935999999999979","-1.2305438050383455E-10"
"-9.933999999999978","-1.2310297209285824E-10"
"-9.931999999999977","-1.2315157218290053E-10"
"-9.929999999999977","-1.2320021984249015E-10"
"-9.927999999999976","-1.2324888827052003E-10"
"-9.925999999999975","-1.2329759741220683E-10"
"-9.923999999999975","-1.233463394035143E-10"
"-9.921999999999974","-1.2339508128909772E-10"
"-9.919999999999973","-1.2344388448750423E-10"
"-9.917999999999973","-1.2349270348741726E-10"
"-9.915999999999972","-1.2354155079909307E-10"
"-9.913999999999971","-1.2359042749977488E-10"
"-9.91199999999997","-1.236393284939471E-10"
"-9.90999999999997","-1.236882726659179E-10"
"-9.90799999999997","-1.237372241271555E-10"
"-9.905999999999969","-1.237862209548112E-10"
"-9.903999999999968","-1.2383524662973432E-10"
"-9.901999999999967","-1.238842973415409E-10"
"-9.899999999999967","-1.2393337999237897E-10"
"-9.897999999999966","-1.239824780907802E-10"
"-9.895999999999965","-1.240316269559097E-10"
"-9.893999999999965","-1.2408079242632668E-10"
"-9.891999999999964","-1.2412998232206837E-10"
"-9.889999999999963","-1.2417921413745465E-10"
"-9.887999999999963","-1.24228466417372E-10"
"-9.885999999999962","-1.2427775704629471E-10"
"-9.883999999999961","-1.243270552710496E-10"
"-9.88199999999996","-1.2437639898420908E-10"
"-9.87999999999996","-1.2442578470885984E-10"
"-9.87799999999996","-1.244751799188596E-10"
"-9.875999999999959","-1.245246154250771E-10"
"-9.873999999999958","-1.2457406809687788E-10"
