Z-coordinate,Electric Potential
-0.017436,-1.932207886
-0.017432,-1.932200522
-0.017428,-1.932192655
-0.017424,-1.932184289
-0.01742,-1.932175427
-0.017416,-1.932166072
-0.017412,-1.932156228
-0.017408,-1.932145899
-0.017404,-1.932135091
-0.0174,-1.932123808
-0.017396,-1.932112054
-0.017392,-1.932099837
-0.017388,-1.932087161
-0.017384,-1.932074033
-0.01738,-1.932060458
-0.017376,-1.932046443
-0.017372,-1.932031994
-0.017368,-1.932017119
-0.017364,-1.932001822
-0.01736,-1.931986112
-0.017356,-1.931969995
-0.017352,-1.931953477
-0.017348,-1.931936565
-0.017344,-1.931919266
-0.01734,-1.931901586
-0.017336,-1.931883532
-0.017332,-1.93186511
-0.017328,-1.931846327
-0.017324,-1.931827188
-0.01732,-1.9318077
-0.017316,-1.931787869
-0.017312,-1.9317677
-0.017308,-1.931747199
-0.017304,-1.931726371
-0.0173,-1.931705222
-0.017296,-1.931683757
-0.017292,-1.93166198
-0.017288,-1.931639896
-0.017284,-1.931617511
-0.01728,-1.931594828
-0.017276,-1.931571851
-0.017272,-1.931548585
-0.017268,-1.931525034
-0.017264,-1.931501202
-0.01726,-1.931477092
-0.017256,-1.931452709
-0.017252,-1.931428055
-0.017248,-1.931403135
-0.017244,-1.931377952
-0.01724,-1.931352509
-0.017236,-1.93132681
-0.017232,-1.931300858
-0.017228,-1.931274658
-0.017224,-1.931248212
-0.01722,-1.931221524
-0.017216,-1.931194598
-0.017212,-1.931167438
-0.017208,-1.931140047
-0.017204,-1.93111243
-0.0172,-1.93108459
-0.017196,-1.931056533
-0.017192,-1.931028262
-0.017188,-1.930999782
-0.017184,-1.930971099
-0.01718,-1.930942216
-0.017176,-1.93091314
-0.017172,-1.930883876
-0.017168,-1.930854429
-0.017164,-1.930824806
-0.01716,-1.930795012
-0.017156,-1.930765055
-0.017152,-1.930734939
-0.017148,-1.930704673
-0.017144,-1.930674263
-0.01714,-1.930643717
-0.017136,-1.930613041
-0.017132,-1.930582244
-0.017128,-1.930551333
-0.017124,-1.930520315
-0.01712,-1.9304892
-0.017116,-1.930457995
-0.017112,-1.930426709
-0.017108,-1.93039535
-0.017104,-1.930363926
-0.0171,-1.930332446
-0.017096,-1.930300919
-0.017092,-1.930269353
-0.017088,-1.930237758
-0.017084,-1.930206141
-0.01708,-1.930174512
-0.017076,-1.930142879
-0.017072,-1.93011125
-0.017068,-1.930079635
-0.017064,-1.930048041
-0.01706,-1.930016478
-0.017056,-1.929984952
