Z-coordinate,Electric Potential
-0.02,-2.001507659
-0.019996,-2.016485576
-0.019992,-2.024798895
-0.019988,-2.02895334
-0.019984,-2.03104651
-0.01998,-2.032277103
-0.019976,-2.033197774
-0.019972,-2.034025895
-0.019968,-2.034830659
-0.019964,-2.035623216
-0.01996,-2.036395636
-0.019956,-2.03713636
-0.019952,-2.037835587
-0.019948,-2.038486592
-0.019944,-2.039085549
-0.01994,-2.039630925
-0.019936,-2.040122837
-0.019932,-2.040562517
-0.019928,-2.04095191
-0.019924,-2.041293381
-0.01992,-2.041589514
-0.019916,-2.041842977
-0.019912,-2.042056435
-0.019908,-2.042232494
-0.019904,-2.042373664
-0.0199,-2.042482346
-0.019896,-2.042560813
-0.019892,-2.042611214
-0.019888,-2.042635568
-0.019884,-2.042635769
-0.01988,-2.042613589
-0.019876,-2.042570681
-0.019872,-2.042508585
-0.019868,-2.042428736
-0.019864,-2.042332462
-0.01986,-2.042220998
-0.019856,-2.042095484
-0.019852,-2.041956977
-0.019848,-2.041806452
-0.019844,-2.041644809
-0.01984,-2.041472878
-0.019836,-2.041291425
-0.019832,-2.041101159
-0.019828,-2.040902732
-0.019824,-2.04069675
-0.01982,-2.040483773
-0.019816,-2.040264323
-0.019812,-2.040038887
-0.019808,-2.039807918
-0.019804,-2.039571844
-0.0198,-2.039331067
-0.019796,-2.039085969
-0.019792,-2.038836912
-0.019788,-2.038584244
-0.019784,-2.038328298
-0.01978,-2.038069397
-0.019776,-2.037807855
-0.019772,-2.037543979
-0.019768,-2.037278071
-0.019764,-2.037010431
-0.01976,-2.036741358
-0.019756,-2.036471151
-0.019752,-2.036200114
-0.019748,-2.035928554
-0.019744,-2.035656785
-0.01974,-2.035385128
-0.019736,-2.035113912
-0.019732,-2.034843477
-0.019728,-2.034574173
-0.019724,-2.034306358
-0.01972,-2.034040402
-0.019716,-2.033776684
-0.019712,-2.03351559
-0.019708,-2.033257513
-0.019704,-2.03300285
-0.0197,-2.032752002
-0.019696,-2.032505367
-0.019692,-2.03226334
-0.019688,-2.032026309
-0.019684,-2.031794651
-0.01968,-2.031568728
-0.019676,-2.031348886
-0.019672,-2.031135448
-0.019668,-2.030928713
-0.019664,-2.030728952
-0.01966,-2.030536406
-0.019656,-2.030351283
-0.019652,-2.030173757
-0.019648,-2.030003966
-0.019644,-2.02984201
-0.01964,-2.029687952
-0.019636,-2.029541819
-0.019632,-2.029403599
-0.019628,-2.029273246
-0.019624,-2.029150678
-0.01962,-2.02903578
-0.019616,-2.028928403
-0.019612,-2.028828373
-0.019608,-2.028735483
-0.019604,-2.028649502
-0.0196,-2.028570178
-0.019596,-2.028497234
-0.019592,-2.028430376
-0.019588,-2.028369291
-0.019584,-2.028313654
-0.01958,-2.028263124
-0.019576,-2.028217351
-0.019572,-2.028175975
-0.019568,-2.028138631
-0.019564,-2.028104949
-0.01956,-2.028074554
-0.019556,-2.028047074
-0.019552,-2.028022135
-0.019548,-2.027999369
-0.019544,-2.027978412
-0.01954,-2.027958909
-0.019536,-2.027940514
-0.019532,-2.02792289
-0.019528,-2.027905716
-0.019524,-2.027888684
-0.01952,-2.027871502
-0.019516,-2.027853895
-0.019512,-2.027835605
-0.019508,-2.027816393
-0.019504,-2.027796036
-0.0195,-2.027774334
-0.019496,-2.0277511
-0.019492,-2.027726169
-0.019488,-2.027699389
-0.019484,-2.027670627
-0.01948,-2.027639762
-0.019476,-2.02760669
-0.019472,-2.027571316
-0.019468,-2.027533559
-0.019464,-2.027493346
-0.01946,-2.027450613
-0.019456,-2.027405304
-0.019452,-2.027357367
-0.019448,-2.02730676
-0.019444,-2.027253442
-0.01944,-2.027197377
-0.019436,-2.027138534
-0.019432,-2.027076887
-0.019428,-2.02701241
-0.019424,-2.026945084
-0.01942,-2.026874896
-0.019416,-2.026801837
-0.019412,-2.026725903
-0.019408,-2.0266471
-0.019404,-2.026565442
-0.0194,-2.026480953
-0.019396,-2.026393666
-0.019392,-2.026303629
-0.019388,-2.026210902
-0.019384,-2.026115561
-0.01938,-2.026017696
-0.019376,-2.025917413
-0.019372,-2.025814837
-0.019368,-2.025710109
-0.019364,-2.025603388
-0.01936,-2.025494849
-0.019356,-2.025384686
-0.019352,-2.025273111
-0.019348,-2.025160349
-0.019344,-2.025046641
-0.01934,-2.024932244
-0.019336,-2.024817427
-0.019332,-2.02470247
-0.019328,-2.024587662
-0.019324,-2.024473302
-0.01932,-2.024359695
-0.019316,-2.02424715
-0.019312,-2.024135979
-0.019308,-2.024026496
-0.019304,-2.023919012
-0.0193,-2.023813836
-0.019296,-2.023711272
-0.019292,-2.023611617
-0.019288,-2.023515161
-0.019284,-2.023422179
-0.01928,-2.023332939
-0.019276,-2.023247691
-0.019272,-2.023166672
-0.019268,-2.0230901
-0.019264,-2.023018174
-0.01926,-2.022951074
-0.019256,-2.022888959
-0.019252,-2.022831964
-0.019248,-2.022780201
-0.019244,-2.02273376
-0.01924,-2.022692706
-0.019236,-2.02265708
-0.019232,-2.022626897
-0.019228,-2.022602152
-0.019224,-2.022582817
-0.01922,-2.022568841
-0.019216,-2.022560156
-0.019212,-2.022556673
-0.019208,-2.022558289
-0.019204,-2.022564884
-0.0192,-2.022576328
-0.019196,-2.022592476
-0.019192,-2.022613176
-0.019188,-2.022638266
-0.019184,-2.022667578
-0.01918,-2.022700934
-0.019176,-2.022738152
-0.019172,-2.022779044
-0.019168,-2.022823413
-0.019164,-2.022871059
-0.01916,-2.022921771
-0.019156,-2.022975333
-0.019152,-2.02303152
-0.019148,-2.023090097
-0.019144,-2.023150822
-0.01914,-2.023213441
-0.019136,-2.023277692
-0.019132,-2.023343303
-0.019128,-2.023409996
-0.019124,-2.023477481
-0.01912,-2.023545466
-0.019116,-2.023613651
-0.019112,-2.023681735
-0.019108,-2.023749415
-0.019104,-2.023816391
-0.0191,-2.023882366
-0.019096,-2.023947052
-0.019092,-2.02401017
-0.019088,-2.024071453
-0.019084,-2.024130652
-0.01908,-2.024187535
-0.019076,-2.024241895
-0.019072,-2.024293546
-0.019068,-2.024342334
-0.019064,-2.024388131
-0.01906,-2.024430844
-0.019056,-2.024470414
-0.019052,-2.024506818
-0.019048,-2.024540068
-0.019044,-2.024570215
-0.01904,-2.024597349
-0.019036,-2.024621593
-0.019032,-2.02464311
-0.019028,-2.024662094
-0.019024,-2.024678772
-0.01902,-2.024693397
-0.019016,-2.024706248
-0.019012,-2.024717623
-0.019008,-2.024727837
-0.019004,-2.024737212
-0.019,-2.024746075
-0.018996,-2.024754752
-0.018992,-2.02476356
-0.018988,-2.024772803
-0.018984,-2.024782764
-0.01898,-2.024793702
-0.018976,-2.024805844
-0.018972,-2.024819382
-0.018968,-2.02483447
-0.018964,-2.024851215
-0.01896,-2.024869684
-0.018956,-2.024889893
-0.018952,-2.02491181
-0.018948,-2.024935358
-0.018944,-2.02496041
-0.01894,-2.024986796
-0.018936,-2.025014306
-0.018932,-2.025042688
-0.018928,-2.02507166
-0.018924,-2.02510091
-0.01892,-2.025130102
-0.018916,-2.025158886
-0.018912,-2.025186897
-0.018908,-2.025213768
-0.018904,-2.025239131
-0.0189,-2.025262626
-0.018896,-2.025283902
-0.018892,-2.02530263
-0.018888,-2.025318497
-0.018884,-2.025331221
-0.01888,-2.025340544
-0.018876,-2.025346244
-0.018872,-2.025348132
-0.018868,-2.025346054
-0.018864,-2.025339894
-0.01886,-2.025329575
-0.018856,-2.025315058
-0.018852,-2.025296343
