"X-coordinate","Y-coordinate","Electric Potential"
"-0.2","-0.2","-39999.80936117879"
"-0.192","-0.2","-39999.81971492448"
"-0.184","-0.2","-39999.83004005376"
"-0.176","-0.2","-39999.84033653748"
"-0.16799999999999998","-0.2","-39999.85060434731"
"-0.15999999999999998","-0.2","-39999.86084345454"
"-0.15199999999999997","-0.2","-39999.87105383297"
"-0.14399999999999996","-0.2","-39999.88123545659"
"-0.13599999999999995","-0.2","-39999.8913882996"
"-0.12799999999999995","-0.2","-39999.90151233817"
"-0.11999999999999994","-0.2","-39999.911607548296"
"-0.11199999999999993","-0.2","-39999.921673907476"
"-0.10399999999999993","-0.2","-39999.931711394434"
"-0.09599999999999992","-0.2","-39999.94171998725"
"-0.08799999999999991","-0.2","-39999.951699666344"
"-0.0799999999999999","-0.2","-39999.96165041242"
"-0.0719999999999999","-0.2","-39999.97157220688"
"-0.06399999999999989","-0.2","-39999.98146503262"
"-0.05599999999999989","-0.2","-39999.991328872085"
"-0.04799999999999989","-0.2","-40000.001163710105"
"-0.03999999999999989","-0.2","-40000.010969531184"
"-0.03199999999999989","-0.2","-40000.02074632147"
"-0.02399999999999989","-0.2","-40000.030494067374"
"-0.01599999999999989","-0.2","-40000.04021275671"
"-0.00799999999999989","-0.2","-40000.049902378196"
"1.1102230246251565E-16","-0.2","-40000.059562919596"
"0.008000000000000111","-0.2","-40000.06919437256"
"0.01600000000000011","-0.2","-40000.07879672727"
"0.02400000000000011","-0.2","-40000.088369975514"
"0.03200000000000011","-0.2","-40000.09791411004"
"0.04000000000000011","-0.2","-40000.107429124066"
"0.04800000000000011","-0.2","-40000.11691501201"
"0.05600000000000011","-0.2","-40000.1263717698"
"0.06400000000000011","-0.2","-40000.135799392294"
"0.07200000000000012","-0.2","-40000.145197877166"
"0.08000000000000013","-0.2","-40000.15456722144"
"0.08800000000000013","-0.2","-40000.163907423695"
"0.09600000000000014","-0.2","-40000.17321848472"
"0.10400000000000015","-0.2","-40000.18250040329"
"0.11200000000000015","-0.2","-40000.191753180785"
"0.12000000000000016","-0.2","-40000.200976819746"
"0.12800000000000017","-0.2","-40000.21017132239"
"0.13600000000000018","-0.2","-40000.21933669273"
"0.14400000000000018","-0.2","-40000.22847293507"
"0.1520000000000002","-0.2","-40000.23758005512"
"0.1600000000000002","-0.2","-40000.24665805856"
"0.1680000000000002","-0.2","-40000.25570695253"
"0.1760000000000002","-0.2","-40000.2647267457"
"0.18400000000000022","-0.2","-40000.273717445845"
"0.19200000000000023","-0.2","-40000.28267906314"
"-0.2","-0.192","-39999.80767765593"
"-0.192","-0.192","-39999.81803054453"
"-0.184","-0.192","-39999.82835476995"
"-0.176","-0.192","-39999.838650302736"
"-0.16799999999999998","-0.192","-39999.84891711451"
"-0.15999999999999998","-0.192","-39999.859155177546"
"-0.15199999999999997","-0.192","-39999.869364464976"
"-0.14399999999999996","-0.192","-39999.87954494972"
"-0.13599999999999995","-0.192","-39999.889696607876"
"-0.12799999999999995","-0.192","-39999.89981941379"
"-0.11999999999999994","-0.192","-39999.90991334542"
"-0.11199999999999993","-0.192","-39999.91997837848"
"-0.10399999999999993","-0.192","-39999.93001449234"
"-0.09599999999999992","-0.192","-39999.94002166515"
"-0.08799999999999991","-0.192","-39999.949999877506"
"-0.0799999999999999","-0.192","-39999.95994911006"
"-0.0719999999999999","-0.192","-39999.96986934378"
"-0.06399999999999989","-0.192","-39999.979760561604"
"-0.05599999999999989","-0.192","-39999.98962274662"
"-0.04799999999999989","-0.192","-39999.99945588335"
"-0.03999999999999989","-0.192","-40000.00925995594"
"-0.03199999999999989","-0.192","-40000.019034950616"
"-0.02399999999999989","-0.192","-40000.02878085409"
"-0.01599999999999989","-0.192","-40000.03849765369"
"-0.00799999999999989","-0.192","-40000.048185338565"
"1.1102230246251565E-16","-0.192","-40000.057843896866"
"0.008000000000000111","-0.192","-40000.06747331956"
"0.01600000000000011","-0.192","-40000.077073596534"
"0.02400000000000011","-0.192","-40000.08664472061"
"0.03200000000000011","-0.192","-40000.09618668341"
"0.04000000000000011","-0.192","-40000.10569947897"
"0.04800000000000011","-0.192","-40000.11518310204"
"0.05600000000000011","-0.192","-40000.124637546774"
"0.06400000000000011","-0.192","-40000.13406281013"
"0.07200000000000012","-0.192","-40000.14345888815"
"0.08000000000000013","-0.192","-40000.15282577941"
"0.08800000000000013","-0.192","-40000.16216348149"
"0.09600000000000014","-0.192","-40000.1714719949"
"0.10400000000000015","-0.192","-40000.18075131829"
"0.11200000000000015","-0.192","-40000.190001454874"
"0.12000000000000016","-0.192","-40000.199222405085"
"0.12800000000000017","-0.192","-40000.20841417264"
"0.13600000000000018","-0.192","-40000.21757675992"
"0.14400000000000018","-0.192","-40000.226710172654"
"0.1520000000000002","-0.192","-40000.2358144159"
"0.1600000000000002","-0.192","-40000.24488949582"
"0.1680000000000002","-0.192","-40000.253935419416"
"0.1760000000000002","-0.192","-40000.26295219461"
"0.18400000000000022","-0.192","-40000.27193983009"
"0.19200000000000023","-0.192","-40000.28089833581"
"-0.2","-0.184","-39999.80593880219"
"-0.192","-0.184","-39999.81629079145"
"-0.184","-0.184","-39999.82661407273"
"-0.176","-0.184","-39999.83690861629"
"-0.16799999999999998","-0.184","-39999.84717439406"
"-0.15999999999999998","-0.184","-39999.857411377794"
"-0.15199999999999997","-0.184","-39999.86761954052"
"-0.14399999999999996","-0.184","-39999.87779885664"
"-0.13599999999999995","-0.184","-39999.88794929996"
"-0.12799999999999995","-0.184","-39999.898070847004"
"-0.11999999999999994","-0.184","-39999.90816347364"
"-0.11199999999999993","-0.184","-39999.918227157694"
"-0.10399999999999993","-0.184","-39999.928261876754"
"-0.09599999999999992","-0.184","-39999.93826761026"
"-0.08799999999999991","-0.184","-39999.94824433818"
"-0.0799999999999999","-0.184","-39999.958192040795"
"-0.0719999999999999","-0.184","-39999.968110699934"
"-0.06399999999999989","-0.184","-39999.9780002981"
"-0.05599999999999989","-0.184","-39999.98786081806"
"-0.04799999999999989","-0.184","-39999.99769224465"
"-0.03999999999999989","-0.184","-40000.007494562"
"-0.03199999999999989","-0.184","-40000.017267756964"
"-0.02399999999999989","-0.184","-40000.027011815255"
"-0.01599999999999989","-0.184","-40000.03672672464"
"-0.00799999999999989","-0.184","-40000.04641247359"
"1.1102230246251565E-16","-0.184","-40000.05606905162"
"0.008000000000000111","-0.184","-40000.0656964485"
"0.01600000000000011","-0.184","-40000.07529465482"
"0.02400000000000011","-0.184","-40000.084863662814"
"0.03200000000000011","-0.184","-40000.0944034647"
"0.04000000000000011","-0.184","-40000.10391405453"
"0.04800000000000011","-0.184","-40000.11339542587"
"0.05600000000000011","-0.184","-40000.12284757466"
"0.06400000000000011","-0.184","-40000.132270496346"
"0.07200000000000012","-0.184","-40000.14166418771"
"0.08000000000000013","-0.184","-40000.15102864705"
"0.08800000000000013","-0.184","-40000.16036387233"
"0.09600000000000014","-0.184","-40000.16966986297"
"0.10400000000000015","-0.184","-40000.17894662016"
"0.11200000000000015","-0.184","-40000.18819414406"
"0.12000000000000016","-0.184","-40000.19741243683"
"0.12800000000000017","-0.184","-40000.206601501464"
"0.13600000000000018","-0.184","-40000.215761341264"
"0.14400000000000018","-0.184","-40000.224891960934"
"0.1520000000000002","-0.184","-40000.233993365975"
"0.1600000000000002","-0.184","-40000.24306556266"
"0.1680000000000002","-0.184","-40000.25210855812"
"0.1760000000000002","-0.184","-40000.26112236012"
"0.18400000000000022","-0.184","-40000.27010697701"
"0.19200000000000023","-0.184","-40000.27906241869"
"-0.2","-0.176","-39999.804144708105"
"-0.192","-0.176","-39999.814495755454"
"-0.184","-0.176","-39999.82481805188"
"-0.176","-0.176","-39999.835111568274"
"-0.16799999999999998","-0.176","-39999.84537627499"
"-0.15999999999999998","-0.176","-39999.85561214497"
"-0.15199999999999997","-0.176","-39999.865819150364"
"-0.14399999999999996","-0.176","-39999.87599726586"
"-0.13599999999999995","-0.176","-39999.88614646614"
"-0.12799999999999995","-0.176","-39999.89626672664"
"-0.11999999999999994","-0.176","-39999.90635802364"
"-0.11199999999999993","-0.176","-39999.91642033464"
"-0.10399999999999993","-0.176","-39999.92645363788"
"-0.09599999999999992","-0.176","-39999.93645791225"
"-0.08799999999999991","-0.176","-39999.946433137455"
"-0.0799999999999999","-0.176","-39999.956379294716"
"-0.0719999999999999","-0.176","-39999.96629636546"
"-0.06399999999999989","-0.176","-39999.97618433119"
"-0.05599999999999989","-0.176","-39999.98604317639"
"-0.04799999999999989","-0.176","-39999.99587288421"
"-0.03999999999999989","-0.176","-40000.00567344026"
"-0.03199999999999989","-0.176","-40000.01544483024"
"-0.02399999999999989","-0.176","-40000.0251870403"
"-0.01599999999999989","-0.176","-40000.03490005877"
"-0.00799999999999989","-0.176","-40000.0445838733"
"1.1102230246251565E-16","-0.176","-40000.05423847356"
"0.008000000000000111","-0.176","-40000.06386384954"
"0.01600000000000011","-0.176","-40000.07345999156"
"0.02400000000000011","-0.176","-40000.08302689231"
"0.03200000000000011","-0.176","-40000.09256454401"
"0.04000000000000011","-0.176","-40000.10207293952"
"0.04800000000000011","-0.176","-40000.11155207385"
"0.05600000000000011","-0.176","-40000.12100194211"
"0.06400000000000011","-0.176","-40000.13042254028"
"0.07200000000000012","-0.176","-40000.13981386477"
"0.08000000000000013","-0.176","-40000.14917591395"
"0.08800000000000013","-0.176","-40000.1585086863"
"0.09600000000000014","-0.176","-40000.16781218034"
"0.10400000000000015","-0.176","-40000.1770863974"
"0.11200000000000015","-0.176","-40000.18633133806"
"0.12000000000000016","-0.176","-40000.195547004616"
"0.12800000000000017","-0.176","-40000.204733399325"
"0.13600000000000018","-0.176","-40000.21389052637"
"0.14400000000000018","-0.176","-40000.223018390214"
"0.1520000000000002","-0.176","-40000.232116995954"
"0.1600000000000002","-0.176","-40000.24118634982"
"0.1680000000000002","-0.176","-40000.250226458695"
"0.1760000000000002","-0.176","-40000.25923733137"
"0.18400000000000022","-0.176","-40000.26821897565"
"0.19200000000000023","-0.176","-40000.27717140194"
"-0.2","-0.16799999999999998","-39999.8022954585"
"-0.192","-0.16799999999999998","-39999.81264552234"
"-0.184","-0.16799999999999998","-39999.82296679426"
"-0.176","-0.16799999999999998","-39999.83325924379"
"-0.16799999999999998","-0.16799999999999998","-39999.84352284345"
"-0.15999999999999998","-0.16799999999999998","-39999.85375756479"
"-0.15199999999999997","-0.16799999999999998","-39999.86396338039"
"-0.14399999999999996","-0.16799999999999998","-39999.87414026463"
"-0.13599999999999995","-0.16799999999999998","-39999.88428819217"
"-0.12799999999999995","-0.16799999999999998","-39999.894407138774"
"-0.11999999999999994","-0.16799999999999998","-39999.90449708091"
"-0.11199999999999993","-0.16799999999999998","-39999.91455799564"
"-0.10399999999999993","-0.16799999999999998","-39999.924589861614"
"-0.09599999999999992","-0.16799999999999998","-39999.93459265733"
"-0.08799999999999991","-0.16799999999999998","-39999.944566362035"
"-0.0799999999999999","-0.16799999999999998","-39999.954510957716"
"-0.0719999999999999","-0.16799999999999998","-39999.964426425315"
"-0.06399999999999989","-0.16799999999999998","-39999.97431274745"
"-0.05599999999999989","-0.16799999999999998","-39999.984169907024"
"-0.04799999999999989","-0.16799999999999998","-39999.99399788847"
"-0.03999999999999989","-0.16799999999999998","-40000.003796676145"
"-0.03199999999999989","-0.16799999999999998","-40000.013566256224"
"-0.02399999999999989","-0.16799999999999998","-40000.02330661592"
"-0.01599999999999989","-0.16799999999999998","-40000.03301774209"
"-0.00799999999999989","-0.16799999999999998","-40000.04269962333"
"1.1102230246251565E-16","-0.16799999999999998","-40000.05235224866"
"0.008000000000000111","-0.16799999999999998","-40000.06197560849"
"0.01600000000000011","-0.16799999999999998","-40000.07156969352"
"0.02400000000000011","-0.16799999999999998","-40000.08113449512"
"0.03200000000000011","-0.16799999999999998","-40000.090670006226"
"0.04000000000000011","-0.16799999999999998","-40000.10017622044"
"0.04800000000000011","-0.16799999999999998","-40000.10965313208"
"0.05600000000000011","-0.16799999999999998","-40000.11910073584"
"0.06400000000000011","-0.16799999999999998","-40000.128519028454"
"0.07200000000000012","-0.16799999999999998","-40000.13790800586"
"0.08000000000000013","-0.16799999999999998","-40000.14726766659"
"0.08800000000000013","-0.16799999999999998","-40000.15659800876"
"0.09600000000000014","-0.16799999999999998","-40000.165899032276"
"0.10400000000000015","-0.16799999999999998","-40000.17517073627"
"0.11200000000000015","-0.16799999999999998","-40000.184413123076"
"0.12000000000000016","-0.16799999999999998","-40000.19362619469"
"0.12800000000000017","-0.16799999999999998","-40000.20280995249"
"0.13600000000000018","-0.16799999999999998","-40000.211964401744"
"0.14400000000000018","-0.16799999999999998","-40000.221089545616"
"0.1520000000000002","-0.16799999999999998","-40000.23018539015"
"0.1600000000000002","-0.16799999999999998","-40000.23925194206"
"0.1680000000000002","-0.16799999999999998","-40000.248289207484"
"0.1760000000000002","-0.16799999999999998","-40000.25729719509"
"0.18400000000000022","-0.16799999999999998","-40000.26627591285"
"0.19200000000000023","-0.16799999999999998","-40000.27522537136"
"-0.2","-0.15999999999999998","-39999.80039113668"
"-0.192","-0.15999999999999998","-39999.81074017464"
"-0.184","-0.15999999999999998","-39999.82106038157"
"-0.176","-0.15999999999999998","-39999.83135172644"
"-0.16799999999999998","-0.15999999999999998","-39999.84161418177"
"-0.15999999999999998","-0.15999999999999998","-39999.85184771949"
"-0.15199999999999997","-0.15999999999999998","-39999.86205231242"
"-0.14399999999999996","-0.15999999999999998","-39999.872227934866"
"-0.13599999999999995","-0.15999999999999998","-39999.88237456095"
"-0.12799999999999995","-0.15999999999999998","-39999.89249216676"
"-0.11999999999999994","-0.15999999999999998","-39999.902580728325"
"-0.11199999999999993","-0.15999999999999998","-39999.91264022346"
"-0.10399999999999993","-0.15999999999999998","-39999.922670629974"
"-0.09599999999999992","-0.15999999999999998","-39999.93267192701"
"-0.08799999999999991","-0.15999999999999998","-39999.94264409416"
"-0.0799999999999999","-0.15999999999999998","-39999.95258711238"
"-0.0719999999999999","-0.15999999999999998","-39999.96250096282"
"-0.06399999999999989","-0.15999999999999998","-39999.972385628615"
"-0.05599999999999989","-0.15999999999999998","-39999.98224109245"
"-0.04799999999999989","-0.15999999999999998","-39999.99206733869"
"-0.03999999999999989","-0.15999999999999998","-40000.00186435202"
"-0.03199999999999989","-0.15999999999999998","-40000.01163211828"
"-0.02399999999999989","-0.15999999999999998","-40000.0213706242"
"-0.01599999999999989","-0.15999999999999998","-40000.03107985772"
"-0.00799999999999989","-0.15999999999999998","-40000.040759806296"
"1.1102230246251565E-16","-0.15999999999999998","-40000.050410459844"
"0.008000000000000111","-0.15999999999999998","-40000.06003180801"
"0.01600000000000011","-0.15999999999999998","-40000.069623841984"
"0.02400000000000011","-0.15999999999999998","-40000.07918655342"
"0.03200000000000011","-0.15999999999999998","-40000.088719934945"
"0.04000000000000011","-0.15999999999999998","-40000.098223979876"
"0.04800000000000011","-0.15999999999999998","-40000.107698682536"
"0.05600000000000011","-0.15999999999999998","-40000.1171440384"
"0.06400000000000011","-0.15999999999999998","-40000.12656004294"
"0.07200000000000012","-0.15999999999999998","-40000.13594669329"
"0.08000000000000013","-0.15999999999999998","-40000.14530398731"
"0.08800000000000013","-0.15999999999999998","-40000.154631922764"
"0.09600000000000014","-0.15999999999999998","-40000.163930500705"
"0.10400000000000015","-0.15999999999999998","-40000.173199720026"
"0.11200000000000015","-0.15999999999999998","-40000.182439581884"
"0.12000000000000016","-0.15999999999999998","-40000.191650088665"
"0.12800000000000017","-0.15999999999999998","-40000.20083124339"
"0.13600000000000018","-0.15999999999999998","-40000.20998304854"
"0.14400000000000018","-0.15999999999999998","-40000.21910551023"
"0.1520000000000002","-0.15999999999999998","-40000.22819863265"
"0.1600000000000002","-0.15999999999999998","-40000.23726242258"
"0.1680000000000002","-0.15999999999999998","-40000.24629688696"
"0.1760000000000002","-0.15999999999999998","-40000.25530203376"
"0.18400000000000022","-0.15999999999999998","-40000.264277871276"
"0.19200000000000023","-0.15999999999999998","-40000.27322440967"
"-0.2","-0.15199999999999997","-39999.79843182081"
"-0.192","-0.15199999999999997","-39999.808779791216"
"-0.184","-0.15199999999999997","-39999.81909889163"
"-0.176","-0.15199999999999997","-39999.82938909396"
"-0.16799999999999998","-0.15199999999999997","-39999.83965036857"
"-0.15999999999999998","-0.15199999999999997","-39999.84988268802"
"-0.15199999999999997","-0.15199999999999997","-39999.86008602595"
"-0.14399999999999996","-0.15199999999999997","-39999.870260354764"
"-0.13599999999999995","-0.15199999999999997","-39999.880405650445"
"-0.12799999999999995","-0.15199999999999997","-39999.8905218882"
"-0.11999999999999994","-0.15199999999999997","-39999.90060904414"
"-0.11199999999999993","-0.15199999999999997","-39999.91066709606"
"-0.10399999999999993","-0.15199999999999997","-39999.9206960218"
"-0.09599999999999992","-0.15199999999999997","-39999.9306958005"
"-0.08799999999999991","-0.15199999999999997","-39999.94066641174"
"-0.0799999999999999","-0.15199999999999997","-39999.95060783646"
"-0.0719999999999999","-0.15199999999999997","-39999.960520056855"
"-0.06399999999999989","-0.15199999999999997","-39999.97040305356"
"-0.05599999999999989","-0.15199999999999997","-39999.98025681192"
"-0.04799999999999989","-0.15199999999999997","-39999.99008131444"
"-0.03999999999999989","-0.15199999999999997","-39999.9998765465"
"-0.03199999999999989","-0.15199999999999997","-40000.009642494246"
"-0.02399999999999989","-0.15199999999999997","-40000.01937914395"
"-0.01599999999999989","-0.15199999999999997","-40000.02908648352"
"-0.00799999999999989","-0.15199999999999997","-40000.03876450073"
"1.1102230246251565E-16","-0.15199999999999997","-40000.04841318541"
"0.008000000000000111","-0.15199999999999997","-40000.058032527064"
"0.01600000000000011","-0.15199999999999997","-40000.06762251661"
"0.02400000000000011","-0.15199999999999997","-40000.07718314623"
