"X","Y","Z","Vx","Vy","Vz","Polarity","Time","Mass","Electric Potential Energy","Kinetic Energy"
"49.99996253822091","49.99996189974184","-1.8722770386350224E-5","-1.248726376502664E8","-1.2700089650365826E8","-6.240923038972383E7","1","6.099999999999995E-13","3.3434059999999994E-27","987.8820241179094","8.358502782431727E-24","987.8820241179094"
"49.999961289494536","49.999960629732875","-1.9346862690247463E-5","-1.2691973278696442E8","-1.290828808121581E8","-6.343233224508583E7","1","6.199999999999995E-13","3.3434059999999994E-27","987.8824941032606","8.358502368276921E-24","987.8824941032606"
"49.99996002029721","49.99995933890407","-1.998118601269832E-5","-1.2896682805728225E8","-1.3116486523865412E8","-6.445543408656667E7","1","6.299999999999994E-13","3.3434059999999994E-27","987.8829719217363","8.358501947219543E-24","987.8829719217363"
"49.999958730628926","49.99995802725542","-2.0625740353563987E-5","-1.310139234634104E8","-1.3324684978508073E8","-6.547853591393881E7","1","6.399999999999994E-13","3.3434059999999994E-27","987.883457573489","8.358501519259586E-24","987.883457573489"
"49.99995742048969","49.99995669478692","-2.1280525712703377E-5","-1.3306101900753938E8","-1.353288344533723E8","-6.650163772697469E7","1","6.499999999999994E-13","3.3434059999999994E-27","987.8839510582478","8.358501084397056E-24","987.8839510582478"
"49.999956089879504","49.99995534149857","-2.1945542089973124E-5","-1.3510811469185966E8","-1.3741081924546325E8","-6.752473952544674E7","1","6.599999999999993E-13","3.3434059999999994E-27","987.8844523762509","8.358500642631947E-24","987.8844523762509"
"49.99995473879836","49.999953967390375","-2.2620789485227593E-5","-1.3715521051856178E8","-1.3949280416328797E8","-6.854784130912742E7","1","6.699999999999993E-13","3.3434059999999994E-27","987.8849615273529","8.358500193964263E-24","987.8849615273529"
"49.999953367246256","49.999952572462334","-2.3306267898318868E-5","-1.3920230648983625E8","-1.4157478920878085E8","-6.957094307778916E7","1","6.799999999999992E-13","3.3434059999999994E-27","987.8854785114388","8.358499738394004E-24","987.8854785114388"
"49.99995197522319","49.999951156714445","-2.400197732909676E-5","-1.4124940260787356E8","-1.4365677438387632E8","-7.05940448312044E7","1","6.899999999999992E-13","3.3434059999999994E-27","987.8860033287268","8.358499275921168E-24","987.8860033287268"
"49.99995056272916","49.9999497201467","-2.4707917777408805E-5","-1.4329649887486425E8","-1.4573875969050878E8","-7.161714656914559E7","1","6.999999999999991E-13","3.3434059999999994E-27","987.8865359790983","8.358498806545758E-24","987.8865359790983"
"49.999949129764175","49.999948262759105","-2.542408924310026E-5","-1.453435952929988E8","-1.478207451306126E8","-7.264024829138516E7","1","7.099999999999991E-13","3.3434059999999994E-27","987.8870764626923","8.358498330267775E-24","987.8870764626923"
"49.99994767632822","49.99994678455165","-2.6150491726014113E-5","-1.4739069186446774E8","-1.4990273070612222E8","-7.366334999769557E7","1","7.199999999999991E-13","3.3434059999999994E-27","987.8876247791901","8.358497847087215E-24","987.8876247791901"
"49.9999462024213","49.99994528552435","-2.6887125225991067E-5","-1.4943778859146157E8","-1.5198471641897202E8","-7.468645168784924E7","1","7.29999999999999E-13","3.3434059999999994E-27","987.8881809289584","8.358497357004081E-24","987.8881809289584"
"49.999944708043415","49.99994376567718","-2.763398974286956E-5","-1.514848854761708E8","-1.540667022710964E8","-7.570955336161862E7","1","7.39999999999999E-13","3.3434059999999994E-27","987.8887449119968","8.35849686001837E-24","987.8887449119968"
"49.99994319319456","49.99994222501016","-2.8391085276485746E-5","-1.53531982520786E8","-1.561486882644298E8","-7.673265501877615E7","1","7.499999999999989E-13","3.3434059999999994E-27","987.8893167280429","8.358496356130087E-24","987.8893167280429"
"49.999941657874736","49.999940663523276","-2.9158411826673506E-5","-1.555790797274976E8","-1.5823067440090662E8","-7.775575665909429E7","1","7.599999999999989E-13","3.3434059999999994E-27","987.889896377188","8.358495845339228E-24","987.889896377188"
"49.99994010208394","49.99993908121653","-2.993596939326445E-5","-1.5762617709849617E8","-1.6031266068246126E8","-7.877885828234546E7","1","7.699999999999988E-13","3.3434059999999994E-27","987.8904838595635","8.358495327645797E-24","987.8904838595635"
"49.99993852582217","49.999937478089926","-3.0723757976087905E-5","-1.596732746359722E8","-1.6239464711102816E8","-7.980195988830212E7","1","7.799999999999988E-13","3.3434059999999994E-27","987.8910791749414","8.358494803049792E-24","987.8910791749414"
"49.99993692908942","49.99993585414345","-3.152177757497093E-5","-1.6172037234211624E8","-1.644766336885417E8","-8.08250614767367E7","1","7.899999999999988E-13","3.3434059999999994E-27","987.8916823236201","8.358494271551216E-24","987.8916823236201"
"49.9999353118857","49.999934209377116","-3.2330028189738294E-5","-1.637674702191188E8","-1.6655862041693634E8","-8.184816304742165E7","1","7.999999999999987E-13","3.3434059999999994E-27","987.8922933053746","8.358493733150062E-24","987.8922933053746"
"49.999933674211","49.99993254379091","-3.314850982021251E-5","-1.658145682691704E8","-1.6864060729814646E8","-8.287126460012941E7","1","8.099999999999987E-13","3.3434059999999994E-27","987.8929121202362","8.358493187846337E-24","987.8929121202362"
"49.999932016065316","49.99993085738484","-3.39772224662138E-5","-1.6786166649446157E8","-1.707225943341065E8","-8.389436613463244E7","1","8.199999999999986E-13","3.3434059999999994E-27","987.8935387682874","8.358492635640041E-24","987.8935387682874"
"49.99993033744865","49.9999291501589","-3.481616612756013E-5","-1.699087648971828E8","-1.7280458152675092E8","-8.491746765070315E7","1","8.299999999999986E-13","3.3434059999999994E-27","987.8941732495252","8.35849207653117E-24","987.8941732495252"
"49.999928638361006","49.99992742211308","-3.5665340804067155E-5","-1.719558634795246E8","-1.7488656887801412E8","-8.594056914811401E7","1","8.399999999999985E-13","3.3434059999999994E-27","987.8948155638004","8.358491510519729E-24","987.8948155638004"
"49.99992691880237","49.99992567324739","-3.6524746495548296E-5","-1.7400296224367756E8","-1.769685563898305E8","-8.696367062663744E7","1","8.499999999999985E-13","3.3434059999999994E-27","987.8954657113426","8.358490937605715E-24","987.8954657113426"
"49.99992517877275","49.99992390356183","-3.739438320181467E-5","-1.7605006119183215E8","-1.790505440641345E8","-8.79867720860459E7","1","8.599999999999985E-13","3.3434059999999994E-27","987.8961236919682","8.358490357789129E-24","987.8961236919682"
"49.99992341827214","49.999922113056385","-3.827425092267513E-5","-1.7809716032617894E8","-1.8113253190286058E8","-8.900987352611183E7","1","8.699999999999984E-13","3.3434059999999994E-27","987.8967895058765","8.358489771069972E-24","987.8967895058765"
"49.99992163730054","49.999920301731066","-3.9164349657936245E-5","-1.8014425964890844E8","-1.8321451990794316E8","-9.003297494660766E7","1","8.799999999999984E-13","3.3434059999999994E-27","987.8974631526703","8.358489177448243E-24","987.8974631526703"
"49.999919835857945","49.999918469585865","-4.006467940740232E-5","-1.8219135916221115E8","-1.8529650808131668E8","-9.105607634730586E7","1","8.899999999999983E-13","3.3434059999999994E-27","987.898144632665","8.358488576923942E-24","987.898144632665"
"49.99991801394435","49.99991661662079","-4.097524017087538E-5","-1.8423845886827764E8","-1.8737849642491555E8","-9.207917772797886E7","1","8.999999999999983E-13","3.3434059999999994E-27","987.8988339459585","8.358487969497069E-24","987.8988339459585"
"49.99991617155976","49.99991474283582","-4.189603194815517E-5","-1.8628555876929843E8","-1.8946048494067425E8","-9.31022790883991E7","1","9.099999999999983E-13","3.3434059999999994E-27","987.899531092427","8.358487355167627E-24","987.899531092427"
"49.99991430870417","49.99991284823097","-4.2827054739039156E-5","-1.8833265886746407E8","-1.915424736305272E8","-9.412538042833902E7","1","9.199999999999983E-13","3.3434059999999994E-27","987.9002360718938","8.358486733935615E-24","987.9002360718938"
"49.99991242537758","49.99991093280623","-4.376830854332255E-5","-1.9037975916496506E8","-1.9362446249640882E8","-9.514848174757107E7","1","9.299999999999983E-13","3.3434059999999994E-27","987.900948884764","8.358486105801032E-24","987.900948884764"
"49.99991052157999","49.99990899656161","-4.471979336079826E-5","-1.9242685966399193E8","-1.957064515402536E8","-9.61715830458677E7","1","9.399999999999982E-13","3.3434059999999994E-27","987.9016695307246","8.358485470763878E-24","987.9016695307246"
"49.999908597311396","49.999907039497096","-4.5681509191256933E-5","-1.9447396036673525E8","-1.97788440763996E8","-9.719468432300134E7","1","9.499999999999982E-13","3.3434059999999994E-27","987.9023980098318","8.358484828824158E-24","987.9023980098318"
"49.999906652571795","49.99990506161269","-4.665345603448695E-5","-1.9652106127538556E8","-1.9987043016957042E8","-9.821778557874444E7","1","9.599999999999981E-13","3.3434059999999994E-27","987.9031343220817","8.358484179981865E-24","987.9031343220817"
"49.99990468736118","49.99990306290839","-4.763563389027439E-5","-1.9856816239213336E8","-2.0195241975891134E8","-9.924088681286944E7","1","9.69999999999998E-13","3.3434059999999994E-27","987.9038784675193","8.358483524237005E-24","987.9038784675193"
"49.99990270167956","49.99990104338419","-4.862804275840308E-5","-2.006152637191692E8","-2.0403440953395322E8","-1.0026398802514881E8","1","9.79999999999998E-13","3.3434059999999994E-27","987.9046304461227","8.358482861589577E-24","987.9046304461227"
"49.999900695526925","49.9998990030401","-4.963068263865457E-5","-2.0266236525868362E8","-2.061163994966305E8","-1.0128708921535496E8","1","9.89999999999998E-13","3.3434059999999994E-27","987.9053902577833","8.358482192039577E-24","987.9053902577833"
"49.99989866890327","49.9998969418761","-5.064355353080812E-5","-2.047094670128672E8","-2.081983896488776E8","-1.0231019038326035E8","1","9.99999999999998E-13","3.3434059999999994E-27","987.9061579027378","8.358481515587012E-24","987.9061579027378"
"49.9998966218086","49.99989485989221","-5.166665543464072E-5","-2.0675656898391047E8","-2.1028037999262905E8","-1.0333329152863744E8","1","1.009999999999998E-12","3.3434059999999994E-27","987.9069333809603","8.358480832231877E-24","987.9069333809603"
"49.999894554242914","49.99989275708841","-5.26999883499271E-5","-2.0880367117400396E8","-2.1236237052981928E8","-1.0435639265125865E8","1","1.0199999999999979E-12","3.3434059999999994E-27","987.9077166922459","8.358480141974175E-24","987.9077166922459"
"49.999892466206205","49.99989063346471","-5.3743552276439685E-5","-2.108507735853382E8","-2.1444436126238278E8","-1.0537949375089644E8","1","1.0299999999999978E-12","3.3434059999999994E-27","987.9085078367211","8.358479444813906E-24","987.9085078367211"
"49.99989035769847","49.999888489021096","-5.479734721394865E-5","-2.1289787622010377E8","-2.1652635219225398E8","-1.0640259482732324E8","1","1.0399999999999978E-12","3.3434059999999994E-27","987.9093068145249","8.35847874075107E-24","987.9093068145249"
"49.999888228719705","49.99988632375757","-5.586137316222188E-5","-2.149449790804912E8","-2.1860834332136738E8","-1.074256958803115E8","1","1.0499999999999977E-12","3.3434059999999994E-27","987.9101136253389","8.358478029785667E-24","987.9101136253389"
"49.99988607926991","49.99988413767414","-5.6935630121024995E-5","-2.16992082168691E8","-2.2069033465165746E8","-1.0844879690963368E8","1","1.0599999999999977E-12","3.3434059999999994E-27","987.9109282694066","8.358477311917695E-24","987.9109282694066"
"49.999883909349094","49.99988193077079","-5.802011809012133E-5","-2.190391854868938E8","-2.2277232618505865E8","-1.094718979150622E8","1","1.0699999999999977E-12","3.3434059999999994E-27","987.9117507465712","8.358476587147156E-24","987.9117507465712"
"49.99988171895724","49.999879703047526","-5.9114837069271953E-5","-2.2108628903729013E8","-2.2485431792350546E8","-1.1049499889636952E8","1","1.0799999999999976E-12","3.3434059999999994E-27","987.9125810571356","8.358475855474052E-24","987.9125810571356"
"49.99987950809435","49.99987745450434","-6.021978705823565E-5","-2.231333928220705E8","-2.2693630986893237E8","-1.115180998533281E8","1","1.0899999999999976E-12","3.3434059999999994E-27","987.9134192008099","8.358475116898383E-24","987.9134192008099"
"49.99987727676042","49.99987518514124","-6.133496805676893E-5","-2.251804968434255E8","-2.2901830202327386E8","-1.1254120078571035E8","1","1.0999999999999975E-12","3.3434059999999994E-27","987.9142651777727","8.358474371420149E-24","987.9142651777727"
"49.99987502495545","49.99987289495822","-6.246038006462603E-5","-2.2722760110354573E8","-2.3110029438846442E8","-1.1356430169328874E8","1","1.1099999999999975E-12","3.3434059999999994E-27","987.9151189877757","8.358473619039347E-24","987.9151189877757"
"49.99987275267944","49.99987058395528","-6.359602308155893E-5","-2.2927470560462168E8","-2.3318228696643853E8","-1.1458740257583572E8","1","1.1199999999999974E-12","3.3434059999999994E-27","987.9159806311005","8.358472859755984E-24","987.9159806311005"
"49.99987045993238","49.99986825213241","-6.474189710731729E-5","-2.3132181034884393E8","-2.352642797591307E8","-1.1561050343312372E8","1","1.1299999999999974E-12","3.3434059999999994E-27","987.9168501075384","8.358472093570053E-24","987.9168501075384"
"49.99986814671428","49.99986589948961","-6.589800214164852E-5","-2.3336891533840305E8","-2.3734627276847535E8","-1.1663360426492518E8","1","1.1399999999999974E-12","3.3434059999999994E-27","987.9177274172831","8.35847132048156E-24","987.9177274172831"
"49.999865813025124","49.999863526026886","-6.706433818429778E-5","-2.3541602057548958E8","-2.3942826599640706E8","-1.1765670507101259E8","1","1.1499999999999973E-12","3.3434059999999994E-27","987.9186125601484","8.358470540490501E-24","987.9186125601484"
"49.999863458864915","49.999861131744225","-6.824090523500791E-5","-2.374631260622941E8","-2.415102594448603E8","-1.1867980585115834E8","1","1.1599999999999973E-12","3.3434059999999994E-27","987.9195055364518","8.358469753596881E-24","987.9195055364518"
"49.99986108423366","49.99985871664163","-6.942770329351949E-5","-2.3951023180100718E8","-2.4359225311576957E8","-1.1970290660513489E8","1","1.1699999999999972E-12","3.3434059999999994E-27","987.9204063457288","8.358468959800694E-24","987.9204063457288"
"49.99985868913134","49.9998562807191","-7.062473235957084E-5","-2.415573377938194E8","-2.456742470110694E8","-1.207260073327147E8","1","1.1799999999999972E-12","3.3434059999999994E-27","987.9213149883274","8.358468159101948E-24","987.9213149883274"
"49.99985627355796","49.99985382397663","-7.183199243289798E-5","-2.436044440429213E8","-2.4775624113269424E8","-1.2174910803367023E8","1","1.1899999999999972E-12","3.3434059999999994E-27","987.9222314639946","8.358467351500636E-24","987.9222314639946"
