"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy"
"41.555327249021225","41.538809098171136","-24.959675832696295","124850.40860970272","124702.36127465543","269223.89362688037","1","1.602176634E-19","8.902999999998028E-4","3.3444950551171926E-27","-0.001038444625133929","0.0010815160115349351","4.307138640100624E-5"
"41.56780467549641","41.551271724678735","-24.93275888789337","124698.15219939835","124550.20017433313","269114.9717450237","1","1.602176634E-19","8.903999999998027E-4","3.3444950551171926E-27","-0.0010370401883203985","0.0010801115745557933","4.307138623539479E-5"
"41.58026688572126","41.563719144464464","-24.905852844476712","124546.08359379655","124398.22682796983","269005.8659804518","1","1.602176634E-19","8.904999999998027E-4","3.3444950551171926E-27","-0.0010356369093619162","0.0010787082957050035","4.307138634308729E-5"
"41.59271389847347","41.57615137630094","-24.878957720810916","124394.2027373243","124246.44117991439","268896.57680672087","1","1.602176634E-19","8.905999999998026E-4","3.3444950551171926E-27","-0.0010342347885965329","0.0010773061750330788","4.307138643654595E-5"
"41.60514573252516","41.58856843895519","-24.852073535213243","124242.50957396976","124094.84317405497","268787.10469673196","1","1.602176634E-19","8.906999999998026E-4","3.3444950551171926E-27","-0.0010328338261916094","0.0010759052125881392","4.3071386396529784E-5"
"41.61756240664282","41.60097035118861","-24.825200305953704","124091.0040473093","123943.43275386147","268677.45012271067","1","1.602176634E-19","8.907999999998025E-4","3.3444950551171926E-27","-0.0010314340221648692","0.0010745054084159743","4.3071386251105096E-5"
"41.629963939587284","41.61335713175692","-24.79833805125512","123939.68610045461","123792.20986237329","268567.6135562264","1","1.602176634E-19","8.908999999998025E-4","3.3444950551171926E-27","-0.0010300353762344755","0.0010731067625599847","4.307138632550912E-5"
"41.64235035011366","41.625728799410126","-24.771486789293178","123788.55567610657","123641.17444218461","268457.59546818363","1","1.602176634E-19","8.909999999998024E-4","3.3444950551171926E-27","-0.0010286378887486634","0.0010717092750612296","4.307138631256613E-5"
"41.65472165697133","41.63808537289247","-24.744646538196523","123637.61271653028","123490.32643547548","268347.3963288154","1","1.602176634E-19","8.910999999998024E-4","3.3444950551171926E-27","-0.0010272415597216448","0.001070312945958409","4.307138623676414E-5"
"41.667077878903854","41.6504268709424","-24.717817316046805","123486.85716356224","123339.66578399052","268237.0166076875","1","1.602176634E-19","8.911999999998023E-4","3.3444950551171926E-27","-0.0010258463889716589","0.0010689177752878471","4.3071386316188235E-5"
"41.67941903464898","41.662753312292494","-24.69099914087875","123336.28895862034","123189.1924290472","268126.4567737149","1","1.602176634E-19","8.912999999998023E-4","3.3444950551171926E-27","-0.0010244523768427655","0.0010675237630836294","4.307138624086394E-5"
"41.69174514293855","41.67506471566946","-24.664192030680216","123185.90804267842","123038.90631154022","268015.7172951299","1","1.602176634E-19","8.913999999998022E-4","3.3444950551171926E-27","-0.001023059523209092","0.0010661309093773716","4.307138616827964E-5"
"41.7040562224985","41.68736109979407","-24.63739600339229","123035.71435630342","122888.80737193434","267904.79863950814","1","1.602176634E-19","8.914999999998022E-4","3.3444950551171926E-27","-0.0010216678277199102","0.00106473921419844","4.307138647852973E-5"
"41.7163522920488","41.69964248338111","-24.610611076909315","122885.70783963388","122738.8955502807","267793.7012737541","1","1.602176634E-19","8.915999999998021E-4","3.3444950551171926E-27","-0.0010202772912674017","0.0010633486775738544","4.307138630645275E-5"
"41.728633370303406","41.71190888513938","-24.583837269078998","122735.88843238572","122589.17078620823","267682.4256641158","1","1.602176634E-19","8.916999999998021E-4","3.3444950551171926E-27","-0.0010188879132428316","0.001061959299528365","4.3071386285533286E-5"
"41.74089947597023","41.724160323771585","-24.55707459770244","122586.25607384936","122439.63301891799","267570.9722761643","1","1.602176634E-19","8.91799999999802E-4","3.3444950551171926E-27","-0.0010174996938022835","0.001060571080084311","4.307138628202763E-5"
"41.7531506277511","41.73639681797435","-24.530323080534213","122436.81070290795","122290.28218720377","267459.3415748114","1","1.602176634E-19","8.91899999999802E-4","3.3444950551171926E-27","-0.0010161126328710835","0.0010591840192618216","4.307138639073819E-5"
"41.765386844341684","41.74861838643815","-24.50358273528245","122287.55225802262","122141.11822944059","267347.53402430244","1","1.602176634E-19","8.919999999998019E-4","3.3444950551171926E-27","-0.0010147267308046005","0.0010577981170787046","4.307138627410406E-5"
"41.777608144431504","41.7608250478473","-24.476853579608875","122138.48067723152","121992.14108358159","267235.5500882149","1","1.602176634E-19","8.920999999998019E-4","3.3444950551171926E-27","-0.0010133419871550995","0.0010564133735504278","4.307138639532827E-5"
