"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy","V/Cm"
"-30.0","-30.0","-30.0","0.0","0.0","0.0","1","1.602176634E-19","0.0","3.3444950551171926E-27","-2179.842506108905","0.0","-2179.842506108905","2.6009150008860043E-12"
"-29.999994543994323","-29.999994440355383","-29.99999418468481","218240.2433771461","222385.80116721347","232612.62809272757","1","1.602176634E-19","5.0E-11","3.3444950551171926E-27","-2179.8440841617476","0.0015780527542788164","-2179.8425061089933","2.6009162362241996E-12"
"-29.999978175972398","-29.99997776141659","-29.999976738733114","436480.6826831702","444771.8000282858","465225.5007904598","1","1.602176634E-19","1.0E-10","3.3444950551171926E-27","-2179.8488183260415","0.0063122170132515415","-2179.8425061090284","2.6009199422430328E-12"
