"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy","V/Cm"
"-30.0","-30.0","-30.0","0.0","0.0","0.0","1","1.602176634E-19","0.0","2.0141","-8920.653080483768","0.0","-8920.653080483768","6.848383357162893E-14"
"-30.0","-30.0","-30.0","1.1146730209532673E-21","1.0989952955705928E-21","6.633910039762849E-22","1","1.602176634E-19","5.0E-11","2.0141","-8920.653080483768","1.8167481063063638E-29","-8920.653080483768","6.848383357162893E-14"
"-30.0","-30.0","-30.0","2.2293460419065346E-21","2.1979905911411855E-21","1.3267820079525699E-21","1","1.602176634E-19","1.0E-10","2.0141","-8920.653080483768","7.266992425225455E-29","-8920.653080483768","6.848383357162893E-14"
