"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy","V/Cm"
"30.0","30.0","30.0","0.0","0.0","0.0","1","1.602176634E-19","0.0","3.3444950551171926E-27","-3322.338769736232","0.0","-3322.3387697362323.6720586474718856E-14"
"-242184.64490400066","-240871.0809345607","-131272.58460429602","-181660.98367800732","-180675.81070092638","-98476.938453214","1","1.602176634E-19","5.0E-11","3.3444950551171926E-27","7.709279309080857E-7","7.863724455095298E-4","7.871433734404379E-41.482262510571946E-27"
"-242184.64491309412","-240871.0809436035","-131272.58460920758","-181660.9836780198","-180675.81070093717","-98476.93845319923","1","1.602176634E-19","1.0E-10","3.3444950551171926E-27","7.709279260910899E-7","7.863724455095875E-4","7.871433734356786E-41.482262506482015E-27"
"-242184.6449221876","-240871.0809526463","-131272.5846141191","-181660.98367803232","-180675.81070094797","-98476.93845318446","1","1.602176634E-19","1.5E-10","3.3444950551171926E-27","7.709279321010415E-7","7.863724455096454E-4","7.871433734417464E-41.48226250729268E-27"
"-242184.64493128107","-240871.0809616891","-131272.58461903068","-181660.98367804484","-180675.81070095877","-98476.9384531697","1","1.602176634E-19","2.0E-10","3.3444950551171926E-27","7.709279306932831E-7","7.863724455097033E-4","7.871433734403966E-41.482262509147617E-27"
"-242184.64494037454","-240871.08097073188","-131272.58462394224","-181660.98367805732","-180675.81070096957","-98476.93845315493","1","1.602176634E-19","2.5E-10","3.3444950551171926E-27","7.70927926957647E-7","7.86372445509761E-4","7.871433734367187E-41.4822625107004366E-27"
"-242184.644949468","-240871.08097977468","-131272.5846288538","-181660.98367806984","-180675.81070098036","-98476.93845314016","1","1.602176634E-19","3.0E-10","3.3444950551171926E-27","7.7092792534158E-7","7.863724455098187E-4","7.871433734351603E-41.4822625087719106E-27"
"-242184.6449585615","-240871.08098881747","-131272.58463376533","-181660.98367808235","-180675.8107009912","-98476.9384531254","1","1.602176634E-19","3.5E-10","3.3444950551171926E-27","7.709279155840157E-7","7.863724455098767E-4","7.871433734254607E-41.4822625054615121E-27"
"-242184.64496765495","-240871.08099786026","-131272.5846386769","-181660.98367809484","-180675.810701002","-98476.93845311063","1","1.602176634E-19","3.9999999999999996E-10","3.3444950551171926E-27","7.709279315892127E-7","7.863724455099344E-4","7.871433734415236E-41.4822625029520571E-27"
"-242184.64497674842","-240871.08100690306","-131272.58464358846","-181660.98367810735","-180675.8107010128","-98476.93845309586","1","1.602176634E-19","4.4999999999999995E-10","3.3444950551171926E-27","7.709279275129261E-7","7.863724455099922E-4","7.871433734375051E-41.482262509721742E-27"
"-242184.64498584188","-240871.08101594585","-131272.58464850002","-181660.98367811987","-180675.81070102358","-98476.93845308111","1","1.602176634E-19","4.999999999999999E-10","3.3444950551171926E-27","7.709279274000817E-7","7.8637244551005E-4","7.8714337343745E-41.482262505315303E-27"
"-242184.64499493534","-240871.08102498864","-131272.58465341158","-181660.98367813235","-180675.81070103438","-98476.93845306634","1","1.602176634E-19","5.5E-10","3.3444950551171926E-27","7.709279352007705E-7","7.863724455101077E-4","7.871433734453084E-41.4822625038603231E-27"
"-242184.64500402883","-240871.08103403143","-131272.58465832312","-181660.98367814487","-180675.81070104518","-98476.93845305157","1","1.602176634E-19","6.0E-10","3.3444950551171926E-27","7.709279265070278E-7","7.863724455101657E-4","7.871433734366727E-41.4822625077030098E-27"
"-242184.6450131223","-240871.08104307423","-131272.58466323468","-181660.98367815738","-180675.81070105598","-98476.93845303681","1","1.602176634E-19","6.5E-10","3.3444950551171926E-27","7.709279171551629E-7","7.863724455102235E-4","7.871433734273787E-41.4822625054029621E-27"
"-242184.64502221576","-240871.08105211702","-131272.58466814624","-181660.9836781699","-180675.81070106677","-98476.93845302204","1","1.602176634E-19","7.000000000000001E-10","3.3444950551171926E-27","7.709279223882389E-7","7.863724455102813E-4","7.871433734326695E-41.482262510905552E-27"
"-242184.64503130922","-240871.0810611598","-131272.5846730578","-181660.98367818238","-180675.81070107757","-98476.93845300729","1","1.602176634E-19","7.500000000000001E-10","3.3444950551171926E-27","7.70927920735247E-7","7.863724455103389E-4","7.871433734310742E-41.482262505832386E-27"
"-242184.6450404027","-240871.0810702026","-131272.58467796934","-181660.9836781949","-180675.81070108837","-98476.93845299252","1","1.602176634E-19","8.000000000000001E-10","3.3444950551171926E-27","7.70927930408976E-7","7.863724455103969E-4","7.871433734408059E-41.482262503781003E-27"
