"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy"
"0.02","0.02","0.0","0.0","0.0","0.0","1","1.602E-19","0.0","3.3434059999999994E-27","3.978075637023979E-15","0.0","3.978075637023979E-15"
"-1.0065297368160462E-4","-9.943606529552016E-5","-1.4237471297707745E-5","-201.63958019272457","-199.14518317687183","-28.460190474972006","1","1.602E-19","1.0E-6","3.3434059999999994E-27","6.408188262342052E-15","1.3562076203363413E-22","6.408188397962814E-15"
"-2.0146800581424912E-4","-1.9915099871761183E-4","-4.3316281189804056E-5","0.35059655135379925","-0.001262591519352741","-29.715764928090604","1","1.602E-19","2.0E-6","3.3434059999999994E-27","6.408264563978377E-15","1.4763638437887917E-24","6.408264565454741E-15"
"5.262151322209122E-7","-1.972877911454809E-9","-4.4580076209397195E-5","0.3514729486311022","-0.0014167958082726738","-29.73288229509843","1","1.602E-19","3.0E-6","3.3434059999999994E-27","6.408312125244296E-15","1.4780660052468893E-24","6.408312126722362E-15"
"5.04602768006847E-7","-3.362190815990596E-8","-4.459889572550432E-5","0.3064311174514127","-0.06452841038642412","-29.736302317887183","1","1.602E-19","4.0E-6","3.3434059999999994E-27","6.408312185223597E-15","1.4783634257364195E-24","6.40831218670196E-15"
"4.5956520259774834E-7","-9.672519898673829E-8","-4.4602321455919E-5","0.3064413125866737","-0.06450836442907455","-29.736314039173433","1","1.602E-19","4.9999999999999996E-6","3.3434059999999994E-27","6.408312188133379E-15","1.4783645971943529E-24","6.408312189611744E-15"
"4.595803811085874E-7","-9.669503430640035E-8","-4.460233409928931E-5","0.3064512934154166","-0.06448808968487064","-29.736315883425018","1","1.602E-19","5.999999999999999E-6","3.3434059999999994E-27","6.408312188179553E-15","1.4783647864048837E-24","6.408312189657918E-15"
"4.5959036016709804E-7","-9.66747656734577E-8","-4.4602335947297844E-5","0.306451289531783","-0.06448810303161956","-29.736315891104493","1","1.602E-19","6.999999999999999E-6","3.3434059999999994E-27","6.408312188187874E-15","1.4783647871672799E-24","6.408312189666239E-15"
"4.5959035526380065E-7","-9.667478233027763E-8","-4.460233595547383E-5","0.30645128748953177","-0.06448810966343232","-29.736315892098375","1","1.602E-19","8.0E-6","3.3434059999999994E-27","6.408312188187885E-15","1.4783647872654296E-24","6.40831218966625E-15"
"4.59590353222179E-7","-9.667478895906407E-8","-4.460233595647024E-5","0.3064512874908655","-0.06448810965700476","-29.736315892103555","1","1.602E-19","9.0E-6","3.3434059999999994E-27","6.4083121881878924E-15","1.4783647872659447E-24","6.408312189666257E-15"
