"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy"
"-30.0","0.0","0.0","0.0","0.0","0.0","1","1.602E-19","0.0","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.813462701677385E8","-227223.78155099694","-2.908419048285476E7","8.440389005032156E11","-6.816713446529908E8","-8.725257144856427E10","1","1.602E-19","0.001","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.5323980477798145E12","-2.0452412577405233E9","-2.6178679853617566E11","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.002","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"5.064514749289426E12","-4.090255291699467E9","-5.235445128818649E11","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.003","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"7.596631450799038E12","-6.135269325658411E9","-7.853022272275541E11","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.004","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"1.0128748152308648E13","-8.180283359617354E9","-1.0470599415732433E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.005","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"1.266086485381826E13","-1.0225297393576298E10","-1.3088176559189324E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.006","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"1.5192981555327871E13","-1.2270311427535242E10","-1.5705753702646218E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.007","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"1.7725098256837484E13","-1.4315325461494184E10","-1.832333084610311E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.008","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.0257214958347094E13","-1.6360339495453129E10","-2.0940907989560002E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.009000000000000001","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.2789331659856707E13","-1.840535352941207E10","-2.3558485133016895E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.010000000000000002","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.532144836136632E13","-2.0450367563371017E10","-2.617606227647379E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.011000000000000003","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
"2.7853565062875934E13","-2.2495381597329964E10","-2.8793639419930684E12","8.440389005032039E11","-6.816713446529814E8","-8.725257144856306E10","1","1.602E-19","0.012000000000000004","3.3434059999999994E-27","3.7008801909232626E-15","0.0","3.7008801909232626E-15"
