"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy"
"0.05","0.05","-0.05","0.0","0.0","0.0","1","1.602176634E-19","0.0","3.3444950551171926E-27","-365.32893819678605","0.0","-365.32893819678605"
"0.04999999405042226","0.0499999939481578","-0.04999999878949733","-237.9831169236745","-242.07369177256246","48.42012073382687","1","1.602176634E-19","5.0E-11","3.3444950551171926E-27","-365.33016542160425","0.0012272248976254716","-365.32893819670664"
"0.04999997620168685","0.049999975792630054","-0.04999999515798515","-475.9663215498626","-484.14742960300407","96.84040831839302","1","1.602176634E-19","1.0E-10","3.3444950551171926E-27","-365.33384709794996","0.004908901264655061","-365.3289381966853"
"0.049999946453787185","0.049999945533413304","-0.04999998910545094","-713.9497015806583","-726.221259550226","145.26102960442637","1","1.602176634E-19","1.5E-10","3.3444950551171926E-27","-365.3399832310014","0.011045034123561425","-365.3289381968778"
"0.049999904806712306","0.04999990317050179","-0.04999998063187385","-951.9333447173232","-968.2952276751681","193.68215144263417","1","1.602176634E-19","2.0E-10","3.3444950551171926E-27","-365.3485738286192","0.01963563184517615","-365.328938196774"
"0.04999985126044686","0.04999984870388746","-0.049999969737224675","-1189.9173386598688","-1210.3693800418307","242.10394068369106","1","1.602176634E-19","2.5E-10","3.3444950551171926E-27","-365.3596189029796","0.0306807061487555","-365.32893819683085"
"0.04999978581497113","0.04999978213355995","-0.049999956421465874","-1427.9017711066376","-1452.4437627182938","290.5265641782295","1","1.602176634E-19","3.0E-10","3.3444950551171926E-27","-365.3731184688527","0.0441802721020724","-365.3289381967506"
"0.04999970847026099","0.049999703459506585","-0.04999994068455157","-1665.8867297538886","-1694.5184217777382","338.9501887768281","1","1.602176634E-19","3.5E-10","3.3444950551171926E-27","-365.3890725448438","0.060134348121534856","-365.3289381967223"
"0.04999961922628793","0.0499996126817124","-0.04999992252642753","-1903.8723022953802","-1936.593403299463","387.3749813300015","1","1.602176634E-19","3.9999999999999996E-10","3.3444950551171926E-27","-365.4074811527832","0.07854295597233044","-365.32893819681084"
"0.049999518083019064","0.049999509800160116","-0.04999990194703119","-2141.8585764219542","-2178.6687533699055","435.8011086881897","1","1.602176634E-19","4.4999999999999995E-10","3.3444950551171926E-27","-365.42834431754295","0.09940612076859737","-365.32893819677435"
"0.04999940504041713","0.04999939481483015","-0.04999987894629163","-2379.845639821121","-2420.744518083659","484.22873770174823","1","1.602176634E-19","4.999999999999999E-10","3.3444950551171926E-27","-365.45166206789014","0.12272387097362143","-365.3289381969165"
"0.04999928009844047","0.049999267725700625","-0.04999985352412961","-2617.833580176642","-2662.8207435444947","532.658035220937","1","1.602176634E-19","5.5E-10","3.3444950551171926E-27","-365.4774344351673","0.14849623840005993","-365.32893819676724"
"0.04999914325704304","0.04999912853274735","-0.04999982568045752","-2855.822485168117","-2904.8974758663758","581.0891680959097","1","1.602176634E-19","6.0E-10","3.3444950551171926E-27","-365.5056614549691","0.1767232582101911","-365.3289381967589"
"0.04999899451617442","0.04999897723594383","-0.04999979541517943","-3093.812442470569","-3146.974761174475","629.5223031767042","1","1.602176634E-19","6.5E-10","3.3444950551171926E-27","-365.536343165567","0.20740496891619023","-365.3289381966508"
"0.049998833875779795","0.04999881383526125","-0.04999976272819105","-3331.8035397540293","-3389.0526456061957","677.9576073132321","1","1.602176634E-19","7.000000000000001E-10","3.3444950551171926E-27","-365.569479609189","0.2405414123804323","-365.32893819680856"
"0.049998661335799985","0.04999863833066851","-0.049999727619379764","-3569.7958646831257","-3631.131175312184","726.3952473552686","1","1.602176634E-19","7.500000000000001E-10","3.3444950551171926E-27","-365.60507083062413","0.27613263381582037","-365.3289381968083"
"0.04999847689617141","0.049998450722132194","-0.0499996900886246","-3807.789504916668","-3873.210396457347","774.8353901524425","1","1.602176634E-19","8.000000000000001E-10","3.3444950551171926E-27","-365.6431168787102","0.31417868178614095","-365.32893819692407"
"0.04999828055682611","0.04999825100961657","-0.049999650135796256","-4045.784548107238","-4115.290355221867","823.2782025542265","1","1.602176634E-19","8.500000000000002E-10","3.3444950551171926E-27","-365.68361780497213","0.3546796082064446","-365.3289381967657"
"0.04999807231769175","0.049998039193083606","-0.04999960776075707","-4283.7810819007755","-4357.371097802214","871.7238514099265","1","1.602176634E-19","9.000000000000002E-10","3.3444950551171926E-27","-365.7265736651086","0.3976354683434541","-365.32893819676514"
"0.04999785217869161","0.04999781527249295","-0.049999562963361055","-4521.77919393617","-4599.452670412163","920.1725035686734","1","1.602176634E-19","9.500000000000002E-10","3.3444950551171926E-27","-365.771984517621","0.44304632081599815","-365.328938196805"
"0.04999762013974459","0.04999757924780196","-0.049999515743453876","-4759.778971844847","-4841.535119283806","968.6243258794126","1","1.602176634E-19","1.0000000000000003E-9","3.3444950551171926E-27","-365.8198504244313","0.4909122275954711","-365.32893819683585"
"0.0499973762007652","0.04999733111896565","-0.04999946610087285","-4997.780503250365","-5083.618490668562","1017.0794851908947","1","1.602176634E-19","1.0500000000000003E-9","3.3444950551171926E-27","-365.8701714507644","0.5412332540063203","-365.3289381967581"
"0.04999712036166358","0.049997070885936745","-0.04999941403544696","-5235.783875768002","-5325.702830838191","1065.5381483516665","1","1.602176634E-19","1.1000000000000003E-9","3.3444950551171926E-27","-365.92294766548486","0.5940094687265578","-365.3289381967583"
"0.04999685262234548","0.04999679854866565","-0.04999935954699684","-5473.78917700435","-5567.7881860858","1114.0004822100614","1","1.602176634E-19","1.1500000000000004E-9","3.3444950551171926E-27","-365.9781791406077","0.6492409437883001","-365.3289381968194"
"0.049996572982712276","0.049996514107100445","-0.04999930263533478","-5711.7964945569065","-5809.874602726855","1162.4666536141915","1","1.602176634E-19","1.2000000000000004E-9","3.3444950551171926E-27","-366.03586595134544","0.7069277545783328","-365.3289381967671"
"0.04999628144266096","0.04999621756118691","-0.049999243300264735","-5949.805916013676","-6051.962127100192","1210.9368294119377","1","1.602176634E-19","1.2500000000000004E-9","3.3444950551171926E-27","-366.09600817658657","0.7670699798387031","-365.32893819674786"
"0.04999597800208415","0.0499959089108685","-0.04999918154158232","-6187.817528952758","-6294.050805569018","1259.4111764509416","1","1.602176634E-19","1.3000000000000005E-9","3.3444950551171926E-27","-366.15860589843834","0.8296677016673373","-365.328938196771"
"0.04999566266087008","0.049995588156086346","-0.049999117359074786","-6425.831420941946","-6536.14068452192","1307.889861578598","1","1.602176634E-19","1.3500000000000005E-9","3.3444950551171926E-27","-366.22365920223365","0.8947210055186843","-365.32893819671494"
"0.04999533541890261","0.04999525529677926","-0.049999050752521076","-6663.8476795383285","-6778.231810373871","1356.3730516420442","1","1.602176634E-19","1.4000000000000005E-9","3.3444950551171926E-27","-366.2911681769403","0.9622299802043872","-365.3289381967359"
"0.04999499627606122","0.04999491033288375","-0.04999898172169176","-6901.866392287886","-7020.324229567232","1404.8609134881551","1","1.602176634E-19","1.4500000000000006E-9","3.3444950551171926E-27","-366.3611329147597","1.0321947178939797","-365.32893819686575"
"0.04999464523222102","0.049994553264333975","-0.04999891026634908","-7139.887646725088","-7262.417988572752","1453.3536139635335","1","1.602176634E-19","1.5000000000000006E-9","3.3444950551171926E-27","-366.4335535109866","1.1046153141156085","-365.328938196871"
"0.04999428228725273","0.04999418409106179","-0.04999883638624694","-7377.911530372503","-7504.513133890574","1501.8513199145023","1","1.602176634E-19","1.5500000000000006E-9","3.3444950551171926E-27","-366.5084300645019","1.179491867756784","-365.3289381967451"
"0.0499939074410227","0.04999380281299671","-0.04999876008113089","-7615.938130740394","-7746.609712051232","1550.3541981870983","1","1.602176634E-19","1.6000000000000007E-9","3.3444950551171926E-27","-366.5857626778017","1.2568244810651543","-365.32893819673654"
"0.04999352069339292","0.04999340943006593","-0.049998681350738136","-7853.967535326325","-7988.707769616649","1598.8624156270646","1","1.602176634E-19","1.6500000000000007E-9","3.3444950551171926E-27","-366.6655514564748","1.3366132596493094","-365.3289381968255"
"0.049993122044220975","0.04999300394219432","-0.04999860019479756","-8091.999831614768","-8230.807353181131","1647.3761390798431","1","1.602176634E-19","1.7000000000000007E-9","3.3444950551171926E-27","-366.7477965091889","1.4188583124796066","-365.3289381967093"
"0.049992711493360105","0.0499925863493044","-0.04999851661302968","-8330.03510707671","-8472.90850937237","1695.8955353905694","1","1.602176634E-19","1.7500000000000008E-9","3.3444950551171926E-27","-366.83249794862746","1.5035597518890276","-365.3289381967384"
"0.04999228904065916","0.04999215665131639","-0.04999843060514669","-8568.073449169262","-8715.01128485243","1744.4207714040647","1","1.602176634E-19","1.8000000000000008E-9","3.3444950551171926E-27","-366.91965589038824","1.5907176935740577","-365.3289381968142"
"0.04999185468596262","0.049991714848148155","-0.04999834217085243","-8806.114945335268","-8957.11572631874","1792.9520139648305","1","1.602176634E-19","1.8500000000000008E-9","3.3444950551171926E-27","-367.00927045337363","1.6803322565955947","-365.32893819677804"
"0.0499914084291106","0.04999126093971522","-0.0499982513098424","-9044.15968300292","-9199.221880505092","1841.4894299170426","1","1.602176634E-19","1.900000000000001E-9","3.3444950551171926E-27","-367.1013417600409","1.7724035633798796","-365.328938196661"
"0.04999095026993884","0.04999079492593078","-0.04999815802180377","-9282.207749585363","-9441.329794182622","1890.0331861045463","1","1.602176634E-19","1.950000000000001E-9","3.3444950551171926E-27","-367.1958699364569","1.866931739719459","-365.32893819673745"
"0.049990480208278704","0.049990316806705695","-0.04999806230641534","-9520.259232480323","-9683.439514160798","1938.5834493708494","1","1.602176634E-19","2.000000000000001E-9","3.3444950551171926E-27","-367.2928551114126","1.963916914774169","-365.32893819663843"
"0.049989998243957195","0.04998982658194848","-0.0499979641633476","-9758.314219069714","-9925.55108728841","1987.140386559119","1","1.602176634E-19","2.050000000000001E-9","3.3444950551171926E-27","-367.39229741778183","2.0633592210721514","-365.32893819670966"
"0.049989504376796945","0.0499893242515653","-0.04999786359226267","-9996.372796719264","-10167.664560454547","2035.7041645121758","1","1.602176634E-19","2.100000000000001E-9","3.3444950551171926E-27","-367.49419699133284","2.165258794510885","-365.328938196822"
"0.049988998606616215","0.04998880981545998","-0.049997760592814355","-10234.435052778128","-10409.779980589585","2084.2749500724904","1","1.602176634E-19","2.150000000000001E-9","3.3444950551171926E-27","-367.5985539711117","2.2696157743582592","-365.3289381967534"
"0.049988480933228906","0.049988283273534","-0.049997655164648096","-10472.501074578517","-10651.897394666164","2132.852910082178","1","1.602176634E-19","2.200000000000001E-9","3.3444950551171926E-27","-367.70536849983864","2.3764303032536587","-365.328938196585"
"0.04998795135644454","0.049987744625686496","-0.049997547307401","-10710.570949435316","-10894.016849700169","2181.438211382995","1","1.602176634E-19","2.250000000000001E-9","3.3444950551171926E-27","-367.81464072391026","2.4857025272090842","-365.3289381967012"
"0.04998740987606829","0.04998719387181423","-0.04999743702070182","-10948.64476464572","-11136.138392751696","2230.0310208163382","1","1.602176634E-19","2.300000000000001E-9","3.3444950551171926E-27","-367.9263707923319","2.5974325956102957","-365.3289381967216"
"0.049986856491900954","0.04998663101181163","-0.049997324304171","-11186.722607488851","-11378.26207092604","2278.6315052232376","1","1.602176634E-19","2.350000000000001E-9","3.3444950551171926E-27","-368.04055885794685","2.711620661217982","-365.32893819672887"
"0.049986291203738965","0.04998605604557076","-0.049997209157420605","-11424.804565225395","-11620.387931374657","2327.239831444357","1","1.602176634E-19","2.4000000000000012E-9","3.3444950551171926E-27","-368.15720507696113","2.8282668801689574","-365.3289381967922"
