"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy","V/Cm"
"0.0","0.0","70.0","0.0","0.0","0.0","1","1.602176634E-19","0.0","3.3444950551171926E-27","-44587.07910655101","0.0","-44587.079106551017.150347996833532E-15"
"379406.3837592205","575018.8041798352","182476.231226865","284554.7878193982","431264.10313486535","136804.67342018592","1","1.602176634E-19","5.0E-10","3.3444950551171926E-27","-2.3577559524143898E-7","0.0029816964437001554","0.0029814606681049145.2259781277244965E-28"
"379406.3839014715","575018.8043954503","182476.23129532437","284554.78781936655","431264.1031348449","136804.67342025437","1","1.602176634E-19","1.0E-9","3.3444950551171926E-27","-2.3577557959612854E-7","0.0029816964436999794","0.00298146066812038325.225978144460063E-28"
"379406.3840437225","575018.8046110653","182476.23136378374","284554.7878193349","431264.1031348244","136804.67342032283","1","1.602176634E-19","1.5000000000000002E-9","3.3444950551171926E-27","-2.3577560073288717E-7","0.0029816964436998016","0.00298146066809906875.225978132546504E-28"
"379406.3841859735","575018.8048266803","182476.2314322431","284554.7878193032","431264.103134804","136804.67342039125","1","1.602176634E-19","2.0E-9","3.3444950551171926E-27","-2.357755853023104E-7","0.0029816964436996246","0.0029814606681143225.2259781222088395E-28"
"379406.38432822446","575018.8050422954","182476.23150070247","284554.78781927156","431264.1031347835","136804.6734204597","1","1.602176634E-19","2.5E-9","3.3444950551171926E-27","-2.357755752525571E-7","0.0029816964436994485","0.0029814606681241965.225978130294783E-28"
"379406.3844704755","575018.8052579105","182476.23156916184","284554.7878192399","431264.103134763","136804.67342052812","1","1.602176634E-19","3.0E-9","3.3444950551171926E-27","-2.3577556397541906E-7","0.0029816964436992707","0.00298146066813529545.2259781194911205E-28"
"379406.38461272646","575018.8054735255","182476.2316376212","284554.7878192082","431264.1031347426","136804.67342059658","1","1.602176634E-19","3.5E-9","3.3444950551171926E-27","-2.3577557521977509E-7","0.0029816964436990947","0.0029814606681238755.225978119901116E-28"
"379406.3847549775","575018.8056891406","182476.2317060806","284554.78781917656","431264.1031347221","136804.673420665","1","1.602176634E-19","4.0E-9","3.3444950551171926E-27","-2.3577558931412338E-7","0.002981696443698918","0.0029814606681096045.225978098971266E-28"
"379406.38489722845","575018.8059047556","182476.23177453998","284554.7878191449","431264.10313470167","136804.67342073345","1","1.602176634E-19","4.500000000000001E-9","3.3444950551171926E-27","-2.3577558256284153E-7","0.0029816964436987403","0.00298146066811617745.225978103013321E-28"
"379406.3850394795","575018.8061203706","182476.23184299935","284554.78781911323","431264.1031346812","136804.6734208019","1","1.602176634E-19","5.000000000000001E-9","3.3444950551171926E-27","-2.3577561059292772E-7","0.0029816964436985634","0.00298146066808797045.225978080780051E-28"
"379406.38518173044","575018.8063359857","182476.23191145872","284554.78781908157","431264.10313466075","136804.67342087033","1","1.602176634E-19","5.500000000000001E-9","3.3444950551171926E-27","-2.3577560262121141E-7","0.002981696443698387","0.0029814606680957665.225978093021725E-28"
"379406.38532398146","575018.8065516007","182476.23197991808","284554.7878190499","431264.10313464026","136804.67342093878","1","1.602176634E-19","6.000000000000002E-9","3.3444950551171926E-27","-2.3577559183119884E-7","0.0029816964436982104","0.00298146066810637935.225978081179025E-28"
