"X","Y","Z","Vx","Vy","Vz","Polarity","Charge","Time","Mass","Electric Potential Energy","Kinetic Energy","Total Energy","V/Cm"
"-30.0","-30.0","-30.0","0.0","0.0","0.0","1","1.602176634E-19","0.0","3.3444950551171926E-27","-2179.842506108905","0.0","-2179.842506108905","2.6009150008860043E-14"
"145463.47381488327","148227.17881215332","155045.058216837","109120.10536113234","111192.88410908692","116306.29366263062","1","1.602176634E-19","5.0E-11","3.3444950551171926E-27","-3.1080514297815055E-6","3.945130636501287E-4","3.9140501222034724E-4","5.0793110081111915E-27"
"145463.4738202931","148227.17881766992","155045.05822265672","109120.10536107694","111192.88410903525","116306.29366263596","1","1.602176634E-19","1.0E-10","3.3444950551171926E-27","-3.1080514185129294E-6","3.945130636498955E-4","3.9140501223138257E-4","5.07931101157094E-27"
