"X","Y","Z","Vx","Vy","Vz","Polarity","Time","Mass","Electric Potential Energy","Kinetic Energy"
"20.0","20.0","0.0","-9.605599582309691E20","-9.492122841685317E20","-1.3615813951552093E20","1","1.0","3.3434059999999994E-27","21728.01881130831","1.3373623999999998E-24","21728.01881130831"
"-9.605599582309691E20","-9.492122841685317E20","-1.3615813951552093E20","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","2.0","3.3434059999999994E-27","21728.01881130831","3.0796420806491205E15","3.0796420806708485E15"
"-2.8816798746929073E21","-2.8476368525055953E21","-4.0847441854656276E20","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","3.0","3.3434059999999994E-27","5.773986790751764E-32","2.771677872584208E16","2.771677872584208E16"
"-4.802799791154846E21","-4.746061420842659E21","-6.807906975776046E20","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","4.0","3.3434059999999994E-27","2.543784390331197E-33","7.6991052016228016E16","7.6991052016228016E16"
"-6.723919707616784E21","-6.644485989179722E21","-9.531069766086465E20","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","5.0","3.3434059999999994E-27","-1.0922121866422044E-32","1.5090246195180688E17","1.5090246195180688E17"
"-8.645039624078722E21","-8.542910557516785E21","-1.2254232556396882E21","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","6.0","3.3434059999999994E-27","-2.375544681975959E-33","2.4945100853257872E17","2.4945100853257872E17"
"-1.0566159540540662E22","-1.044133512585385E22","-1.49773953467073E21","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","7.0","3.3434059999999994E-27","-4.481905830583537E-33","3.7263669175854362E17","3.7263669175854362E17"
"-1.24872794570026E22","-1.2339759694190914E22","-1.770055813701772E21","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","8.0","3.3434059999999994E-27","5.753798025749136E-34","5.2045951162970144E17","5.2045951162970144E17"
"-1.440839937346454E22","-1.4238184262527978E22","-2.042372092732814E21","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","9.0","3.3434059999999994E-27","-6.594996567525325E-34","6.9291946814605235E17","6.9291946814605235E17"
"-1.632951928992648E22","-1.6136608830865042E22","-2.3146883717638558E21","-1.9211199164619382E21","-1.8984245683370635E21","-2.7231627903104185E20","1","10.0","3.3434059999999994E-27","-1.6807146864688264E-33","8.9001656130759616E17","8.9001656130759616E17"
