X,Y,Z,Vx,Vy,Vz,Polarity,Charge,Time,Mass,Electric Potential Energy,Kinetic Energy,Total Energy,0.000179538
-22.15062727,-6.117032068,-23.82953539,-1.73E+08,-3.68E+08,-3.76E+08,1,1.60E-19,6.63E-08,3.34E-27,-21005.86413,3203.625145,-17802.23898,
-22.16781028,-6.153820569,-23.86701835,-1.70E+08,-3.68E+08,-3.74E+08,1,1.60E-19,6.64E-08,3.34E-27,-20970.972,3168.733023,-17802.23898,
-22.18466279,-6.190535515,-23.9042791,-1.67E+08,-3.67E+08,-3.71E+08,1,1.60E-19,6.65E-08,3.34E-27,-20936.44817,3134.209193,-17802.23898,
-22.20118537,-6.227176537,-23.94131808,-1.64E+08,-3.66E+08,-3.69E+08,1,1.60E-19,6.66E-08,3.34E-27,-20902.29062,3100.051638,-17802.23898,
-22.2173786,-6.26374327,-23.9781357,-1.60E+08,-3.65E+08,-3.67E+08,1,1.60E-19,6.67E-08,3.34E-27,-20868.49735,3066.258365,-17802.23898,
-22.23324304,-6.30023535,-24.01473238,-1.57E+08,-3.65E+08,-3.65E+08,1,1.60E-19,6.68E-08,3.34E-27,-20835.06638,3032.827402,-17802.23898,
-22.24877926,-6.336652415,-24.05110854,-1.54E+08,-3.64E+08,-3.63E+08,1,1.60E-19,6.69E-08,3.34E-27,-20801.99578,2999.7568,-17802.23898,
-22.26398782,-6.372994104,-24.08726459,-1.50E+08,-3.63E+08,-3.60E+08,1,1.60E-19,6.70E-08,3.34E-27,-20769.28361,2967.044631,-17802.23898,
-22.27886927,-6.409260057,-24.12320094,-1.47E+08,-3.62E+08,-3.58E+08,1,1.60E-19,6.71E-08,3.34E-27,-20736.92797,2934.688992,-17802.23898,
-22.29342418,-6.445449917,-24.15891798,-1.44E+08,-3.62E+08,-3.56E+08,1,1.60E-19,6.72E-08,3.34E-27,-20704.92698,2902.687998,-17802.23898,
-22.30765309,-6.481563327,-24.19441611,-1.41E+08,-3.61E+08,-3.54E+08,1,1.60E-19,6.73E-08,3.34E-27,-20673.27877,2871.03979,-17802.23898,
-22.32155655,-6.517599933,-24.22969571,-1.37E+08,-3.60E+08,-3.52E+08,1,1.60E-19,6.74E-08,3.34E-27,-20641.98151,2839.742529,-17802.23898,
-22.3351351,-6.55355938,-24.26475719,-1.34E+08,-3.59E+08,-3.50E+08,1,1.60E-19,6.75E-08,3.34E-27,-20611.03338,2808.794395,-17802.23898,
-22.34838927,-6.589441317,-24.29960091,-1.31E+08,-3.58E+08,-3.47E+08,1,1.60E-19,6.76E-08,3.34E-27,-20580.43258,2778.193595,-17802.23898,
-22.3613196,-6.625245393,-24.33422725,-1.28E+08,-3.58E+08,-3.45E+08,1,1.60E-19,6.77E-08,3.34E-27,-20550.17733,2747.938353,-17802.23898,
-22.37392662,-6.660971259,-24.36863659,-1.24E+08,-3.57E+08,-3.43E+08,1,1.60E-19,6.78E-08,3.34E-27,-20520.2659,2718.026916,-17802.23898,
-22.38621085,-6.696618566,-24.40282929,-1.21E+08,-3.56E+08,-3.41E+08,1,1.60E-19,6.79E-08,3.34E-27,-20490.69653,2688.457551,-17802.23898,
-22.39817283,-6.732186967,-24.43680571,-1.18E+08,-3.55E+08,-3.39E+08,1,1.60E-19,6.80E-08,3.34E-27,-20461.46753,2659.228549,-17802.23898,
-22.40981305,-6.767676118,-24.47056622,-1.15E+08,-3.54E+08,-3.37E+08,1,1.60E-19,6.81E-08,3.34E-27,-20432.5772,2630.338219,-17802.23898,
-22.42113205,-6.803085673,-24.50411116,-1.12E+08,-3.54E+08,-3.34E+08,1,1.60E-19,6.82E-08,3.34E-27,-20404.02387,2601.784891,-17802.23898,
-22.43213032,-6.83841529,-24.53744089,-1.08E+08,-3.53E+08,-3.32E+08,1,1.60E-19,6.83E-08,3.34E-27,-20375.8059,2573.566917,-17802.23898,
-22.44280838,-6.873664625,-24.57055574,-1.05E+08,-3.52E+08,-3.30E+08,1,1.60E-19,6.84E-08,3.34E-27,-20347.92165,2545.68267,-17802.23898,
-22.45316673,-6.908833339,-24.60345606,-1.02E+08,-3.51E+08,-3.28E+08,1,1.60E-19,6.85E-08,3.34E-27,-20320.36952,2518.130542,-17802.23898,
-22.46320586,-6.94392109,-24.63614219,-9.88E+07,-3.50E+08,-3.26E+08,1,1.60E-19,6.86E-08,3.34E-27,-20293.14793,2490.908944,-17802.23898,
-22.47292627,-6.978927541,-24.66861445,-9.56E+07,-3.50E+08,-3.24E+08,1,1.60E-19,6.87E-08,3.34E-27,-20266.25529,2464.016312,-17802.23898,
-22.48232845,-7.013852354,-24.70087316,-9.24E+07,-3.49E+08,-3.22E+08,1,1.60E-19,6.88E-08,3.34E-27,-20239.69008,2437.451096,-17802.23898,
-22.49141289,-7.048695191,-24.73291867,-8.93E+07,-3.48E+08,-3.19E+08,1,1.60E-19,6.89E-08,3.34E-27,-20213.45075,2411.211771,-17802.23898,
-22.50018007,-7.083455716,-24.76475127,-8.61E+07,-3.47E+08,-3.17E+08,1,1.60E-19,6.90E-08,3.34E-27,-20187.53581,2385.296829,-17802.23898,
-22.50863047,-7.118133596,-24.79637128,-8.29E+07,-3.46E+08,-3.15E+08,1,1.60E-19,6.91E-08,3.34E-27,-20161.94376,2359.704783,-17802.23898,
-22.51676456,-7.152728495,-24.82777901,-7.98E+07,-3.46E+08,-3.13E+08,1,1.60E-19,6.92E-08,3.34E-27,-20136.67315,2334.434164,-17802.23898,
-22.52458282,-7.187240081,-24.85897477,-7.66E+07,-3.45E+08,-3.11E+08,1,1.60E-19,6.93E-08,3.34E-27,-20111.7225,2309.483523,-17802.23898,
-22.53208571,-7.221668022,-24.88995885,-7.35E+07,-3.44E+08,-3.09E+08,1,1.60E-19,6.94E-08,3.34E-27,-20087.09041,2284.851433,-17802.23898,
-22.5392737,-7.256011985,-24.92073156,-7.03E+07,-3.43E+08,-3.07E+08,1,1.60E-19,6.95E-08,3.34E-27,-20062.77546,2260.536482,-17802.23898,
-22.54614725,-7.290271641,-24.95129318,-6.72E+07,-3.42E+08,-3.05E+08,1,1.60E-19,6.96E-08,3.34E-27,-20038.77626,2236.537279,-17802.23898,
-22.55270681,-7.32444666,-24.981644,-6.40E+07,-3.41E+08,-3.02E+08,1,1.60E-19,6.97E-08,3.34E-27,-20015.09143,2212.852453,-17802.23898,
-22.55895284,-7.358536712,-25.0117843,-6.09E+07,-3.40E+08,-3.00E+08,1,1.60E-19,6.98E-08,3.34E-27,-19991.71963,2189.480649,-17802.23898,
-22.56488579,-7.392541469,-25.04171436,-5.78E+07,-3.40E+08,-2.98E+08,1,1.60E-19,6.99E-08,3.34E-27,-19968.65952,2166.420534,-17802.23898,
-22.57050609,-7.426460604,-25.07143446,-5.46E+07,-3.39E+08,-2.96E+08,1,1.60E-19,7.00E-08,3.34E-27,-19945.90977,2143.670791,-17802.23898,
-22.5758142,-7.46029379,-25.10094487,-5.15E+07,-3.38E+08,-2.94E+08,1,1.60E-19,7.01E-08,3.34E-27,-19923.4691,2121.230123,-17802.23898,
-22.58081055,-7.4940407,-25.13024585,-4.84E+07,-3.37E+08,-2.92E+08,1,1.60E-19,7.02E-08,3.34E-27,-19901.33623,2099.097251,-17802.23898,
-22.58549557,-7.527701009,-25.15933766,-4.53E+07,-3.36E+08,-2.90E+08,1,1.60E-19,7.03E-08,3.34E-27,-19879.50989,2077.270913,-17802.23898,
-22.5898697,-7.561274391,-25.18822057,-4.22E+07,-3.35E+08,-2.88E+08,1,1.60E-19,7.04E-08,3.34E-27,-19857.98885,2055.749866,-17802.23898,
-22.59393335,-7.594760523,-25.21689482,-3.91E+07,-3.34E+08,-2.86E+08,1,1.60E-19,7.05E-08,3.34E-27,-19836.77187,2034.532885,-17802.23898,
-22.59768696,-7.62815908,-25.24536067,-3.60E+07,-3.34E+08,-2.84E+08,1,1.60E-19,7.06E-08,3.34E-27,-19815.85775,2013.618764,-17802.23898,
-22.60113095,-7.661469739,-25.27361836,-3.29E+07,-3.33E+08,-2.82E+08,1,1.60E-19,7.07E-08,3.34E-27,-19795.24529,1993.006313,-17802.23898,
-22.60426572,-7.694692177,-25.30166814,-2.98E+07,-3.32E+08,-2.79E+08,1,1.60E-19,7.08E-08,3.34E-27,-19774.93334,1972.694359,-17802.23898,
-22.60709169,-7.727826073,-25.32951024,-2.67E+07,-3.31E+08,-2.77E+08,1,1.60E-19,7.09E-08,3.34E-27,-19754.92073,1952.681749,-17802.23898,
-22.60960928,-7.760871102,-25.35714489,-2.36E+07,-3.30E+08,-2.75E+08,1,1.60E-19,7.10E-08,3.34E-27,-19735.20633,1932.967347,-17802.23898,
-22.61181888,-7.793826946,-25.38457233,-2.06E+07,-3.29E+08,-2.73E+08,1,1.60E-19,7.11E-08,3.34E-27,-19715.78901,1913.550031,-17802.23898,
-22.61372089,-7.826693281,-25.41179277,-1.75E+07,-3.28E+08,-2.71E+08,1,1.60E-19,7.12E-08,3.34E-27,-19696.66768,1894.4287,-17802.23898,
-22.61531572,-7.859469788,-25.43880645,-1.44E+07,-3.27E+08,-2.69E+08,1,1.60E-19,7.13E-08,3.34E-27,-19677.84125,1875.602269,-17802.23898,
-22.61660375,-7.892156147,-25.46561358,-1.13E+07,-3.26E+08,-2.67E+08,1,1.60E-19,7.14E-08,3.34E-27,-19659.30865,1857.069669,-17802.23898,
-22.61758539,-7.924752037,-25.49221438,-8285630.032,-3.26E+08,-2.65E+08,1,1.60E-19,7.15E-08,3.34E-27,-19641.06883,1838.829849,-17802.23898,
-22.61826101,-7.957257139,-25.51860905,-5227411.84,-3.25E+08,-2.63E+08,1,1.60E-19,7.16E-08,3.34E-27,-19623.12076,1820.881774,-17802.23898,
-22.618631,-7.989671133,-25.54479779,-2173012.547,-3.24E+08,-2.61E+08,1,1.60E-19,7.17E-08,3.34E-27,-19605.46341,1803.224426,-17802.23898,
-22.61869574,-8.021993701,-25.57078082,877602.8108,-3.23E+08,-2.59E+08,1,1.60E-19,7.18E-08,3.34E-27,-19588.09578,1785.856803,-17802.23898,
-22.6184556,-8.054224523,-25.59655833,3924469.067,-3.22E+08,-2.57E+08,1,1.60E-19,7.19E-08,3.34E-27,-19571.0169,1768.77792,-17802.23898,
-22.61791097,-8.086363281,-25.62213051,6967620.928,-3.21E+08,-2.55E+08,1,1.60E-19,7.20E-08,3.34E-27,-19554.22579,1751.986809,-17802.23898,
-22.6170622,-8.118409657,-25.64749756,1.00E+07,-3.20E+08,-2.53E+08,1,1.60E-19,7.21E-08,3.34E-27,-19537.7215,1735.482517,-17802.23898,
-22.61590967,-8.150363332,-25.67265966,1.30E+07,-3.19E+08,-2.51E+08,1,1.60E-19,7.22E-08,3.34E-27,-19521.50309,1719.264107,-17802.23898,
-22.61445374,-8.182223989,-25.69761699,1.61E+07,-3.18E+08,-2.49E+08,1,1.60E-19,7.23E-08,3.34E-27,-19505.56964,1703.33066,-17802.23898,
-22.61269476,-8.213991309,-25.72236974,1.91E+07,-3.17E+08,-2.47E+08,1,1.60E-19,7.24E-08,3.34E-27,-19489.92025,1687.68127,-17802.23898,
-22.6106331,-8.245664976,-25.74691807,2.21E+07,-3.16E+08,-2.44E+08,1,1.60E-19,7.25E-08,3.34E-27,-19474.55403,1672.31505,-17802.23898,
-22.60826911,-8.27724467,-25.77126217,2.52E+07,-3.15E+08,-2.42E+08,1,1.60E-19,7.26E-08,3.34E-27,-19459.47011,1657.231127,-17802.23898,
-22.60560313,-8.308730076,-25.7954022,2.82E+07,-3.14E+08,-2.40E+08,1,1.60E-19,7.27E-08,3.34E-27,-19444.66763,1642.428644,-17802.23898,
-22.60263551,-8.340120874,-25.81933831,3.12E+07,-3.13E+08,-2.38E+08,1,1.60E-19,7.28E-08,3.34E-27,-19430.14574,1627.906759,-17802.23898,
-22.59936659,-8.371416749,-25.84307068,3.42E+07,-3.12E+08,-2.36E+08,1,1.60E-19,7.29E-08,3.34E-27,-19415.90363,1613.664647,-17802.23898,
-22.59579672,-8.402617382,-25.86659946,3.72E+07,-3.12E+08,-2.34E+08,1,1.60E-19,7.30E-08,3.34E-27,-19401.94048,1599.701496,-17802.23898,
-22.59192622,-8.433722456,-25.8899248,4.02E+07,-3.11E+08,-2.32E+08,1,1.60E-19,7.31E-08,3.34E-27,-19388.25549,1586.016512,-17802.23898,
-22.58775544,-8.464731653,-25.91304685,4.32E+07,-3.10E+08,-2.30E+08,1,1.60E-19,7.32E-08,3.34E-27,-19374.8479,1572.608915,-17802.23898,
-22.5832847,-8.495644656,-25.93596576,4.62E+07,-3.09E+08,-2.28E+08,1,1.60E-19,7.33E-08,3.34E-27,-19361.71692,1559.47794,-17802.23898,
-22.57851432,-8.526461148,-25.95868167,4.92E+07,-3.08E+08,-2.26E+08,1,1.60E-19,7.34E-08,3.34E-27,-19348.86182,1546.622838,-17802.23898,
-22.57344463,-8.557180811,-25.98119471,5.22E+07,-3.07E+08,-2.24E+08,1,1.60E-19,7.35E-08,3.34E-27,-19336.28185,1534.042873,-17802.23898,
-22.56807595,-8.587803327,-26.00350503,5.52E+07,-3.06E+08,-2.22E+08,1,1.60E-19,7.36E-08,3.34E-27,-19323.97631,1521.737326,-17802.23898,
-22.56240859,-8.618328378,-26.02561274,5.82E+07,-3.05E+08,-2.20E+08,1,1.60E-19,7.37E-08,3.34E-27,-19311.94447,1509.705492,-17802.23898,
-22.55644287,-8.648755647,-26.04751799,6.11E+07,-3.04E+08,-2.18E+08,1,1.60E-19,7.38E-08,3.34E-27,-19300.18566,1497.946682,-17802.23898,
-22.55017909,-8.679084814,-26.06922089,6.41E+07,-3.03E+08,-2.16E+08,1,1.60E-19,7.39E-08,3.34E-27,-19288.6992,1486.460218,-17802.23898,
-22.54361757,-8.709315563,-26.09072156,6.71E+07,-3.02E+08,-2.14E+08,1,1.60E-19,7.40E-08,3.34E-27,-19277.48442,1475.245442,-17802.23898,
-22.5367586,-8.739447573,-26.11202013,7.01E+07,-3.01E+08,-2.12E+08,1,1.60E-19,7.41E-08,3.34E-27,-19266.54069,1464.301707,-17802.23898,
-22.52960249,-8.769480527,-26.13311669,7.30E+07,-3.00E+08,-2.10E+08,1,1.60E-19,7.42E-08,3.34E-27,-19255.86736,1453.62838,-17802.23898,
-22.52214953,-8.799414105,-26.15401137,7.60E+07,-2.99E+08,-2.08E+08,1,1.60E-19,7.43E-08,3.34E-27,-19245.46383,1443.224845,-17802.23898,
-22.51440001,-8.829247989,-26.17470426,7.90E+07,-2.98E+08,-2.06E+08,1,1.60E-19,7.44E-08,3.34E-27,-19235.32948,1433.090498,-17802.23898,
-22.50635423,-8.858981858,-26.19519548,8.19E+07,-2.97E+08,-2.04E+08,1,1.60E-19,7.45E-08,3.34E-27,-19225.46373,1423.224751,-17802.23898,
-22.49801248,-8.888615392,-26.21548511,8.49E+07,-2.96E+08,-2.02E+08,1,1.60E-19,7.46E-08,3.34E-27,-19215.86601,1413.62703,-17802.23898,
-22.48937503,-8.918148272,-26.23557325,8.79E+07,-2.95E+08,-2.00E+08,1,1.60E-19,7.47E-08,3.34E-27,-19206.53576,1404.296774,-17802.23898,
-22.48044216,-8.947580178,-26.25546,9.08E+07,-2.94E+08,-1.98E+08,1,1.60E-19,7.48E-08,3.34E-27,-19197.47242,1395.233437,-17802.23898,
-22.47121417,-8.976910787,-26.27514545,9.38E+07,-2.93E+08,-1.96E+08,1,1.60E-19,7.49E-08,3.34E-27,-19188.67547,1386.436487,-17802.23898,
-22.46169131,-9.006139779,-26.29462966,9.67E+07,-2.92E+08,-1.94E+08,1,1.60E-19,7.50E-08,3.34E-27,-19180.14439,1377.905405,-17802.23898,
-22.45187386,-9.035266832,-26.31391274,9.96E+07,-2.91E+08,-1.92E+08,1,1.60E-19,7.51E-08,3.34E-27,-19171.87867,1369.639688,-17802.23898,
-22.4417621,-9.064291625,-26.33299475,1.03E+08,-2.90E+08,-1.90E+08,1,1.60E-19,7.52E-08,3.34E-27,-19163.87783,1361.638845,-17802.23898,
-22.43135628,-9.093213834,-26.35187577,1.06E+08,-2.89E+08,-1.88E+08,1,1.60E-19,7.53E-08,3.34E-27,-19156.14138,1353.902399,-17802.23898,
-22.42065667,-9.122033137,-26.37055587,1.08E+08,-2.88E+08,-1.86E+08,1,1.60E-19,7.54E-08,3.34E-27,-19148.66887,1346.429888,-17802.23898,
-22.40966353,-9.150749211,-26.38903512,1.11E+08,-2.87E+08,-1.84E+08,1,1.60E-19,7.55E-08,3.34E-27,-19141.45984,1339.220862,-17802.23898,
-22.39837711,-9.179361731,-26.40731358,1.14E+08,-2.86E+08,-1.82E+08,1,1.60E-19,7.56E-08,3.34E-27,-19134.51387,1332.274886,-17802.23898,
-22.38679766,-9.207870373,-26.4253913,1.17E+08,-2.85E+08,-1.80E+08,1,1.60E-19,7.57E-08,3.34E-27,-19127.83052,1325.591539,-17802.23898,
-22.37492545,-9.236274812,-26.44326835,1.20E+08,-2.84E+08,-1.78E+08,1,1.60E-19,7.58E-08,3.34E-27,-19121.40939,1319.170412,-17802.23898,
-22.36276071,-9.264574722,-26.46094478,1.23E+08,-2.82E+08,-1.76E+08,1,1.60E-19,7.59E-08,3.34E-27,-19115.25009,1313.01111,-17802.23898,
-22.35030368,-9.292769778,-26.47842064,1.26E+08,-2.81E+08,-1.74E+08,1,1.60E-19,7.60E-08,3.34E-27,-19109.35223,1307.113251,-17802.23898,
-22.33755462,-9.320859654,-26.49569598,1.29E+08,-2.80E+08,-1.72E+08,1,1.60E-19,7.61E-08,3.34E-27,-19103.71545,1301.476469,-17802.23898,
-22.32451375,-9.34884402,-26.51277083,1.32E+08,-2.79E+08,-1.70E+08,1,1.60E-19,7.62E-08,3.34E-27,-19098.33939,1296.100409,-17802.23898,
-22.31118132,-9.376722551,-26.52964523,1.35E+08,-2.78E+08,-1.68E+08,1,1.60E-19,7.63E-08,3.34E-27,-19093.22371,1290.984729,-17802.23898,
-22.29755755,-9.404494918,-26.54631923,1.38E+08,-2.77E+08,-1.66E+08,1,1.60E-19,7.64E-08,3.34E-27,-19088.36808,1286.129103,-17802.23898,
-22.28364268,-9.43216079,-26.56279285,1.41E+08,-2.76E+08,-1.64E+08,1,1.60E-19,7.65E-08,3.34E-27,-19083.7722,1281.533214,-17802.23898,
-22.26943693,-9.459719839,-26.57906612,1.44E+08,-2.75E+08,-1.62E+08,1,1.60E-19,7.66E-08,3.34E-27,-19079.43574,1277.196763,-17802.23898,
-22.25494053,-9.487171734,-26.59513908,1.46E+08,-2.74E+08,-1.60E+08,1,1.60E-19,7.67E-08,3.34E-27,-19075.35844,1273.11946,-17802.23898,
-22.24015369,-9.514516144,-26.61101173,1.49E+08,-2.73E+08,-1.58E+08,1,1.60E-19,7.68E-08,3.34E-27,-19071.54001,1269.301032,-17802.23898,
-22.22507663,-9.541752737,-26.6266841,1.52E+08,-2.72E+08,-1.56E+08,1,1.60E-19,7.69E-08,3.34E-27,-19067.9802,1265.741216,-17802.23898,
-22.20970958,-9.56888118,-26.6421562,1.55E+08,-2.71E+08,-1.54E+08,1,1.60E-19,7.70E-08,3.34E-27,-19064.67875,1262.439763,-17802.23898,
-22.19405273,-9.59590114,-26.65742805,1.58E+08,-2.70E+08,-1.52E+08,1,1.60E-19,7.71E-08,3.34E-27,-19061.63542,1259.396439,-17802.23898,
-22.1781063,-9.622812282,-26.67249965,1.61E+08,-2.69E+08,-1.50E+08,1,1.60E-19,7.72E-08,3.34E-27,-19058.85,1256.611021,-17802.23898,
-22.1618705,-9.649614272,-26.687371,1.64E+08,-2.67E+08,-1.48E+08,1,1.60E-19,7.73E-08,3.34E-27,-19056.32228,1254.083299,-17802.23898,
-22.14534552,-9.676306774,-26.70204212,1.67E+08,-2.66E+08,-1.46E+08,1,1.60E-19,7.74E-08,3.34E-27,-19054.05206,1251.813077,-17802.23898,
-22.12853158,-9.702889451,-26.71651299,1.70E+08,-2.65E+08,-1.44E+08,1,1.60E-19,7.75E-08,3.34E-27,-19052.03915,1249.800171,-17802.23898,
-22.11142886,-9.729361965,-26.73078361,1.72E+08,-2.64E+08,-1.42E+08,1,1.60E-19,7.76E-08,3.34E-27,-19050.28339,1248.044411,-17802.23898,
-22.09403757,-9.755723979,-26.74485398,1.75E+08,-2.63E+08,-1.40E+08,1,1.60E-19,7.77E-08,3.34E-27,-19048.78462,1246.54564,-17802.23898,
-22.07635789,-9.781975152,-26.75872407,1.78E+08,-2.62E+08,-1.38E+08,1,1.60E-19,7.78E-08,3.34E-27,-19047.54269,1245.303712,-17802.23898,
-22.05839001,-9.808115145,-26.77239387,1.81E+08,-2.61E+08,-1.36E+08,1,1.60E-19,7.79E-08,3.34E-27,-19046.55748,1244.318496,-17802.23898,
-22.04013412,-9.834143617,-26.78586337,1.84E+08,-2.60E+08,-1.34E+08,1,1.60E-19,7.80E-08,3.34E-27,-19045.82885,1243.589873,-17802.23898,
-22.02159041,-9.860060225,-26.79913254,1.87E+08,-2.59E+08,-1.32E+08,1,1.60E-19,7.81E-08,3.34E-27,-19045.35672,1243.117738,-17802.23898,
-22.00275905,-9.885864626,-26.81220135,1.90E+08,-2.57E+08,-1.30E+08,1,1.60E-19,7.82E-08,3.34E-27,-19045.14098,1242.901996,-17802.23898,
-21.98364022,-9.911556477,-26.82506978,1.93E+08,-2.56E+08,-1.28E+08,1,1.60E-19,7.83E-08,3.34E-27,-19045.18155,1242.942569,-17802.23898,
-21.9642341,-9.937135433,-26.83773779,1.95E+08,-2.55E+08,-1.26E+08,1,1.60E-19,7.84E-08,3.34E-27,-19045.47837,1243.239389,-17802.23898,
-21.94454086,-9.962601147,-26.85020534,1.98E+08,-2.54E+08,-1.24E+08,1,1.60E-19,7.85E-08,3.34E-27,-19046.03138,1243.7924,-17802.23898,
-21.92456067,-9.987953272,-26.8624724,2.01E+08,-2.53E+08,-1.22E+08,1,1.60E-19,7.86E-08,3.34E-27,-19046.84054,1244.601562,-17802.23898,
-21.9042937,-10.01319146,-26.87453892,2.04E+08,-2.52E+08,-1.20E+08,1,1.60E-19,7.87E-08,3.34E-27,-19047.90583,1245.666846,-17802.23898,
-21.88374011,-10.03831536,-26.88640486,2.07E+08,-2.51E+08,-1.18E+08,1,1.60E-19,7.88E-08,3.34E-27,-19049.22722,1246.988235,-17802.23898,
-21.86290007,-10.06332463,-26.89807015,2.10E+08,-2.50E+08,-1.16E+08,1,1.60E-19,7.89E-08,3.34E-27,-19050.80471,1248.565726,-17802.23898,
-21.84177373,-10.08821891,-26.90953476,2.13E+08,-2.48E+08,-1.14E+08,1,1.60E-19,7.90E-08,3.34E-27,-19052.63831,1250.399329,-17802.23898,
-21.82036125,-10.11299785,-26.92079862,2.16E+08,-2.47E+08,-1.12E+08,1,1.60E-19,7.91E-08,3.34E-27,-19054.72805,1252.489066,-17802.23898,
-21.79866278,-10.13766109,-26.93186167,2.18E+08,-2.46E+08,-1.10E+08,1,1.60E-19,7.92E-08,3.34E-27,-19057.07396,1254.834973,-17802.23898,
-21.77667848,-10.16220829,-26.94272385,2.21E+08,-2.45E+08,-1.08E+08,1,1.60E-19,7.93E-08,3.34E-27,-19059.67608,1257.437098,-17802.23898,
-21.75440848,-10.18663908,-26.95338508,2.24E+08,-2.44E+08,-1.06E+08,1,1.60E-19,7.94E-08,3.34E-27,-19062.53448,1260.295501,-17802.23898,
-21.73185295,-10.21095312,-26.96384531,2.27E+08,-2.43E+08,-1.04E+08,1,1.60E-19,7.95E-08,3.34E-27,-19065.64924,1263.410257,-17802.23898,
-21.70901202,-10.23515003,-26.97410445,2.30E+08,-2.41E+08,-1.02E+08,1,1.60E-19,7.96E-08,3.34E-27,-19069.02043,1266.781451,-17802.23898,
-21.68588583,-10.25922946,-26.98416242,2.33E+08,-2.40E+08,-9.96E+07,1,1.60E-19,7.97E-08,3.34E-27,-19072.64817,1270.409184,-17802.23898,
-21.66247452,-10.28319105,-26.99401914,2.36E+08,-2.39E+08,-9.76E+07,1,1.60E-19,7.98E-08,3.34E-27,-19076.53255,1274.293568,-17802.23898,
-21.63877823,-10.30703444,-27.00367454,2.38E+08,-2.38E+08,-9.55E+07,1,1.60E-19,7.99E-08,3.34E-27,-19080.67371,1278.434727,-17802.23898,
-21.61479708,-10.33075926,-27.01312851,2.41E+08,-2.37E+08,-9.35E+07,1,1.60E-19,8.00E-08,3.34E-27,-19085.07178,1282.8328,-17802.23898,
-21.59053121,-10.35436515,-27.02238096,2.44E+08,-2.35E+08,-9.15E+07,1,1.60E-19,8.01E-08,3.34E-27,-19089.72692,1287.487939,-17802.23898,
-21.56598074,-10.37785175,-27.03143181,2.47E+08,-2.34E+08,-8.95E+07,1,1.60E-19,8.02E-08,3.34E-27,-19094.63929,1292.400306,-17802.23898,
-21.54114581,-10.40121868,-27.04028095,2.50E+08,-2.33E+08,-8.75E+07,1,1.60E-19,8.03E-08,3.34E-27,-19099.80906,1297.570079,-17802.23898,
-21.51602653,-10.42446557,-27.04892828,2.53E+08,-2.32E+08,-8.55E+07,1,1.60E-19,8.04E-08,3.34E-27,-19105.23643,1302.997447,-17802.23898,
-21.49062301,-10.44759207,-27.05737368,2.55E+08,-2.31E+08,-8.34E+07,1,1.60E-19,8.05E-08,3.34E-27,-19110.9216,1308.682614,-17802.23898,
-21.46493539,-10.47059778,-27.06561706,2.58E+08,-2.29E+08,-8.14E+07,1,1.60E-19,8.06E-08,3.34E-27,-19116.86478,1314.625796,-17802.23898,
-21.43896377,-10.49348236,-27.07365829,2.61E+08,-2.28E+08,-7.94E+07,1,1.60E-19,8.07E-08,3.34E-27,-19123.0662,1320.82722,-17802.23898,
-21.41270826,-10.5162454,-27.08149727,2.64E+08,-2.27E+08,-7.74E+07,1,1.60E-19,8.08E-08,3.34E-27,-19129.52611,1327.28713,-17802.23898,
-21.38616898,-10.53888655,-27.08913386,2.67E+08,-2.26E+08,-7.54E+07,1,1.60E-19,8.09E-08,3.34E-27,-19136.24476,1334.00578,-17802.23898,
-21.35934604,-10.56140543,-27.09656795,2.70E+08,-2.25E+08,-7.33E+07,1,1.60E-19,8.10E-08,3.34E-27,-19143.22242,1340.983438,-17802.23898,
-21.33223952,-10.58380165,-27.1037994,2.72E+08,-2.23E+08,-7.13E+07,1,1.60E-19,8.11E-08,3.34E-27,-19150.45937,1348.220386,-17802.23898,
-21.30484955,-10.60607483,-27.11082809,2.75E+08,-2.22E+08,-6.93E+07,1,1.60E-19,8.12E-08,3.34E-27,-19157.9559,1355.716918,-17802.23898,
-21.27717621,-10.6282246,-27.11765388,2.78E+08,-2.21E+08,-6.72E+07,1,1.60E-19,8.13E-08,3.34E-27,-19165.71232,1363.473342,-17802.23898,
-21.2492196,-10.65025057,-27.12427662,2.81E+08,-2.20E+08,-6.52E+07,1,1.60E-19,8.14E-08,3.34E-27,-19173.72896,1371.489979,-17802.23898,
-21.22097983,-10.67215235,-27.13069618,2.84E+08,-2.18E+08,-6.32E+07,1,1.60E-19,8.15E-08,3.34E-27,-19182.00614,1379.767163,-17802.23898,
-21.19245697,-10.69392956,-27.13691242,2.87E+08,-2.17E+08,-6.11E+07,1,1.60E-19,8.16E-08,3.34E-27,-19190.54422,1388.305242,-17802.23898,
-21.16365113,-10.71558181,-27.14292517,2.89E+08,-2.16E+08,-5.91E+07,1,1.60E-19,8.17E-08,3.34E-27,-19199.34356,1397.104577,-17802.23898,
-21.13456238,-10.7371087,-27.14873429,2.92E+08,-2.15E+08,-5.71E+07,1,1.60E-19,8.18E-08,3.34E-27,-19208.40452,1406.165542,-17802.23898,
-21.10519081,-10.75850986,-27.15433962,2.95E+08,-2.13E+08,-5.50E+07,1,1.60E-19,8.19E-08,3.34E-27,-19217.72751,1415.488525,-17802.23898,
