energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,54.18738,0.008545333,54.1959253
1.03125e-05,53.36351,0.008414862,53.3719249
1.0625e-05,52.57632,0.008290191,52.5846102
1.09375e-05,51.82315,0.008170901,51.8313209
1.125e-05,51.10164,0.008056617,51.1096966
1.15625e-05,50.40963,0.007946998,50.417577
1.1874999999999999e-05,49.74515,0.007841735,49.7529917
1.21875e-05,49.10645,0.007740547,49.1141905
1.25e-05,48.49188,0.007643178,48.4995232
1.28125e-05,47.89998,0.007549393,47.9075294
1.3125e-05,47.32938,0.007458978,47.336839
1.34375e-05,46.77885,0.007371736,46.7862217
1.3749999999999999e-05,46.24722,0.007287484,46.2545075
1.4375e-05,45.23655,0.0071273,45.2436773
1.5e-05,44.28985,0.006977235,44.2968272
1.546246e-05,43.62669,0.006872103,43.6335621
1.5924920000000002e-05,42.99269,0.006771585,42.9994616
1.638738e-05,42.38579,0.006675353,42.3924654
1.684983e-05,41.80413,0.006583112,41.8107131
1.6875e-05,41.77316,0.006578201,41.7797382
1.695313e-05,41.67747,0.006563025,41.684033
1.703125e-05,41.58245,0.006547956,41.588998
1.7187499999999998e-05,41.39435,0.006518125,41.4008681
1.7500000000000002e-05,41.02575,0.006459665,41.0322097
1.8125e-05,40.31744,0.006347315,40.3237873
1.875e-05,39.64493,0.006240629,39.6511706
1.9375e-05,39.00531,0.006139149,39.0114492
1.9999999999999998e-05,38.396,0.006042463,38.4020425
2.083056e-05,37.62923,0.005920775,37.6351508
2.166111e-05,36.90713,0.005806156,36.9129362
2.2491669999999998e-05,36.22551,0.005697944,36.2312079
2.332222e-05,35.58076,0.005595567,35.5863556
2.4152780000000002e-05,34.96966,0.005498516,34.9751585
2.498333e-05,34.38941,0.005406347,34.3948163
2.581389e-05,33.83747,0.005318662,33.8427887
2.6644439999999998e-05,33.31164,0.00523511,33.3168751
2.7499999999999998e-05,32.79517,0.005153031,32.800323
2.84375e-05,32.25632,0.005067379,32.2613874
2.9375000000000003e-05,31.74357,0.004985861,31.7485559
3.0312499999999998e-05,31.25489,0.004908154,31.2597982
3.125e-05,30.78847,0.004833971,30.793304
3.2187499999999996e-05,30.34266,0.004763053,30.3474231
3.3125e-05,29.91599,0.004695168,29.9206852
3.40625e-05,29.50715,0.004630105,29.5117801
3.5000000000000004e-05,29.11492,0.004567673,29.1194877
3.625e-05,28.61591,0.00448823,28.6203982
3.75e-05,28.1422,0.004412792,28.1466128
3.875e-05,27.69171,0.004341034,27.696051
3.9999999999999996e-05,27.26262,0.004272667,27.2668927
4.125e-05,26.8533,0.004207432,26.8575074
4.25e-05,26.46226,0.004145096,26.4664051
4.4375e-05,25.90717,0.004056579,25.9112266
4.625e-05,25.38638,0.0039735,25.3903535
4.8125000000000004e-05,24.89653,0.003895325,24.9004253
5e-05,24.43467,0.00382159,24.4384916
5.15625e-05,24.06932,0.003763242,24.0730832
5.3125e-05,23.72033,0.003707487,23.7240375
5.46875e-05,23.38651,0.003654139,23.3901641
5.625e-05,23.0668,0.00360303,23.070403
5.78125e-05,22.76024,0.003554007,22.763794
5.9375e-05,22.46596,0.003506932,22.4694669
6.0937500000000004e-05,22.18316,0.003461679,22.1866217
6.25e-05,21.91112,0.003418134,21.9145381
6.40625e-05,21.64918,0.003376192,21.6525562
6.562500000000001e-05,21.39674,0.003335758,21.4000758
6.874999999999999e-05,20.91814,0.003259063,20.9213991
7.1875e-05,20.4714,0.003187427,20.4745874
7.5e-05,20.05315,0.003120315,20.0562703
7.75e-05,19.73711,0.003069576,19.7401796
7.999999999999999e-05,19.43616,0.003021233,19.4391812
8.374999999999999e-05,19.01053,0.002952819,19.0134828
8.75e-05,18.61287,0.002888851,18.6157589
9.0625e-05,18.30074,0.002838607,18.3035786
9.375e-05,18.00454,0.002790895,18.0073309
9.6875e-05,17.72297,0.002745512,17.7257155
0.0001,17.45488,0.002702273,17.4575823
0.000103125,17.19924,0.002661014,17.201901
0.00010625,16.95511,0.00262159,16.9577316
0.000109375,16.72167,0.002583867,16.7242539
0.0001125,16.49817,0.002547727,16.5007177
0.000115625,16.28393,0.002513063,16.2864431
0.00011875,16.07833,0.002479776,16.0808098
0.00012187500000000001,15.88083,0.002447777,15.8832778
0.000125,15.69089,0.002416987,15.693307
0.000128125,15.50807,0.002387329,15.5104573
0.00013125000000000002,15.33192,0.002358737,15.3342787
0.00013749999999999998,14.99814,0.002304506,15.0004445
0.00014375,14.68677,0.002253852,14.6890239
0.00015,14.39545,0.002206397,14.3976564
0.0001546246,14.19157,0.002173151,14.1937432
0.0001592492,13.99683,0.002141365,13.9989714
0.00016387379999999998,13.81057,0.002110933,13.8126809
0.0001684983,13.6322,0.002081764,13.6342818
0.00016875,13.62271,0.002080211,13.6247902
0.00016953130000000002,13.59338,0.002075412,13.5954554
0.0001703125,13.56427,0.002070647,13.5663406
0.000171875,13.50664,0.002061213,13.5087012
0.000175,13.39376,0.002042727,13.3958027
0.00018125,13.17703,0.002007199,13.1790372
0.0001875,12.97149,0.001973462,12.9734635
0.00019375,12.77623,0.001941371,12.7781714
0.0002,12.59042,0.001910796,12.5923308
0.0002083056,12.35691,0.001872315,12.3587823
0.0002166111,12.13733,0.001836069,12.1391661
0.0002249167,11.93038,0.00180185,11.9321819
0.00023322219999999998,11.73491,0.001769475,11.7366795
0.0002415278,11.54992,0.001738785,11.5516588
0.0002498333,11.37452,0.001709639,11.3762296
0.0002581389,11.20794,0.00168191,11.2096219
0.00026644440000000004,11.04947,0.001655489,11.0511255
0.00027499999999999996,10.89406,0.001629533,10.8956895
0.000284375,10.73217,0.001602448,10.7337724
0.00029375,10.57838,0.001576669,10.5799567
0.00030312499999999995,10.43206,0.001552096,10.4336121
0.0003125,10.29263,0.001528638,10.2941586
0.000321875,10.15958,0.001506211,10.1610862
0.00033125,10.03247,0.001484744,10.0339547
0.000340625,9.910857,0.00146417,9.91232117
0.00035,9.794384,0.001444427,9.79582843
0.0003625,9.646489,0.001419305,9.64790831
0.000375,9.506396,0.001395449,9.50779145
0.0003875,9.373464,0.001372758,9.37483676
0.0004,9.247123,0.001351138,9.24847414
0.0004125,9.126862,0.001330509,9.12819251
0.000425,9.012227,0.001310797,9.0135378
0.00044374999999999997,8.849935,0.001282805,8.85121781
0.0004625,8.698168,0.001256533,8.69942453
0.00048124999999999996,8.555876,0.001231812,8.55710781
0.0005,8.422149,0.001208495,8.4233575
0.0005156249999999999,8.316677,0.001190044,8.31786704
0.00053125,8.216195,0.001172413,8.21736741
0.000546875,8.120336,0.001155543,8.12149154
0.0005625,8.028773,0.00113938,8.02991238
0.000578125,7.941208,0.001123878,7.94233188
0.0005937500000000001,7.857371,0.001108992,7.85847999
0.000609375,7.777017,0.001094681,7.77811168
0.000625,7.699923,0.001080911,7.70100391
0.0006562499999999999,7.554715,0.001054862,7.55576986
0.0006875,7.420312,0.001030609,7.42134261
0.00071875,7.2955,0.001007955,7.29650796
0.00075,7.179246,0.000986733,7.18023273
0.000775,7.091806,0.0009706876,7.09277669
0.0008,7.008878,0.0009554003,7.0098334
0.0008374999999999999,6.892183,0.0009337659,6.89311677
0.000875,6.783812,0.0009135377,6.78472554
0.00090625,6.699217,0.0008976489,6.70011465
0.0009375,6.619335,0.0008825614,6.62021756
0.00096875,6.543773,0.00086821,6.54464121
