energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,43.76689,35.8085512,79.5754412
1.03125e-05,43.1334,35.2618212,78.3952212
1.0625e-05,42.52857,34.7393912,77.2679612
1.09375e-05,41.95032,34.2395211,76.1898411
1.125e-05,41.39681,33.7606211,75.1574311
1.15625e-05,40.86632,33.3012711,74.1675911
1.1874999999999999e-05,40.35732,32.8601811,73.2175011
1.21875e-05,39.86843,32.4361611,72.3045911
1.25e-05,39.39838,32.0281411,71.4265211
1.28125e-05,38.946,31.635141,70.581141
1.3125e-05,38.51023,31.256261,69.766491
1.34375e-05,38.0901,30.890681,68.980781
1.3749999999999999e-05,37.6847,30.537631,68.222331
1.4375e-05,36.91487,29.866391,66.781261
1.5e-05,36.19485,29.237561,65.432411
1.5625e-05,35.51957,28.646841,64.166411
1.625e-05,34.88467,28.0905409,62.9752109
1.6875e-05,34.28636,27.5654309,61.8517909
1.7500000000000002e-05,33.72131,27.0687209,60.7900309
1.8125e-05,33.1866,26.5979209,59.7845209
1.875e-05,32.67969,26.1508709,58.8305609
1.9375e-05,32.19829,25.7256209,57.9239109
1.9999999999999998e-05,31.74036,25.3204708,57.0608308
2.0937499999999997e-05,31.09362,24.7471008,55.8407208
2.1875e-05,30.49037,24.2110008,54.7013708
2.28125e-05,29.92606,23.7082908,53.6343508
2.3749999999999998e-05,29.39677,23.2356508,52.6324208
2.46875e-05,28.89913,22.7902008,51.6893308
2.5625e-05,28.43018,22.3694207,50.7996007
2.65625e-05,27.98733,21.9711207,49.9584507
2.7499999999999998e-05,27.56833,21.5933707,49.1617007
2.84375e-05,27.17118,21.2344507,48.4056307
2.9375000000000003e-05,26.79408,20.8928607,47.6869407
3.0312499999999998e-05,26.43547,20.5672307,47.0027007
3.125e-05,26.09393,20.2563707,46.3503007
3.2187499999999996e-05,25.76819,19.9592007,45.7273907
3.3125e-05,25.45712,19.6747307,45.1318507
3.40625e-05,25.15967,19.4020906,44.5617606
3.5000000000000004e-05,24.87493,19.1404806,44.0154106
3.59375e-05,24.60205,18.8891706,43.4912206
3.6875e-05,24.34025,18.6475006,42.9877506
3.78125e-05,24.08883,18.4148906,42.5037206
3.875e-05,23.84716,18.1907606,42.0379206
3.9687499999999996e-05,23.61465,17.9746306,41.5892806
4.0625000000000005e-05,23.39075,17.7660206,41.1567706
4.25e-05,22.96685,17.3697006,40.3365506
4.4375e-05,22.57193,16.9987706,39.5707006
4.625e-05,22.20297,16.6506406,38.8536106
4.8125000000000004e-05,21.85738,16.3230505,38.1804305
5e-05,21.53289,16.0140705,37.5469605
5.15625e-05,21.27719,15.7695705,37.0467605
5.3125e-05,21.03377,15.5359305,36.5697005
5.46875e-05,20.80173,15.3123805,36.1141105
5.625e-05,20.58025,15.0982105,35.6784605
5.78125e-05,20.36861,14.8927805,35.2613905
5.9375e-05,20.16613,14.6955205,34.8616505
6.0937500000000004e-05,19.97221,14.5058905,34.4781005
6.25e-05,19.78629,14.3234205,34.1097105
6.40625e-05,19.60788,14.1476705,33.7555505
6.562500000000001e-05,19.4365,13.9782305,33.4147305
6.71875e-05,19.27175,13.8147305,33.0864805
6.874999999999999e-05,19.11321,13.6568505,32.7700605
7.1875e-05,18.81343,13.3566604,32.1700904
7.5e-05,18.53459,13.0754304,31.6100204
7.8125e-05,18.27453,12.8112604,31.0857904
8.125000000000001e-05,18.03136,12.5624704,30.5938304
8.4375e-05,17.80343,12.3276404,30.1310704
8.75e-05,17.58934,12.1055004,29.6948404
9.0625e-05,17.38782,11.8949504,29.2827704
9.375e-05,17.19778,11.6950204,28.8928004
9.6875e-05,17.01826,11.5048504,28.5231104
0.0001,16.84837,11.3236604,28.1720304
0.000103125,16.68737,11.1507704,27.8381404
0.00010625,16.53455,10.9855604,27.5201104
0.000109375,16.3893,10.8274904,27.2167904
0.0001125,16.25107,10.6760504,26.9271204
0.000115625,16.11935,10.5307903,26.6501403
0.00011875,15.99369,10.3913003,26.3849903
0.00012187500000000001,15.87367,10.2572103,26.1308803
0.000125,15.75893,10.1281903,25.8871203
0.000128125,15.64912,10.0039103,25.6530303
0.00013125000000000002,15.54392,9.88409733,25.4280173
0.000134375,15.44306,9.76848932,25.2115493
0.00013749999999999998,15.34627,9.65684632,25.0031163
