energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,23.8373,20.7465049,44.5838049
1.03125e-05,23.47715,20.429749,43.906899
1.0625e-05,23.13306,20.1270679,43.2601279
1.09375e-05,22.80388,19.8374554,42.6413354
1.125e-05,22.48856,19.559996,42.048556
1.15625e-05,22.18616,19.2938548,41.4800148
1.1874999999999999e-05,21.89583,19.0382972,40.9341272
1.21875e-05,21.61678,18.7926291,40.4094091
1.25e-05,21.34831,18.5562368,39.9045468
1.28125e-05,21.08976,18.3285468,39.4183068
1.3125e-05,20.84054,18.1090361,38.9495761
1.34375e-05,20.60011,17.8972217,38.4973317
1.3749999999999999e-05,20.36795,17.692681,38.060631
1.4375e-05,19.92668,17.3037811,37.2304611
1.5e-05,19.51341,16.9394491,36.4528591
1.5625e-05,19.12531,16.5971999,35.7225099
1.625e-05,18.75995,16.2749007,35.0348507
1.6875e-05,18.41519,15.9706702,34.3858602
1.7500000000000002e-05,18.08917,15.6828787,33.7720487
1.8125e-05,17.78027,15.4101176,33.1903876
1.875e-05,17.48704,15.1511092,32.6381492
1.9375e-05,17.2082,14.9047268,32.1129268
1.9999999999999998e-05,16.94262,14.6699945,31.6126145
2.0937499999999997e-05,16.56693,14.3377958,30.9047258
2.1875e-05,16.21583,14.027197,30.243027
2.28125e-05,15.88676,13.7359446,29.6227046
2.3749999999999998e-05,15.57753,13.4621071,29.0396371
2.46875e-05,15.28622,13.2040243,28.4902443
2.5625e-05,15.01118,12.9602375,27.9714175
2.65625e-05,14.75096,12.7294791,27.4804391
2.7499999999999998e-05,14.50428,12.5106122,27.0148922
2.84375e-05,14.27001,12.3026711,26.5726811
2.9375000000000003e-05,14.04716,12.1047603,26.1519203
3.0312499999999998e-05,13.83483,11.9160952,25.7509252
3.125e-05,13.63223,11.7359916,25.3682216
3.2187499999999996e-05,13.43864,11.5638157,25.0024557
3.3125e-05,13.25342,11.3990041,24.6524241
3.40625e-05,13.07598,11.2410437,24.3170237
3.5000000000000004e-05,12.9058,11.0894717,23.9952717
3.59375e-05,12.74241,10.9438757,23.6862857
3.6875e-05,12.58536,10.8038633,23.3892233
3.78125e-05,12.43426,10.6690924,23.1033524
3.875e-05,12.28875,10.5392411,22.8279911
3.9687499999999996e-05,12.14849,10.4140177,22.5625077
4.0625000000000005e-05,12.01318,10.2931505,22.3063305
4.25e-05,11.75631,10.063539,21.819849
4.4375e-05,11.51613,9.84862996,21.36476
4.625e-05,11.29091,9.6469304,20.9378404
