energy (eV),count,cdf,cos
9.999999999999999e-06,3,[0.5 0.5 0.5][0.  0.5 1. ],[-1.  0.  1.]
0.0001,3,[0.5 0.5 0.5][0.  0.5 1. ],[-1.  0.  1.]
0.001,3,[0.5 0.5 0.5][0.  0.5 1. ],[-1.  0.  1.]
0.025300000000000003,3,[0.5 0.5 0.5][0.  0.5 1. ],[-1.  0.  1.]
0.09999999999999999,3,[0.4999999 0.5       0.5000001][0.  0.5 1. ],[-1.  0.  1.]
1.0,3,[0.4999995 0.5       0.5000005][0.        0.4999998 1.       ],[-1.  0.  1.]
10.0,3,[0.4999951 0.5       0.5000049][0.        0.4999976 1.       ],[-1.  0.  1.]
100.0,3,[0.4999511 0.5       0.5000489][0.        0.4999756 1.       ],[-1.  0.  1.]
1000.0,3,[0.499507  0.5       0.5004931][0.        0.4997535 1.       ],[-1.  0.  1.]
2000.0,3,[0.499005  0.4999998 0.5009953][0.        0.4995024 1.       ],[-1.  0.  1.]
4000.0,3,[0.4979775 0.4999993 0.5020239][0.        0.4989884 1.       ],[-1.  0.  1.]
6000.0,3,[0.4969231 0.4999984 0.50308  ][0.        0.4984608 1.       ],[-1.  0.  1.]
8000.0,3,[0.4958472 0.4999972 0.5041584][0.        0.4979222 1.       ],[-1.  0.  1.]
10000.0,3,[0.494754  0.4999957 0.5052546][0.        0.4973749 1.       ],[-1.  0.  1.]
20000.0,3,[0.489153  0.4999836 0.5108799][0.        0.4945683 1.       ],[-1.  0.  1.]
40000.0,3,[0.4781087 0.4999462 0.5219989][0.        0.4890275 1.       ],[-1.  0.  1.]
60000.01,3,[0.468032  0.4999099 0.5321483][0.       0.483971 1.      ],[-1.  0.  1.]
80000.01,3,[0.4591196 0.4998933 0.5410938][0.        0.4795065 1.       ],[-1.  0.  1.]
100000.0,3,[0.4512897 0.4999109 0.5488885][0.        0.4756003 1.       ],[-1.  0.  1.]
120000.0,3,[0.4443925 0.4999744 0.5556586][0.        0.4721835 1.       ],[-1.  0.  1.]
140000.0,3,[0.4382732 0.5000949 0.561537 ][0.        0.4691841 1.       ],[-1.  0.  1.]
160000.0,3,[0.4327973 0.5002839 0.5666349][0.        0.4665406 1.       ],[-1.  0.  1.]
180000.0,3,[0.4278408 0.5005548 0.5710495][0.        0.4641978 1.       ],[-1.  0.  1.]
200000.0,3,[0.4233016 0.5009247 0.574849 ][0.        0.4621132 1.       ],[-1.  0.  1.]
250000.0,4,[0.4129188 0.4968184 0.5628795 0.5815881][0.        0.4264393 0.8569416 1.       ],[-1.     -0.0625  0.75    1.    ]
300000.0,5,[0.4024933 0.4681188 0.5211344 0.5665531 0.5839969][0.        0.2720663 0.5505411 0.8561813 1.       ],[-1.    -0.375  0.188  0.75   1.   ]
350000.1,7,[0.3888727 0.4461867 0.4896146 0.5264841 0.5557974 0.5768295 0.5794737][0.         0.18287802 0.35834074 0.54885925 0.75178707 0.9641546  1.        ],[-1.    -0.562 -0.187  0.188  0.563  0.938  1.   ]
400000.10000000003,11,[0.353291  0.4071041 0.4550618 0.4861782 0.512225  0.5329366 0.549808  0.5583241 0.5589349 0.5533704 0.5462806][0.         0.0950494  0.20282012 0.29129673 0.38464744 0.48263135  0.60146256 0.72224897 0.82727128 0.93127179 1.        ],[-1.     -0.75   -0.5    -0.312  -0.125   0.0625  0.282   0.5     0.688   0.875   1.    ]
410000.1,12,[0.3326999 0.3829578 0.4364312 0.4700323 0.5043308 0.5313017 0.5501413  0.5603957 0.5617827 0.5543156 0.5383052 0.5230496][0.         0.06727183 0.15699492 0.22769912 0.31880203 0.41589254  0.51727785 0.62166836 0.72659207 0.83150528 0.93366529 1.        ],[-1.     -0.812  -0.593  -0.437  -0.25   -0.0625  0.125   0.313   0.5   0.688   0.875   1.    ]
420000.1,15,[0.2921235 0.3598996 0.4229832 0.4701277 0.5099763 0.538914  0.5602227  0.572634  0.5785455 0.5778478 0.5705963 0.5569619 0.5314634 0.5047806  0.4731719][0.         0.06129017 0.1344897  0.2045989  0.281047   0.3549938  0.4318235  0.502627   0.5746908  0.6469654  0.7187432  0.7892156  0.8741128  0.9388781  1.        ],[-1.     -0.812  -0.625  -0.468  -0.312  -0.171  -0.0312  0.0938  0.219   0.344   0.469   0.594   0.75    0.875   1.    ]
422000.1,15,[0.2799088 0.3758685 0.4373872 0.486245  0.5230829 0.5523142 0.5726929  0.5831536 0.5860991 0.5815003 0.5695038 0.5504316 0.5247815 0.4932268  0.4566165][0.         0.08197216 0.1523188  0.2243621  0.2950151  0.3708306  0.4495811  0.5218215  0.5948998  0.6678748  0.7398126  0.8098086  0.8770094  0.9406349  1.        ],[-1.    -0.75  -0.577 -0.421 -0.281 -0.14   0.     0.125  0.25   0.375   0.5    0.625  0.75   0.875  1.   ]
424000.1,15,[0.2668593 0.4007375 0.4587824 0.504321  0.538261  0.5648493 0.5833689  0.593351  0.5945758 0.5870719 0.5711168 0.5472366 0.516206  0.4790484  0.4370358][0.        0.1098197 0.1768623 0.2442795 0.3094409 0.3783853 0.4501489  0.5236939 0.5979393 0.6717923 0.7441791 0.8140762 0.8805414 0.9427448  1.       ],[-1.    -0.671 -0.515 -0.375 -0.25  -0.125  0.     0.125  0.25   0.375   0.5    0.625  0.75   0.875  1.   ]
425000.1,15,[0.2608514 0.4142648 0.4647682 0.5071386 0.5427329 0.5704158 0.5893555  0.5990235 0.5991949 0.5899479 0.5716646 0.5450301 0.5110333 0.4709662  0.4264243][0.        0.1242214 0.1822376 0.2429818 0.3085988 0.3781706 0.4506563  0.52493   0.5998187 0.6741401 0.7467409 0.8165343 0.8825383 0.9439133  1.       ],[-1.    -0.632 -0.5   -0.375 -0.25  -0.125  0.     0.125  0.25   0.375   0.5    0.625  0.75   0.875  1.   ]
426000.1,17,[0.2563907 0.3083073 0.4154963 0.4654034 0.5099054 0.5472645 0.5747484  0.5915859 0.6014198 0.6054975 0.6037493 0.5962593 0.583221  0.5578666  0.5243907 0.4759552 0.4159814][0.         0.03529363 0.1257691  0.1808253  0.2417821  0.3078552  0.374054   0.4328372  0.4887295  0.5457563  0.6019863  0.6583867  0.7138223  0.7851403  0.8527814  0.9273072  1.        ],[-1.     -0.875  -0.625  -0.5    -0.375  -0.25   -0.132  -0.0312  0.0625   0.157   0.25    0.344   0.438   0.563   0.688   0.837   1.    ]
