energy (eV), scatter (barn), capture (barn), total (barn)
1856641.0,2.65159,0.00171228219,3.43625033
1857120.0,3.163396,0.0017120092,3.84340006
1857310.0,3.310809,0.0017119012,3.94930005
1857343.0,3.321301,0.0017118822,3.95258193
1857490.0,3.332684,0.0017117992,3.96719975
1857700.0,3.190963,0.0017116792,3.83009983
1858030.0,2.968401,0.0017114922,3.61479954
1858045.0,2.945146,0.0017114832,3.59187463
1858210.0,2.700771,0.0017113892,3.33969964
1858570.0,2.24279,0.00171118421,2.86470043
1859120.0,1.92389,0.00171087221,2.51980042
1859660.0,1.687717,0.00171056421,2.25810011
1860020.0,1.594435,0.00171036021,2.14779991
1860200.0,1.607044,0.00171025721,2.15189981
1860380.0,1.433453,0.00171015522,1.9697997
1860551.0,1.42024,0.00171005822,1.94850311
1860600.0,1.412814,0.00171003022,1.94239998
1860750.0,1.390165,0.00170994422,1.92380049
1861290.0,1.245486,0.00170963722,1.79369969
1861600.0,1.356617,0.00170946122,1.91319961
1861654.0,1.375972,0.00170943022,1.93401248
1861840.0,1.395004,0.00170932422,2.00569977
1862200.0,1.341891,0.00170912023,2.05450027
1862380.0,1.606234,0.00170901723,2.36980007
1862455.0,1.697419,0.00170897523,2.48221702
1862560.0,1.825393,0.00170891523,2.63960036
1862656.0,1.792264,0.00170886023,2.63335991
1862700.0,1.792915,0.00170883523,2.63050028
1862740.0,1.793406,0.00170881223,2.62779986
1863057.0,1.508124,0.00170863223,2.31722568
1863110.0,1.471904,0.00170860223,2.26529955
1863358.0,1.486429,0.00170846123,2.20633151
1863650.0,1.460977,0.00170829524,2.13690024
1863759.0,1.512346,0.00170823324,2.17185228
1863800.0,1.524934,0.00170821024,2.18500036
1863830.0,1.534124,0.00170819224,2.19460014
1864160.0,1.521321,0.00170800524,2.18630505
1864200.0,1.511721,0.00170798224,2.18530003
1864380.0,1.606944,0.00170788024,2.31920033
1864560.0,1.681966,0.00170777724,2.43289963
1864740.0,2.171389,0.00170767524,2.96099992
1864800.0,2.286597,0.00170764124,3.08910039
1864861.0,2.403701,0.00170760624,3.21931166
1864930.0,2.517445,0.00170756724,3.36659992
1865110.0,2.600738,0.00170746424,3.53739971
1865290.0,2.605531,0.00170736225,3.62969941
1865563.0,2.321471,0.00170720725,3.47835826
1865840.0,2.139803,0.00170704925,3.3248001
1865900.0,2.078414,0.00170701525,3.26950006
1866265.0,1.704737,0.00170680725,2.93286386
1866380.0,1.621612,0.00170674225,2.82679979
1866560.0,1.507718,0.00170664025,2.67700069
1867000.0,1.360785,0.00170638926,2.44229944
1867110.0,1.324027,0.00170632726,2.38359938
1867300.0,1.314527,0.00170621926,2.33620027
1867480.0,1.305632,0.00170611626,2.29139987
1867668.0,1.405917,0.00170600926,2.35418406
1868069.0,1.555439,0.00170578126,2.48809983
1868390.0,1.644973,0.00170559926,2.59529955
1868400.0,1.639923,0.00170559326,2.59079984
1868940.0,1.367905,0.00170528627,2.34849984
1869300.0,1.702793,0.00170508127,2.70319993
1869500.0,1.798886,0.00170496727,2.81030002
1869670.0,1.880531,0.00170487127,2.90129992
1870030.0,1.783519,0.00170466627,2.82410072
1870575.0,2.135224,0.00170435628,3.20579841
1870580.0,2.13783,0.00170435328,3.2092994
1871130.0,2.792128,0.00170404028,3.96209909
1871490.0,3.259355,0.00170383528,4.49379988
1871860.0,3.53869,0.00170362529,4.83939967
1872000.0,3.530717,0.00170354529,4.85650059
1872410.0,3.507488,0.00170331229,4.90669936
1873082.0,2.845349,0.00170293029,4.36491198
1873100.0,2.833597,0.00170292029,4.35039997
1873320.0,2.689936,0.00170279529,4.17299984
1873510.0,2.502974,0.0017026873,3.95689974
1873870.0,1.975483,0.0017024823,3.37419953
1874060.0,1.777821,0.0017023743,3.14739942
1874184.0,1.696132,0.0017023033,3.04669435
1874200.0,1.680789,0.0017022943,3.03369934
1874240.0,1.642519,0.0017022713,3.00130032
1874420.0,1.700601,0.0017021693,3.08580022
1874610.0,1.833515,0.0017020613,3.24659911
1874790.0,2.180398,0.0017019583,3.61990001
1874970.0,2.77778,0.0017018563,4.24369991
1875160.0,3.120594,0.00170174831,4.6143998
1875340.0,3.419276,0.00170164631,4.9394997
1875530.0,3.400991,0.00170153831,4.94910059
1875588.0,3.367957,0.00170150531,4.92457855
1875710.0,3.316387,0.00170143531,4.87299948
1876000.0,2.931008,0.00170127031,4.48759932
1876260.0,2.585427,0.00170112231,4.14200017
1876440.0,2.39924,0.00170102031,3.95580007
1876630.0,2.281154,0.00170091231,3.83769996
1876810.0,2.409467,0.00170080931,3.96599986
1876990.0,2.64188,0.00170070732,4.19839976
1877360.0,3.325307,0.00170049732,4.88179955
1877392.0,3.319549,0.00170047832,4.87603953
1877400.0,3.319535,0.00170047432,4.87460052
1877550.0,3.319056,0.00170038932,4.84740044
1877730.0,2.975421,0.00170028632,4.47169934
1877910.0,2.706487,0.00170018432,4.17070023
1878100.0,2.473234,0.00170007632,3.90360013
1878470.0,2.709147,0.00169986532,4.07360091
1878830.0,3.072478,0.00169966033,4.37280071
1879020.0,3.132725,0.00169955233,4.3992006
1879117.0,3.123761,0.00169949733,4.37295655
1879200.0,3.11609,0.00169945033,4.3504995
1879598.0,2.92735,0.00169922433,4.09085927
1879750.0,2.811408,0.00169913733,3.99170019
1880120.0,2.704055,0.00169892733,3.92519998
1880300.0,2.760881,0.00169882434,4.00189987
1880310.0,2.767077,0.00169881934,4.00919987
1880490.0,3.006902,0.00169871634,4.26889977
1880700.0,3.244716,0.00169859734,4.52990065
1880860.0,3.42585,0.00169850634,4.72870056
1881001.0,3.369207,0.00169842634,4.68762548
1881700.0,3.411795,0.00169802834,4.48400008
1881970.0,3.428299,0.00169787435,4.40539952
1882330.0,3.368105,0.00169767035,4.21840012
1882505.0,3.254933,0.00169757035,4.04358662
1882800.0,3.099953,0.00169740235,3.74889995
1882890.0,3.054075,0.00169735135,3.6603996
1883200.0,2.920686,0.00169717535,3.38020032
1883207.0,2.917677,0.00169717135,3.37387622
1883440.0,2.721566,0.00169703836,3.16340009
1883810.0,2.602378,0.00169682836,3.02140048
1884300.0,2.306288,0.00169654936,2.6951005
1884309.0,2.300658,0.00169654436,2.68891559
1884370.0,2.2638,0.00169650936,2.64699966
1884600.0,2.174071,0.00169637936,2.53819963
1884610.0,2.170171,0.00169637336,2.53347042
1885110.0,1.893016,0.00169608837,2.29700014
1885290.0,1.818969,0.00169598637,2.23759954
1885660.0,1.812263,0.00169577637,2.26100023
1885700.0,1.823008,0.00169575337,2.275
1885713.0,1.826518,0.00169574537,2.27956779
1885850.0,1.847828,0.00169566837,2.32770052
1886030.0,2.006886,0.00169556537,2.52200001
1886400.0,2.242645,0.00169535537,2.8301999
1886590.0,2.304146,0.00169524737,2.9289003
1886770.0,2.608304,0.00169514438,3.26829979
1886815.0,2.703846,0.00169511938,3.37265217
1886960.0,3.02029,0.00169503638,3.70889979
1887140.0,3.635507,0.00169493438,4.34870048
1887500.0,4.599039,0.00169472938,5.36139998
1887510.0,4.622573,0.00169472338,5.38629977
1887517.0,4.61556,0.00169471938,5.38024277
1887700.0,4.46618,0.00169461538,5.22190026
1887880.0,4.256395,0.00169451338,5.00329966
1887918.0,4.17279,0.00169449138,4.91783354
1888440.0,3.100946,0.00169419439,3.74379954
1888810.0,2.60848,0.00169398439,3.17890003
1889000.0,2.463676,0.00169387639,2.99690043
1889322.0,2.218201,0.00169369339,2.68838874
1889370.0,2.173551,0.00169366539,2.64240032
1889740.0,2.142568,0.00169345539,2.60110011
1890100.0,2.269106,0.0016932504,2.7175997
1890110.0,2.273185,0.0016932444,2.72139979
1890424.0,1.832751,0.0016930664,2.27221012
1890480.0,1.758737,0.0016930344,2.19210048
1890500.0,1.737714,0.0016930234,2.16890047
1890670.0,1.543618,0.0016929264,1.95629978
1891200.0,1.380909,0.0016926244,1.73589977
1891220.0,1.374786,0.0016926134,1.72759976
1891226.0,1.374164,0.0016926104,1.72632466
1891600.0,1.278778,0.0016923974,1.64680045
1891780.0,1.232944,0.00169229541,1.60860045
1891928.0,1.2713,0.00169221041,1.65323326
1891970.0,1.279954,0.00169218641,1.66589964
1892150.0,1.219558,0.00169208441,1.62269973
1892529.0,1.039231,0.00169186941,1.47857992
1892530.0,1.038756,0.00169186841,1.47820022
1892630.0,1.0214,0.00169181141,1.47037686
1892700.0,0.9894173,0.00169177141,1.46490002
1892710.0,0.9848307,0.00169176641,1.46410002
1892900.0,1.123586,0.00169165741,1.67479981
1893031.0,1.228633,0.00169158341,1.82945063
1893270.0,1.352148,0.00169144741,2.1116002
1893331.0,1.293829,0.00169141242,2.09376946
1893400.0,1.299313,0.00169137342,2.07359962
1893830.0,1.333785,0.00169112842,1.94819988
1894133.0,1.219405,0.00169095642,1.72116601
