energy (eV), scatter (barn), absorb (barn), total (barn)
9.999999999999999e-06,16.90181,113.339,130.24081
1.03125e-05,16.64737,111.6085,128.25587
1.0625e-05,16.4043,109.955,126.3593
1.09375e-05,16.17177,108.3728,124.54457
1.125e-05,15.94904,106.857,122.80604
1.15625e-05,15.73546,105.4031,121.13856
1.1874999999999999e-05,15.53041,104.007,119.53741
1.21875e-05,15.33333,102.6649,117.99823
1.25e-05,15.14374,101.3735,116.51724
1.28125e-05,14.96117,100.1296,115.09077
1.3125e-05,14.78519,98.93036,113.71555
1.34375e-05,14.61543,97.77324,112.38867
1.3749999999999999e-05,14.45152,96.6558,111.10732
1.4375e-05,14.13999,94.53123,108.67122
1.5e-05,13.84827,92.54088,106.38915
1.5625e-05,13.57435,90.67117,104.24552
1.625e-05,13.3165,88.9104,102.2269
1.6875e-05,13.07323,87.24838,100.32161
1.7500000000000002e-05,12.8432,85.67621,98.51941
1.8125e-05,12.62527,84.18608,96.81135
1.875e-05,12.41842,82.77108,95.1895
1.9375e-05,12.22174,81.42512,93.64686
1.9999999999999998e-05,12.03444,80.14276,92.1772
2.0937499999999997e-05,11.76952,78.32797,90.09749
2.1875e-05,11.52198,76.63113,88.15311
2.28125e-05,11.29002,75.04,86.33002
2.3749999999999998e-05,11.07207,73.54404,84.61611
2.46875e-05,10.86679,72.13412,83.00091
2.5625e-05,10.673,70.8023,81.4753
2.65625e-05,10.48969,69.54162,80.03131
2.7499999999999998e-05,10.31594,68.34598,78.66192
2.84375e-05,10.15097,67.20995,77.36092
2.9375000000000003e-05,9.994062,66.12876,76.122822
3.0312499999999998e-05,9.844587,65.09812,74.942707
3.125e-05,9.701982,64.11421,73.816192
3.2187499999999996e-05,9.565743,63.17361,72.739353
3.3125e-05,9.435413,62.27322,71.708633
3.40625e-05,9.310583,61.41027,70.720853
3.5000000000000004e-05,9.19088,60.58223,69.77311
3.59375e-05,9.075967,59.78681,68.862777
3.6875e-05,8.965536,59.02191,67.987446
3.78125e-05,8.859306,58.28564,67.144946
3.875e-05,8.757021,57.57626,66.333281
3.9687499999999996e-05,8.658446,56.89216,65.550606
4.0625000000000005e-05,8.563365,56.23188,64.795245
4.25e-05,8.382903,54.97748,63.360383
4.4375e-05,8.214222,53.80345,62.017672
4.625e-05,8.056108,52.70156,60.757668
4.8125000000000004e-05,7.907518,51.6647,59.572218
5e-05,7.767547,50.68674,58.454287
5.15625e-05,7.656916,49.91285,57.569766
