energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,702.4899,269.3622,971.8521
1.033447e-05,691.1362,264.9766,956.1128
1.0668940000000002e-05,680.3225,260.7989,941.1214
1.100341e-05,670.0076,256.8135,926.8211
1.133787e-05,660.154,253.0059,913.1599
1.1672340000000001e-05,650.7283,249.3631,900.0914
1.20068e-05,641.7009,245.8739,887.5748
1.2341270000000001e-05,633.0441,242.5275,875.5716
1.267573e-05,624.7338,239.3147,864.0485
1.314397e-05,613.6388,235.0246,848.6634
1.361221e-05,603.1236,230.9581,834.0817
1.408045e-05,593.1396,227.0963,820.2359
1.4548690000000001e-05,583.6436,223.4226,807.0662
1.5016929999999999e-05,574.5973,219.9223,794.5196
1.548517e-05,565.9663,216.5822,782.5485
1.5953410000000003e-05,557.72,213.3903,771.1103
1.642165e-05,549.8307,210.3361,760.1668
1.686895e-05,542.6046,207.5382,750.1428
1.7316239999999998e-05,535.6619,204.8496,740.5115
1.776354e-05,528.9844,202.2633,731.2477
1.8210829999999997e-05,522.5559,199.773,722.3289
1.865813e-05,516.3612,197.3728,713.734
1.9105420000000003e-05,510.3866,195.0576,705.4442
1.9999999999999998e-05,499.0481,190.6628,689.7109
2.0636539999999997e-05,491.4359,187.7114,679.1473
2.127308e-05,484.1701,184.8937,669.0638
2.190962e-05,477.2253,182.1999,659.4252
2.254615e-05,470.5789,179.6211,650.2
2.318269e-05,464.2099,177.1495,641.3594
2.381923e-05,458.0997,174.7777,632.8774
2.445577e-05,452.2314,172.4993,624.7307
2.50923e-05,446.5896,170.3084,616.898
2.595657e-05,439.2666,167.4637,606.7303
2.6820829999999998e-05,432.3034,164.758,597.0614
2.768509e-05,425.6714,162.1802,587.8516
2.854935e-05,419.3456,159.7205,579.0661
2.941362e-05,413.3029,157.3703,570.6732
3.0277880000000002e-05,407.5233,155.1216,562.6449
3.1142140000000004e-05,401.9881,152.9674,554.9555
3.20064e-05,396.6809,150.9012,547.5821
3.300157e-05,390.8324,148.6235,539.4559
3.399673e-05,385.2453,146.4469,531.6922
3.499189e-05,379.9007,144.364,524.2647
3.598705e-05,374.7817,142.3682,517.1499
3.698222e-05,369.873,140.4538,510.3268
3.797738e-05,365.1607,138.6153,503.776
3.897254e-05,360.6322,136.8478,497.48
3.99677e-05,356.2759,135.147,491.4229
4.1221739999999995e-05,351.0153,133.0922,484.1075
4.2475779999999996e-05,345.9924,131.1294,477.1218
4.372982e-05,341.1899,129.2519,470.4418
4.4983850000000005e-05,336.5923,127.4536,464.0459
4.623789e-05,332.1856,125.7292,457.9148
4.749193e-05,327.9571,124.0738,452.0309
4.874597e-05,323.8951,122.4829,446.378
5e-05,319.9893,120.9524,440.9417
5.18104e-05,314.6064,118.842,433.4484
5.36208e-05,309.5028,116.8397,426.3425
5.54312e-05,304.6554,114.9367,419.5921
5.72416e-05,300.0436,113.125,413.1686
5.9051999999999996e-05,295.6492,111.3976,407.0468
6.08624e-05,291.4559,109.7482,401.2041
6.26728e-05,287.4489,108.1709,395.6198
6.44832e-05,283.6151,106.6609,390.276
6.718389999999999e-05,278.1922,104.5232,382.7154
6.98846e-05,273.0931,102.5112,375.6043
7.020303000000001e-05,272.5117,102.2817,374.7934
7.139037e-05,270.3791,101.4395,371.8186
7.257771e-05,268.3003,100.6182,368.9185
7.495239e-05,264.2949,99.03472,363.32962
7.732706999999999e-05,260.4797,97.52513,358.00483
7.970174e-05,256.8402,96.08384,352.92404
8.207642000000001e-05,253.3636,94.70586,348.06946
8.44511e-05,250.0383,93.38672,343.42502
8.682578000000001e-05,246.8538,92.12234,338.97614
8.920045e-05,243.8006,90.90907,334.70967
9.190034000000001e-05,240.4779,89.58748,330.06538
9.460023000000001e-05,237.3024,88.32319,325.62559
9.730011999999999e-05,234.2637,87.1122,321.3759
0.0001,231.3525,85.95087,317.30337
0.00010266359999999999,228.597,84.85061,313.44761
0.00010532710000000001,225.9501,83.79264,309.74274
0.0001079907,223.4046,82.77427,306.17887
0.0001106542,220.9546,81.79316,302.74776
0.0001133178,218.5943,80.84704,299.44134
0.0001159813,216.3186,79.93395,296.25255
0.00012130829999999999,212.0018,78.19944,290.20124
0.000121518,211.8379,78.13352,289.97142
0.0001220499,211.4242,77.96708,289.39128
0.0001225818,211.0132,77.80173,288.81493
0.0001236455,210.1996,77.4743,287.6739
0.000125773,208.6046,76.83199,285.43659
0.0001300279,205.5372,75.59537,281.13257
0.0001342828,202.6224,74.41844,277.04084
0.00013853770000000001,199.8482,73.29656,273.14476
0.0001427926,197.2039,72.22559,269.42949
