energy (eV),count,cdf,cos
9.999999999999999e-06,3,[0.  0.5 1. ],[-1.  0.  1.]
1.9999999999999998e-05,3,[0.  0.5 1. ],[-1.  0.  1.]
5e-05,3,[0.  0.5 1. ],[-1.  0.  1.]
0.0001,3,[0.  0.5 1. ],[-1.  0.  1.]
0.0002,3,[0.  0.5 1. ],[-1.  0.  1.]
0.0005,3,[0.  0.5 1. ],[-1.  0.  1.]
0.001,3,[0.  0.5 1. ],[-1.  0.  1.]
0.002,3,[0.  0.5 1. ],[-1.  0.  1.]
0.005,3,[0.  0.5 1. ],[-1.  0.  1.]
0.01,3,[0.  0.5 1. ],[-1.  0.  1.]
0.025300000000000003,3,[0.  0.5 1. ],[-1.  0.  1.]
0.09999999999999999,3,[0.  0.5 1. ],[-1.  0.  1.]
0.19999999999999998,3,[0.  0.5 1. ],[-1.  0.  1.]
0.5,3,[0.  0.5 1. ],[-1.  0.  1.]
1.0,3,[0.  0.5 1. ],[-1.  0.  1.]
2.0,3,[0.  0.5 1. ],[-1.  0.  1.]
5.0,3,[0.  0.5 1. ],[-1.  0.  1.]
10.0,3,[0.  0.5 1. ],[-1.  0.  1.]
20.0,3,[0.  0.5 1. ],[-1.  0.  1.]
50.0,3,[0.        0.5000001 1.       ],[-1.  0.  1.]
100.0,3,[0.        0.5000001 1.       ],[-1.  0.  1.]
200.0,3,[0.        0.5000002 1.       ],[-1.  0.  1.]
500.0,3,[0.        0.5000005 1.       ],[-1.  0.  1.]
1000.0,3,[0.        0.5000009 1.       ],[-1.  0.  1.]
2000.0,3,[0.        0.5000018 1.       ],[-1.  0.  1.]
3000.0,3,[0.        0.5000026 1.       ],[-1.  0.  1.]
4000.0,3,[0.        0.5000035 1.       ],[-1.  0.  1.]
5000.0,3,[0.        0.5000044 1.       ],[-1.  0.  1.]
6000.0,3,[0.        0.5000052 1.       ],[-1.  0.  1.]
7000.0,3,[0.        0.5000061 1.       ],[-1.  0.  1.]
8000.0,3,[0.        0.5000069 1.       ],[-1.  0.  1.]
9000.0,3,[0.        0.5000078 1.       ],[-1.  0.  1.]
10000.0,3,[0.        0.5000086 1.       ],[-1.  0.  1.]
12000.0,3,[0.        0.5000103 1.       ],[-1.  0.  1.]
14000.0,3,[0.       0.500012 1.      ],[-1.  0.  1.]
16000.0,3,[0.        0.5000137 1.       ],[-1.  0.  1.]
18000.0,3,[0.        0.5000153 1.       ],[-1.  0.  1.]
20000.0,3,[0.       0.500017 1.      ],[-1.  0.  1.]
22000.0,3,[0.        0.5000187 1.       ],[-1.  0.  1.]
24000.0,3,[0.        0.5000203 1.       ],[-1.  0.  1.]
26000.0,3,[0.        0.5000219 1.       ],[-1.  0.  1.]
28000.0,3,[0.        0.5000235 1.       ],[-1.  0.  1.]
30000.0,3,[0.        0.5000252 1.       ],[-1.  0.  1.]
35000.0,3,[0.        0.5000292 1.       ],[-1.  0.  1.]
40000.0,3,[0.        0.5000331 1.       ],[-1.  0.  1.]
45000.0,3,[0.       0.500037 1.      ],[-1.  0.  1.]
50000.0,3,[0.        0.5000408 1.       ],[-1.  0.  1.]
55000.0,3,[0.        0.5000446 1.       ],[-1.  0.  1.]
60000.0,3,[0.        0.5000484 1.       ],[-1.  0.  1.]
65000.0,3,[0.        0.5000521 1.       ],[-1.  0.  1.]
70000.0,3,[0.        0.5000557 1.       ],[-1.  0.  1.]
75000.0,3,[0.        0.5000593 1.       ],[-1.  0.  1.]
80000.0,3,[0.        0.5000629 1.       ],[-1.  0.  1.]
85000.0,3,[0.        0.5000664 1.       ],[-1.  0.  1.]
90000.0,3,[0.        0.5000699 1.       ],[-1.  0.  1.]
95000.0,3,[0.        0.5000733 1.       ],[-1.  0.  1.]
100000.0,3,[0.        0.5000767 1.       ],[-1.  0.  1.]
110000.0,3,[0.        0.5000834 1.       ],[-1.  0.  1.]
120000.0,3,[0.        0.5000899 1.       ],[-1.  0.  1.]
130000.0,3,[0.        0.5000963 1.       ],[-1.  0.  1.]
140000.0,3,[0.        0.5001025 1.       ],[-1.  0.  1.]
150000.0,3,[0.        0.5001087 1.       ],[-1.  0.  1.]
160000.0,3,[0.        0.5001146 1.       ],[-1.  0.  1.]
170000.0,3,[0.        0.5001204 1.       ],[-1.  0.  1.]
180000.0,3,[0.        0.5001262 1.       ],[-1.  0.  1.]
190000.0,3,[0.        0.5001318 1.       ],[-1.  0.  1.]
200000.0,3,[0.        0.5001374 1.       ],[-1.  0.  1.]
220000.0,3,[0.        0.5001481 1.       ],[-1.  0.  1.]
240000.0,3,[0.        0.5001584 1.       ],[-1.  0.  1.]
260000.0,3,[0.        0.5001684 1.       ],[-1.  0.  1.]
280000.0,3,[0.        0.5001781 1.       ],[-1.  0.  1.]
300000.0,3,[0.        0.5001875 1.       ],[-1.  0.  1.]
320000.0,3,[0.        0.5001966 1.       ],[-1.  0.  1.]
340000.0,3,[0.        0.5002054 1.       ],[-1.  0.  1.]
360000.0,3,[0.       0.500214 1.      ],[-1.  0.  1.]
380000.0,3,[0.        0.5002225 1.       ],[-1.  0.  1.]
400000.0,3,[0.        0.5002308 1.       ],[-1.  0.  1.]
420000.0,3,[0.        0.5002388 1.       ],[-1.  0.  1.]
440000.0,3,[0.        0.5002467 1.       ],[-1.  0.  1.]
460000.0,3,[0.        0.5002545 1.       ],[-1.  0.  1.]
480000.0,3,[0.        0.5002622 1.       ],[-1.  0.  1.]
500000.0,3,[0.        0.5002697 1.       ],[-1.  0.  1.]
550000.0,3,[0.        0.5002882 1.       ],[-1.  0.  1.]
600000.0,3,[0.        0.5003061 1.       ],[-1.  0.  1.]
650000.0,3,[0.        0.5003238 1.       ],[-1.  0.  1.]
700000.0,3,[0.        0.5003412 1.       ],[-1.  0.  1.]
750000.0,3,[0.        0.5003586 1.       ],[-1.  0.  1.]
800000.0,3,[0.        0.5003759 1.       ],[-1.  0.  1.]
850000.0,3,[0.        0.5003933 1.       ],[-1.  0.  1.]
900000.0,3,[0.        0.5004109 1.       ],[-1.  0.  1.]
950000.0,3,[0.        0.5004286 1.       ],[-1.  0.  1.]
1000000.0,3,[0.        0.5004465 1.       ],[-1.  0.  1.]
1100000.0,3,[0.        0.5004833 1.       ],[-1.  0.  1.]
1200000.0,3,[0.        0.5005215 1.       ],[-1.  0.  1.]
1300000.0,3,[0.        0.5005612 1.       ],[-1.  0.  1.]
1400000.0,3,[0.        0.5006027 1.       ],[-1.  0.  1.]
1500000.0,3,[0.       0.500646 1.      ],[-1.  0.  1.]
1600000.0,3,[0.        0.5006912 1.       ],[-1.  0.  1.]
1700000.0,3,[0.        0.5007383 1.       ],[-1.  0.  1.]
1800000.0,3,[0.        0.5007874 1.       ],[-1.  0.  1.]
1900000.0,3,[0.        0.5008384 1.       ],[-1.  0.  1.]
2000000.0,3,[0.        0.5008914 1.       ],[-1.  0.  1.]
2200000.0,3,[0.        0.5010033 1.       ],[-1.  0.  1.]
2400000.0,3,[0.        0.5011228 1.       ],[-1.  0.  1.]
2600000.0,3,[0.        0.5012496 1.       ],[-1.  0.  1.]
2800000.0,3,[0.        0.5013835 1.       ],[-1.  0.  1.]
3000000.0,3,[0.        0.5015242 1.       ],[-1.  0.  1.]
3200000.0,3,[0.        0.5016713 1.       ],[-1.  0.  1.]
3400000.0,3,[0.        0.5018243 1.       ],[-1.  0.  1.]
3600000.0,3,[0.        0.5019831 1.       ],[-1.  0.  1.]
3800000.0,3,[0.        0.5021471 1.       ],[-1.  0.  1.]
4000000.0,3,[0.        0.5023161 1.       ],[-1.  0.  1.]
4200000.0,3,[0.        0.5024897 1.       ],[-1.  0.  1.]
4400000.0,3,[0.        0.5026675 1.       ],[-1.  0.  1.]
4600000.0,3,[0.        0.5028492 1.       ],[-1.  0.  1.]
4800000.0,3,[0.        0.5030346 1.       ],[-1.  0.  1.]
5000000.0,3,[0.        0.5032233 1.       ],[-1.  0.  1.]
5200000.0,3,[0.        0.5034148 1.       ],[-1.  0.  1.]
5400000.0,3,[0.        0.5036091 1.       ],[-1.  0.  1.]
5600000.0,3,[0.        0.5038057 1.       ],[-1.  0.  1.]
5800000.0,3,[0.        0.5040045 1.       ],[-1.  0.  1.]
6000000.0,3,[0.       0.504205 1.      ],[-1.  0.  1.]
6200000.0,3,[0.        0.5044071 1.       ],[-1.  0.  1.]
6400000.0,3,[0.        0.5046104 1.       ],[-1.  0.  1.]
6600000.0,3,[0.        0.5048148 1.       ],[-1.  0.  1.]
6800000.0,3,[0.        0.5050199 1.       ],[-1.  0.  1.]
7000000.0,3,[0.        0.5052256 1.       ],[-1.  0.  1.]
7500000.0,3,[0.        0.5057405 1.       ],[-1.  0.  1.]
8000000.0,3,[0.       0.506254 1.      ],[-1.  0.  1.]
8500000.0,3,[0.        0.5067625 1.       ],[-1.  0.  1.]
9000000.0,3,[0.        0.5072633 1.       ],[-1.  0.  1.]
9500000.0,3,[0.        0.5077536 1.       ],[-1.  0.  1.]
10000000.0,3,[0.        0.5082308 1.       ],[-1.  0.  1.]
10500000.0,3,[0.        0.5086928 1.       ],[-1.  0.  1.]
11000000.0,4,[0.        0.4464983 0.9094451 1.       ],[-1.    -0.125  0.813  1.   ]
11500000.0,4,[0.         0.38401574 0.84871999 1.        ],[-1.    -0.25   0.688  1.   ]
12000000.0,4,[0.        0.3212004 0.7878153 1.       ],[-1.    -0.375  0.563  1.   ]
12500000.0,4,[0.        0.2900996 0.7571326 1.       ],[-1.    -0.437  0.5    1.   ]
13000000.0,4,[0.        0.2583647 0.7268929 1.       ],[-1.    -0.5    0.438  1.   ]
13500000.0,4,[0.        0.2587444 0.6655585 1.       ],[-1.    -0.5    0.313  1.   ]
14000000.0,4,[0.        0.2273668 0.5727431 1.       ],[-1.    -0.562  0.125  1.   ]
14500000.0,5,[0.        0.1954195 0.479842  0.8791151 1.       ],[-1.     -0.625  -0.0625  0.75    1.    ]
15000000.0,5,[0.        0.1957586 0.4488905 0.8183298 1.       ],[-1.    -0.625 -0.125  0.625  1.   ]
15500000.0,5,[0.        0.1960801 0.4491472 0.7880643 1.       ],[-1.    -0.625 -0.125  0.563  1.   ]
16000000.0,6,[0.         0.16435762 0.38675564 0.69615277 0.9699919  1.        ],[-1.    -0.687 -0.25   0.375  0.938  1.   ]
16500000.0,6,[0.         0.16467922 0.35586514 0.63488886 0.90934469 1.        ],[-1.    -0.687 -0.312  0.25   0.813  1.   ]
17000000.0,6,[0.        0.1649831 0.3561509 0.6044102 0.8786341 1.       ],[-1.    -0.687 -0.312  0.188  0.75   1.   ]
17500000.0,7,[0.        0.132474  0.293264  0.5117576 0.7568083 0.9698335 1.       ],[-1.    -0.75  -0.437  0.     0.5    0.938  1.   ]
18000000.0,7,[0.        0.1327494 0.2935688 0.4808955 0.726443  0.9390917 1.       ],[-1.     -0.75   -0.437  -0.0625  0.438   0.875   1.    ]
18500000.0,7,[0.        0.1330265 0.2938661 0.4810043 0.6955448 0.90875   1.       ],[-1.     -0.75   -0.437  -0.0625  0.375   0.813   1.    ]
19000000.0,7,[0.        0.1333021 0.2941488 0.4810797 0.6953814 0.87784   1.       ],[-1.     -0.75   -0.437  -0.0625  0.375   0.75    1.    ]
19500000.0,8,[0.        0.1009202 0.2307901 0.3881426 0.5731114 0.7865758 0.938665  1.       ],[-1.    -0.812 -0.562 -0.25   0.125  0.563  0.875  1.   ]
20000000.0,8,[0.        0.1011622 0.2310991 0.3883153 0.5730306 0.7556342 0.908127  1.       ],[-1.    -0.812 -0.562 -0.25   0.125  0.5    0.813  1.   ]
