energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,9.75366,26.6400141,36.3936741
1.03125e-05,9.605986,26.2332812,35.8392672
1.0625e-05,9.464893,25.8446261,35.3095191
1.09375e-05,9.329909,25.4727454,34.8026544
1.125e-05,9.200606,25.116476,34.317082
1.15625e-05,9.076597,24.774755,33.851352
1.1874999999999999e-05,8.957531,24.4465999,33.4041309
1.21875e-05,8.84309,24.1311585,32.9742485
1.25e-05,8.732981,23.8276185,32.5605995
1.28125e-05,8.62694,23.5352481,32.1621881
1.3125e-05,8.524723,23.2533854,31.7781084
1.34375e-05,8.426104,22.9814189,31.4075229
1.3749999999999999e-05,8.33088,22.7187671,31.0496471
1.4375e-05,8.149868,22.219412,30.36928
1.5e-05,7.980334,21.7516002,29.7319342
1.5625e-05,7.821119,21.3121435,29.1332625
1.625e-05,7.671219,20.8982844,28.5695034
1.6875e-05,7.529764,20.5076467,28.0374107
1.7500000000000002e-05,7.395989,20.1381247,27.5341137
1.8125e-05,7.269231,19.7878838,27.0571148
1.875e-05,7.148892,19.4552995,26.6041915
1.9375e-05,7.034455,19.1389481,26.1734031
1.9999999999999998e-05,6.925453,18.8375461,25.7629991
2.0937499999999997e-05,6.771244,18.4109957,25.1822397
2.1875e-05,6.627114,18.0121686,24.6392826
2.28125e-05,6.492015,17.638197,24.130212
2.3749999999999998e-05,6.365046,17.2865845,23.6516305
2.46875e-05,6.245426,16.9551955,23.2006215
2.5625e-05,6.132476,16.6421748,22.7746508
2.65625e-05,6.025602,16.3458683,22.3714703
2.7499999999999998e-05,5.92428,16.0648422,21.9891222
2.84375e-05,5.828047,15.797833,21.62588
2.9375000000000003e-05,5.736495,15.5437079,21.2802029
3.0312499999999998e-05,5.649258,15.3014741,20.9507321
3.125e-05,5.566008,15.0702192,20.6362272
3.2187499999999996e-05,5.486453,14.8491412,20.3355942
3.3125e-05,5.41033,14.6375182,20.0478482
3.40625e-05,5.337399,14.4346983,19.7720973
3.5000000000000004e-05,5.267446,14.24008,19.507526
3.59375e-05,5.200274,14.053122,19.253396
3.6875e-05,5.135706,13.8733429,19.0090489
3.78125e-05,5.073577,13.7003015,18.7738785
3.875e-05,5.013741,13.5335668,18.5473078
3.9687499999999996e-05,4.95606,13.3727777,18.3288377
4.0625000000000005e-05,4.900408,13.2175934,18.1180014
4.25e-05,4.794742,12.9227657,17.7175077
4.4375e-05,4.695923,12.6468277,17.3427507
4.625e-05,4.603247,12.3878444,16.9910914
4.8125000000000004e-05,4.516109,12.1441513,16.6602603
5e-05,4.433983,11.9143046,16.3482876
5.15625e-05,4.369041,11.7324128,16.1014538
5.3125e-05,4.307025,11.5586122,15.8656372
5.46875e-05,4.247724,11.3923114,15.6400354
5.625e-05,4.190947,11.2329889,15.4239359
5.78125e-05,4.136523,11.0801635,15.2166865
5.9375e-05,4.084296,10.933424,15.01772
6.0937500000000004e-05,4.034122,10.7923595,14.8264815
6.25e-05,3.985873,10.6566189,14.6424919
6.40625e-05,3.939429,10.5258715,14.4653005
6.562500000000001e-05,3.894683,10.3998264,14.2945094
6.71875e-05,3.851534,10.2782129,14.1297469
6.874999999999999e-05,3.809892,10.1607604,13.9706524
7.1875e-05,3.730794,9.93744967,13.6682437
7.5e-05,3.656787,9.72824998,13.385037
7.8125e-05,3.587354,9.53173152,13.1190855
8.125000000000001e-05,3.522049,9.34666406,12.8687131
8.4375e-05,3.460486,9.17197477,12.6324608
