energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,45.86399,1.49820701,47.362197
1.03125e-05,45.19998,1.47533301,46.675313
1.0625e-05,44.56602,1.45347501,46.019495
1.09375e-05,43.95991,1.43256001,45.39247
1.125e-05,43.37971,1.41252401,44.792234
1.15625e-05,42.82365,1.39330501,44.216955
1.1874999999999999e-05,42.29012,1.37485001,43.66497
1.21875e-05,41.77767,1.35710901,43.134779
1.25e-05,41.28495,1.34003801,42.624988
1.28125e-05,40.81076,1.32359501,42.134355
1.3125e-05,40.35398,1.30774301,41.661723
1.34375e-05,39.91359,1.29244701,41.206037
1.3749999999999999e-05,39.48864,1.27767601,40.766316
1.4375e-05,38.68168,1.24959101,39.931271
1.5e-05,37.92693,1.22328101,39.150211
1.546246e-05,37.39892,1.20484901,38.603769
1.5924920000000002e-05,36.89468,1.18722601,38.081906
1.638738e-05,36.41252,1.17035401,37.582874
1.684983e-05,35.95091,1.15418201,37.105092
1.6875e-05,35.92635,1.15332101,37.079671
1.695313e-05,35.85046,1.15066001,37.00112
1.703125e-05,35.77512,1.14801801,36.923138
1.7187499999999998e-05,35.62602,1.14278801,36.768808
1.7500000000000002e-05,35.33402,1.13253801,36.466558
1.8125e-05,34.77351,1.11284101,35.886351
1.875e-05,34.24212,1.09413601,35.336256
1.9375e-05,33.73746,1.07634401,34.813804
1.9999999999999998e-05,33.25742,1.05939301,34.316813
2.090512e-05,32.60206,1.03620501,33.638265
2.181024e-05,31.98935,1.01447601,33.003826
2.1875e-05,31.94703,1.01297301,32.960003
2.202405e-05,31.85036,1.00954001,32.8599
2.217309e-05,31.75471,1.00614101,32.760851
2.247118e-05,31.56638,0.999445508,32.5658255
2.306736e-05,31.20113,0.986445507,32.1875755
2.366354e-05,30.85031,0.973940007,31.82425
2.425972e-05,30.51301,0.961898307,31.4749083
2.48559e-05,30.18842,0.950292507,31.1387125
2.545208e-05,29.87578,0.939096907,30.8148769
2.6644439999999998e-05,29.2836,0.917843707,30.2014437
2.7499999999999998e-05,28.88369,0.903453307,29.7871433
2.84375e-05,28.46731,0.888436407,29.3557464
2.9375000000000003e-05,28.07196,0.874144307,28.9461043
3.0312499999999998e-05,27.69598,0.860520506,28.5565005
3.125e-05,27.3379,0.847514406,28.1854144
3.2187499999999996e-05,26.99638,0.835080706,27.8314607
3.3125e-05,26.67023,0.823178806,27.4934088
3.40625e-05,26.35837,0.811771606,27.1701416
3.5000000000000004e-05,26.05982,0.800825806,26.8606458
3.625e-05,25.68095,0.786897406,26.4678474
3.75e-05,25.3223,0.773671306,26.0959713
3.875e-05,24.98219,0.761090406,25.7432804
3.9999999999999996e-05,24.65916,0.749104006,25.408264
4.125e-05,24.35187,0.737666706,25.0895367
4.25e-05,24.05914,0.726737705,24.7858777
4.4375e-05,23.64504,0.711218405,24.3562584
4.625e-05,23.25815,0.696652705,23.9548027
4.8125000000000004e-05,22.89575,0.682946705,23.5786967
5e-05,22.55548,0.670019105,23.2254991
5.2246489999999995e-05,22.17406,0.655456205,22.8295162
5.449298e-05,21.8184,0.641803305,22.4602033
5.673947e-05,21.48585,0.628969505,22.1148195
5.8985960000000005e-05,21.17416,0.616876105,21.7910361
6.074298e-05,20.94363,0.607888905,21.5515189
6.25e-05,20.72379,0.599283405,21.3230734
6.40625e-05,20.53667,0.591930004,21.1286
6.562500000000001e-05,20.35693,0.584840704,20.9417707
6.71875e-05,20.18413,0.578000304,20.7621303
6.874999999999999e-05,20.01785,0.571394404,20.5892444
7.1875e-05,19.70342,0.558834704,20.2622547
7.5e-05,19.41095,0.547068504,19.9580185
7.75e-05,19.19125,0.538172504,19.7294225
7.999999999999999e-05,18.9831,0.529696804,19.5127968
8.36204e-05,18.70034,0.518103204,19.2184432
8.724079e-05,18.43751,0.507239004,18.944749
8.75e-05,18.4194,0.506487104,18.9258871
8.828125000000001e-05,18.36536,0.504241004,18.869601
8.906249999999999e-05,18.31213,0.502024604,18.8141546
9.0625e-05,18.208,0.497678004,18.705678
9.375e-05,18.00864,0.489313104,18.4979531
9.6875e-05,17.8203,0.481356304,18.3016563
0.0001,17.64207,0.473775404,18.1158454
0.0001044935,17.40192,0.463476703,17.8653967
0.0001089869,17.17894,0.453821903,17.6327619
0.0001134803,16.97132,0.444746303,17.4160663
0.0001179737,16.77751,0.436194303,17.2137043
0.0001214869,16.63472,0.429841103,17.0645611
0.000125,16.49899,0.423757803,16.9227478
0.000128125,16.38376,0.418558103,16.8023181
0.00013125000000000002,16.27337,0.413545303,16.6869153
0.000134375,16.16752,0.408708303,16.5762283
0.00013749999999999998,16.06594,0.404037203,16.4699772
0.00014375,15.87459,0.395156303,16.2697463
0.00015,15.69751,0.386836303,16.0843463
0.000155,15.56508,0.380545903,15.9456259
0.00015999999999999999,15.44011,0.374552703,15.8146627
0.0001672411,15.27112,0.366354403,15.6374744
0.0001744821,15.11488,0.358672103,15.4735521
0.000175,15.10416,0.358140903,15.4623009
0.00017656250000000002,15.07215,0.356552703,15.4287027
0.00017812499999999998,15.04066,0.354985503,15.3956455
0.00018125,14.97916,0.351912003,15.331072
0.0001875,14.86179,0.345997103,15.2077871
0.00019375,14.75139,0.340370803,15.0917608
0.0002,14.64735,0.335010303,14.9823603
0.0002068279,14.54035,0.329434202,14.8697842
0.0002136558,14.4397,0.324127502,14.7638275
0.0002204837,14.34486,0.319069302,14.6639293
0.0002273116,14.25535,0.314240802,14.5695908
0.00023413949999999997,14.17073,0.309625002,14.480355
0.0002409674,14.09062,0.305206902,14.3958269
0.00024779530000000003,14.01467,0.300972602,14.3156426
0.0002546232,13.94257,0.296909802,14.2394798
0.0002648116,13.84155,0.291142202,14.1326922
0.00027499999999999996,13.74765,0.285698102,14.0333481
0.0002843594,13.66705,0.280957002,13.948007
0.0002937188,13.59136,0.276444502,13.8678045
0.000294336,13.58654,0.276154502,13.8626945
0.0002949219,13.58197,0.275880002,13.85785
0.00029648930000000003,13.56984,0.275149802,13.8449898
0.00029805669999999996,13.55783,0.274425402,13.8322554
0.0003011915,13.53418,0.272993602,13.8071736
0.000307461,13.48826,0.270196002,13.758456
0.00031999999999999997,13.40163,0.264849402,13.6664794
0.0003344817,13.3094,0.259052502,13.5684525
0.00034896330000000003,13.22459,0.253620402,13.4782104
0.00035,13.21878,0.253244502,13.4720245
0.0003523438,13.20577,0.252400802,13.4581708
0.0003546875,13.19293,0.251565602,13.4444956
0.000359375,13.16773,0.249919502,13.4176495
0.00036875,13.1192,0.246722202,13.3659222
0.00037812500000000004,13.07302,0.243644502,13.3166645
0.0003875,13.02903,0.240679102,13.2697091
0.000396875,12.98707,0.237819502,13.2248895
0.00040625000000000004,12.94701,0.235059402,13.1820694
0.000425,12.87209,0.229815902,13.1019059
