energy (eV),scatter (barn),capture (barn),total (barn)
9.999999999999999e-06,151.2561,95.67909,246.93519
1.03125e-05,148.9552,94.218251,243.173451
1.0625e-05,146.7567,92.822351,239.579051
1.09375e-05,144.6532,91.486706,236.139906
1.125e-05,142.6381,90.207101,232.845201
1.15625e-05,140.7054,88.979736,229.685136
1.1874999999999999e-05,138.8496,87.801152,226.650752
1.21875e-05,137.0657,86.668178,223.733878
1.25e-05,135.3492,85.577969,220.927169
1.28125e-05,133.696,84.527893,218.223893
1.3125e-05,132.1024,83.515553,215.617953
1.34375e-05,130.5647,82.538725,213.103425
1.3749999999999999e-05,129.0798,81.595396,210.675196
1.4375e-05,126.2569,79.801871,206.058771
1.5e-05,123.6126,78.121642,201.734242
1.5625e-05,121.1289,76.543259,197.672159
1.625e-05,118.7902,75.05684,193.84704
1.6875e-05,116.5829,73.653788,190.236688
1.7500000000000002e-05,114.4951,72.326587,186.821687
1.8125e-05,112.5166,71.068635,183.585235
1.875e-05,110.638,69.874114,180.512114
1.9375e-05,108.8512,68.737881,177.589081
1.9999999999999998e-05,107.1491,67.655334,174.804434
2.0937499999999997e-05,104.7407,66.123308,170.864008
2.1875e-05,102.4891,64.690878,167.179978
2.28125e-05,100.3782,63.347665,163.725865
2.3749999999999998e-05,98.39386,62.08479,160.47865
2.46875e-05,96.52397,60.894558,157.418528
2.5625e-05,94.75796,59.770255,154.528215
2.65625e-05,93.08658,58.70601,151.79259
2.7499999999999998e-05,91.50168,57.696659,149.198339
2.84375e-05,89.99607,56.737652,146.733722
2.9375000000000003e-05,88.56337,55.82492,144.38829
3.0312499999999998e-05,87.1979,54.95487,142.15277
3.125e-05,85.89456,54.124266,140.018826
3.2187499999999996e-05,84.64881,53.330223,137.979033
3.3125e-05,83.45652,52.570138,136.026658
3.40625e-05,82.314,51.841639,134.155639
3.5000000000000004e-05,81.21788,51.142622,132.360502
3.59375e-05,80.16512,50.471141,130.636261
3.6875e-05,79.15293,49.825425,128.978355
3.78125e-05,78.1788,49.203872,127.382672
3.875e-05,77.24039,48.605024,125.845414
3.9687499999999996e-05,76.33559,48.027517,124.363107
4.0625000000000005e-05,75.46244,47.470123,122.932563
4.25e-05,73.80405,46.411177,120.215227
4.4375e-05,72.25246,45.420075,117.672535
4.625e-05,70.79669,44.489875,115.286565
4.8125000000000004e-05,69.42732,43.614578,113.041898
5e-05,68.13615,42.788992,110.925142
5.15625e-05,67.11474,42.135687,109.250427
5.3125e-05,66.139,41.511417,107.650417
5.46875e-05,65.20565,40.914099,106.119749
5.625e-05,64.31172,40.341849,104.653569
5.78125e-05,63.45452,39.79295,103.24747
5.9375e-05,62.63162,39.265872,101.897492
6.0937500000000004e-05,61.8408,38.759197,100.599997
6.25e-05,61.08004,38.271636,99.351676
6.40625e-05,60.34749,37.802033,98.149523
6.562500000000001e-05,59.64147,37.349295,96.990765
6.71875e-05,58.9604,36.912444,95.872844
6.874999999999999e-05,58.30288,36.490573,94.793453
7.1875e-05,57.05328,35.688482,92.741762
7.5e-05,55.88328,34.937069,90.820349
7.8125e-05,54.78484,34.231192,89.016032
8.125000000000001e-05,53.75096,33.566446,87.317406
8.4375e-05,52.77563,32.93898,85.71461
8.75e-05,51.85354,32.345441,84.198981
9.0625e-05,50.98006,31.782863,82.762923
9.375e-05,50.15109,31.248664,81.399754
9.6875e-05,49.36301,30.740522,80.103532
0.0001,48.61259,30.256386,78.868976
0.000103125,47.89694,29.794434,77.691374
0.00010625,47.21349,29.353012,76.566502
0.000109375,46.55991,28.930642,75.490552
0.0001125,45.93411,28.526,74.46011
0.000115625,45.33419,28.137869,73.472059
0.00011875,44.75844,27.765166,72.523606
0.00012187500000000001,44.20529,27.406892,71.612182
0.000125,43.67331,27.062141,70.735451
