energy (eV), scatter (barn), absorb (barn), total (barn)
0.00029375,8.771179,0.4667391,9.2379181
0.00030312499999999995,8.65652,0.4594648,9.1159848
0.0003125,8.547357,0.4525204,8.9998774
0.000321875,8.443283,0.4458816,8.8891646
0.00033125,8.343927,0.4395267,8.7834537
0.000340625,8.248958,0.4334359,8.6823939
0.00035,8.158077,0.4275916,8.5856686
0.000359375,8.07101,0.4219774,8.4929874
0.00036875,7.987509,0.4165788,8.4040878
0.00037812500000000004,7.907347,0.4113822,8.3187292
0.0003875,7.830318,0.4063753,8.2366933
0.000396875,7.756233,0.4015469,8.1577799
0.00040625000000000004,7.684918,0.3968866,8.0818046
0.000425,7.549965,0.388033,7.937998
0.00044374999999999997,7.424322,0.3797467,7.8040687
0.0004625,7.307018,0.3719695,7.6789875
0.00048124999999999996,7.197212,0.3646513,7.5618633
0.0005,7.09418,0.3577488,7.4519288
0.0005156249999999999,7.013035,0.3522866,7.3653216
0.00053125,6.935828,0.3470673,7.2828953
0.000546875,6.86227,0.3420732,7.2043432
0.0005625,6.792098,0.3372888,7.1293868
0.000578125,6.725075,0.3326996,7.0577746
0.0005937500000000001,6.660987,0.3282928,6.9892798
0.000609375,6.599639,0.3240566,6.9236956
0.000625,6.540853,0.3199802,6.8608332
0.000640625,6.484466,0.3160539,6.8005199
0.0006562499999999999,6.430332,0.3122687,6.7426007
0.0006718750000000001,6.378312,0.3086163,6.6869283
0.0006875,6.328283,0.3050892,6.6333722
0.00071875,6.233745,0.2983831,6.5321281
0.00075,6.145897,0.2921006,6.4379976
0.0007812499999999999,6.064039,0.286199,6.350238
0.0008125000000000001,5.987566,0.2806412,6.2682072
0.00084375,5.915954,0.2753951,6.1913491
0.000875,5.848745,0.2704326,6.1191776
0.00090625,5.78554,0.2657291,6.0512691
0.0009375,5.725987,0.2612627,5.9872497
0.00096875,5.669773,0.2570142,5.9267872
0.001,5.616623,0.2529665,5.8695895
0.0010312499999999998,5.566291,0.2491042,5.8153952
0.0010625,5.518556,0.2454136,5.7639696
0.00109375,5.47322,0.2418822,5.7151022
0.001125,5.430108,0.2384991,5.6686071
0.00115625,5.389057,0.2352541,5.6243111
0.0011875000000000002,5.349923,0.232138,5.582061
0.00121875,5.312575,0.2291425,5.5417175
0.00125,5.276892,0.2262601,5.5031521
0.00128125,5.242767,0.2234838,5.4662508
0.0013124999999999999,5.210099,0.2208072,5.4309062
0.0013437500000000001,5.178796,0.2182246,5.3970206
0.001375,5.148775,0.2157305,5.3645055
0.0014375,5.092279,0.2109886,5.3032676
0.0015,5.040064,0.2065462,5.2466102
0.0015624999999999999,4.991662,0.2023731,5.1940351
0.0016250000000000001,4.946674,0.1984432,5.1451172
0.0016875,4.904754,0.1947336,5.0994876
0.00175,4.8656,0.1912246,5.0568246
0.0018125,4.828951,0.1878987,5.0168497
0.001875,4.794574,0.1847405,4.9793145
0.0019375,4.762269,0.1817364,4.9440054
0.002,4.731854,0.1788742,4.9107282
0.00209375,4.689435,0.1748237,4.8642587
0.0021875,4.650449,0.1710364,4.8214854
0.0022812500000000003,4.6145,0.1674851,4.7819851
0.0023750000000000004,4.581252,0.1641461,4.7453981
0.00246875,4.550415,0.1609993,4.7114143
0.0025625,4.52174,0.1580267,4.6797667
0.0026562499999999998,4.495009,0.1552129,4.6502219
0.00275,4.470035,0.1525443,4.6225793
0.00284375,4.446651,0.1500088,4.5966598
0.0029375,4.424713,0.1475956,4.5723086
0.0030312499999999997,4.404092,0.1452952,4.5493872
0.0031249999999999997,4.384675,0.1430992,4.5277742
0.00321875,4.36636,0.1409998,4.5073598
0.0033125,4.349057,0.1389902,4.4880472
0.00340625,4.332686,0.1370641,4.4697501
0.0035,4.317175,0.135216,4.452391
0.0035937499999999997,4.302457,0.1334406,4.4358976
0.0036875,4.288475,0.1317334,4.4202084
0.0037812500000000003,4.275175,0.1300901,4.4052651
0.003875,4.262509,0.1285068,4.3910158
0.00396875,4.250433,0.1269799,4.3774129
0.0040625,4.238907,0.1255062,4.3644132
0.00425,4.217363,0.1227064,4.3400694
0.0044375,4.197622,0.1200861,4.3177081
0.004625,4.179467,0.1176267,4.2970937
0.0048125,4.162717,0.1153125,4.2780295
0.005,4.147215,0.1131297,4.2603447
0.00515625,4.135153,0.1114024,4.2465554
0.0053124999999999995,4.123798,0.1097519,4.2335499
0.00546875,4.113088,0.1081727,4.2212607
0.005625,4.102972,0.1066597,4.2096317
0.00578125,4.0934,0.1052084,4.1986084
0.0059375,4.084331,0.1038149,4.1881459
0.00609375,4.075726,0.1024753,4.1782013
0.0062499999999999995,4.06755,0.1011862,4.1687362
0.00640625,4.059772,0.09994462,4.15971662
0.0065625,4.052364,0.09874763,4.15111163
0.00671875,4.0453,0.09759264,4.14289264
0.006875,4.038557,0.09647726,4.13503426
0.0071874999999999994,4.025949,0.09435661,4.12030561
0.0075,4.014391,0.09236993,4.10676093
0.0078125,4.003756,0.09050367,4.09425967
0.008125,3.99394,0.08874615,4.08268615
0.0084375,3.98485,0.08708719,4.07193719
0.00875,3.97641,0.08551792,4.06192792
0.0090625,3.968551,0.08403054,4.05258154
0.009375,3.961217,0.08261816,4.04383516
0.0096875,3.954355,0.08127469,4.03562969
0.01,3.947922,0.07999469,4.02791669
0.0103125,3.941879,0.07877333,4.02065233
0.010624999999999999,3.936192,0.07760625,4.01379825
0.0109375,3.93083,0.07648956,4.00731956
0.01125,3.925765,0.07541972,4.00118472
0.0115625,3.920974,0.07439355,3.99536755
0.011875,3.916435,0.07340816,3.98984316
0.0121875,3.91213,0.07246092,3.98459092
0.012499999999999999,3.908039,0.07154942,3.97958842
0.0128125,3.904148,0.07067148,3.97481948
0.013125,3.900442,0.06982508,3.97026708
0.0134375,3.896909,0.06900838,3.96591738
0.01375,3.893536,0.06821968,3.96175568
0.014374999999999999,3.88723,0.06672015,3.95395015
0.015,3.88145,0.06531533,3.94676533
0.015625,3.876132,0.06399567,3.94012767
0.01625,3.871223,0.06275289,3.93397589
0.016875,3.866678,0.06157981,3.92825781
0.0175,3.862458,0.06047014,3.92292814
0.018125,3.858528,0.05941838,3.91794638
0.01875,3.854861,0.05841965,3.91328065
0.019375,3.85143,0.05746964,3.90889964
0.02,3.848213,0.05656453,3.90477753
0.0206625,3.845016,0.05565031,3.90066631
0.021325,3.842018,0.05477903,3.89679703
0.0219875,3.8392,0.05394744,3.89314744
0.02265,3.836548,0.05315262,3.88970062
0.0233125,3.834045,0.05239192,3.88643692
0.023975,3.831682,0.05166299,3.88334499
0.024637500000000003,3.829445,0.05096366,3.88040866
0.025300000000000003,3.827326,0.05029199,3.87761799
0.02645782,3.823876,0.04917932,3.87305532
0.02761563,3.820716,0.04813739,3.86885339
0.02877344,3.81781,0.04715902,3.86496902
0.02993125,3.81513,0.04623798,3.86136798
0.031089069999999996,3.812648,0.04536888,3.85801688
0.03224688,3.810345,0.04454702,3.85489202
0.03340469,3.808202,0.04376826,3.85197026
0.0345625,3.806202,0.04302896,3.84923096
0.03552735,3.804635,0.04244068,3.84707568
0.03649219,3.803151,0.04187588,3.84502688
0.037457040000000004,3.801743,0.04133303,3.84307603
0.03842188,3.800406,0.04081075,3.84121675
0.03938673,3.799135,0.04030777,3.83944277
0.040351569999999996,3.797924,0.03982294,3.83774694
0.041316410000000005,3.79677,0.03935519,3.83612519
0.04228125,3.795669,0.03890353,3.83457253
0.04421094,3.79361,0.03804497,3.83165497
0.046140629999999995,3.791724,0.03724083,3.82896483
0.04807032,3.789989,0.03648562,3.82647462
0.049999999999999996,3.788388,0.03577457,3.82416257
0.051562500000000004,3.787179,0.03522831,3.82240731
0.053125,3.786042,0.03470635,3.82074835
0.0546875,3.784969,0.03420694,3.81917594
0.056249999999999994,3.783956,0.0337285,3.8176845
0.0578125,3.782998,0.0332696,3.8162676
0.059375,3.78209,0.03282895,3.81491895
0.0609375,3.781229,0.03240537,3.81363437
0.0625,3.780411,0.03199779,3.81240879
0.0640625,3.779633,0.03160522,3.81123822
0.06562499999999999,3.778892,0.03122675,3.81011875
0.06718750000000001,3.778185,0.03086157,3.80904657
0.06875,3.77751,0.03050891,3.80801891
0.071875,3.776249,0.0298384,3.8060874
0.075,3.775093,0.02921021,3.80430321
0.078125,3.77403,0.02862008,3.80265008
0.08125,3.773048,0.02806428,3.80111228
0.084375,3.772139,0.02753963,3.79967863
0.0875,3.771295,0.02704332,3.79833832
0.09062500000000001,3.770509,0.02657289,3.79708189
0.09375,3.769775,0.02612617,3.79590117
0.096875,3.769089,0.02570125,3.79479025
0.09999999999999999,3.768446,0.0252964,3.7937424
0.10312500000000001,3.767842,0.0249101,3.7927521
0.10625,3.767273,0.02454099,3.79181399
0.109375,3.766737,0.02418783,3.79092483
0.11249999999999999,3.76623,0.0238495,3.7900795
0.115625,3.765751,0.023525,3.789276
0.11875,3.765297,0.02321342,3.78851042
0.121875,3.764866,0.02291392,3.78777992
0.125,3.764457,0.02262574,3.78708274
0.128125,3.764068,0.02234819,3.78641619
0.13124999999999998,3.763697,0.02208062,3.78577762
0.13437500000000002,3.763344,0.02182244,3.78516644
0.1375,3.763007,0.02157312,3.78458012
0.14375,3.762376,0.02109907,3.78347507
0.15,3.761798,0.02065492,3.78245292
0.15625,3.761266,0.02023765,3.78150365
0.1625,3.760775,0.01984466,3.78061966
0.16875,3.76032,0.01947368,3.77979368
0.175,3.759898,0.01912277,3.77902077
0.18125000000000002,3.759505,0.01879018,3.77829518
0.1875,3.759139,0.0184744,3.7776134
0.19375,3.758796,0.01817403,3.77697003
0.19999999999999998,3.758474,0.01788787,3.77636187
0.209375,3.758027,0.01748289,3.77550989
0.21875,3.757619,0.01710418,3.77472318
0.22812500000000002,3.757245,0.01674901,3.77399401
0.2375,3.7569,0.01641505,3.77331505
0.246875,3.756581,0.01610027,3.77268127
0.25625,3.756285,0.01580291,3.77208791
0.265625,3.756011,0.01552145,3.77153245
0.275,3.755755,0.01525451,3.77100951
0.284375,3.755515,0.01500089,3.77051589
0.29375,3.755292,0.01475951,3.77005151
0.30312500000000003,3.755082,0.01452942,3.76961142
0.3125,3.754884,0.01430977,3.76919377
0.32187499999999997,3.754698,0.01409979,3.76879779
0.33125,3.754523,0.0138988,3.7684218
0.340625,3.754357,0.01370617,3.76806317
0.35,3.7542,0.01352134,3.76772134
0.359375,3.754051,0.01334382,3.76739482
0.36875,3.75391,0.01317313,3.76708313
0.378125,3.753776,0.01300887,3.76678487
0.3875,3.753648,0.01285063,3.76649863
0.39687500000000003,3.753527,0.01269806,3.76622506
0.40625,3.753411,0.0125508,3.7659618
0.425,3.753194,0.01227103,3.76546503
0.44375,3.752996,0.01200913,3.76500513
0.4625,3.752814,0.01176331,3.76457731
0.5,3.75249,0.01131407,3.76380407
0.53125,3.752255,0.0109766,3.7632316
0.5625,3.752047,0.01066734,3.76271434
0.59375,3.75186,0.01038266,3.76224266
0.625,3.751692,0.01011961,3.76181161
0.6875,3.751401,0.009648415,3.76104942
0.75,3.751159,0.009237474,3.76039647
0.8125,3.750954,0.00887507,3.75982907
0.875,3.750779,0.008552963,3.75933196
0.9375,3.750626,0.008263541,3.75888954
1.0,3.750493,0.008001008,3.75849401
1.0625,3.750376,0.007761912,3.75813791
1.125,3.750271,0.007543054,3.75781405
1.1875,3.750178,0.007341732,3.75751973
1.25,3.750093,0.007155722,3.75724872
1.375,3.749948,0.006822543,3.75677054
1.5,3.749826,0.006531967,3.75635797
1.625,3.749723,0.006275642,3.75599864
1.75,3.749635,0.006047954,3.75568295
1.875,3.749558,0.005843364,3.75540136
2.0,3.749491,0.005657385,3.75514839
2.1875,3.749405,0.005409085,3.75481409
2.375,3.749332,0.005191106,3.75452311
2.5625,3.749269,0.004997532,3.75426653
2.75,3.749215,0.004824595,3.7540396
2.9375,3.749168,0.004668457,3.75383646
3.125,3.749126,0.004526128,3.75365213
3.3125,3.749089,0.004396074,3.75348507
3.5,3.749057,0.004276629,3.75333363
3.875,3.749,0.004064327,3.75306433
4.25,3.748952,0.003880811,3.75283281
4.625,3.748912,0.003720111,3.75263211
5.0,3.748878,0.003578095,3.7524561
5.3125,3.748852,0.003471455,3.75232346
5.625,3.74883,0.003373598,3.7522036
5.9375,3.74881,0.00328358,3.75209358
6.25,3.748792,0.003200407,3.75199241
6.875,3.748759,0.003051428,3.75181043
7.5,3.748732,0.002921498,3.7516535
8.125,3.748709,0.002806873,3.75151587
8.75,3.748688,0.002704976,3.75139298
9.375,3.74867,0.002613444,3.75128344
10.0,3.748653,0.002530428,3.75118343
10.625,3.748639,0.002454857,3.75109386
11.25,3.748624,0.002385681,3.75100968
11.875,3.748612,0.002322045,3.75093405
12.5,3.748601,0.002263247,3.75086425
13.75,3.74858,0.002157927,3.75073793
15.0,3.748561,0.002066072,3.75062707
16.25,3.748545,0.001985038,3.75053004
17.5,3.74853,0.00191296,3.75044296
18.75,3.748515,0.001848217,3.75036322
20.0,3.748503,0.001789499,3.7502925
21.875,3.748485,0.001711077,3.75019608
23.75,3.748468,0.001642183,3.75011018
25.625,3.748453,0.001581001,3.750034
27.5,3.748438,0.001526257,3.74996426
29.375,3.748424,0.001476842,3.74990084
31.25,3.74841,0.001431883,3.74984188
33.125,3.748397,0.0013908,3.7497878
35.0,3.748384,0.001353067,3.74973707
38.75,3.74836,0.001286,3.749646
42.5,3.748337,0.001228024,3.74956502
46.25,3.748314,0.001177257,3.74949126
50.0,3.748292,0.001132345,3.74942435
53.125,3.748274,0.001098617,3.74937262
56.25,3.748255,0.001067716,3.74932272
59.375,3.748239,0.001039291,3.74927829
62.5,3.748221,0.001013028,3.74923403
68.75,3.748186,0.0009659846,3.74915198
75.0,3.748153,0.0009249587,3.74907796
81.25,3.748119,0.000888768,3.74900777
87.5,3.748086,0.0008565532,3.74894255
93.75,3.748052,0.0008276201,3.74887962
100.0,3.74802,0.0008014256,3.74882143
106.25,3.747987,0.0007775813,3.74876458
112.5,3.747955,0.0007557561,3.74871076
125.0,3.74789,0.0007171321,3.74860713
137.5,3.747825,0.0006839118,3.74850891
150.0,3.747761,0.0006549436,3.74841594
162.5,3.747697,0.0006293926,3.74832639
175.0,3.747633,0.000606647,3.74823965
187.5,3.74757,0.0005862209,3.74815622
200.0,3.747507,0.0005677309,3.74807473
218.75,3.747411,0.0005430373,3.74795404
237.5,3.747316,0.0005213416,3.74783734
256.25,3.747222,0.0005020805,3.74772408
275.0,3.747127,0.0004848376,3.74761184
312.5,3.746938,0.000455142,3.74739314
350.0,3.74675,0.0004303706,3.74718037
387.5,3.746561,0.0004093054,3.74697031
425.0,3.746373,0.0003911083,3.74676411
462.5,3.746185,0.0003751849,3.74656019
500.0,3.745997,0.0003611025,3.7463581
562.5,3.745685,0.0003408615,3.74602586
625.0,3.745373,0.00032376,3.74569676
687.5,3.745061,0.0003090682,3.74537007
750.0,3.744751,0.0002962722,3.74504727
875.0,3.744129,0.0002749743,3.74440397
1000.0,3.743511,0.0002578593,3.74376886
1125.0,3.742894,0.0002437261,3.74313773
1250.0,3.742279,0.0002318096,3.74251081
1375.0,3.741664,0.0002215926,3.74188559
1500.0,3.741052,0.0002127127,3.74126471
1750.0,3.739833,0.000197981,3.74003098
2000.0,3.738621,0.0001861989,3.7388072
2375.0,3.736815,0.0001722939,3.73698729
2750.0,3.735024,0.0001614926,3.73518549
3125.0,3.733248,0.000152832,3.73340083
3500.0,3.731488,0.0001457222,3.73163372
4250.0,3.728012,0.0001347432,3.72814674
5000.0,3.7246,0.0001266925,3.72472669
5625.0,3.721804,0.0001215007,3.7219255
6250.0,3.719053,0.0001173172,3.71917032
7500.0,3.713685,0.0001111337,3.71379613
8750.0,3.708503,0.0001070061,3.70861001
10000.0,3.703514,0.0001043184,3.70361832
12500.0,3.694145,0.0001019411,3.69424694
13125.0,3.691937,0.0001018273,3.69203883
15000.0,3.685658,0.0001024029,3.6857604
17500.0,3.678157,0.0001050013,3.678262
20000.0,3.671776,0.0001094202,3.67188542
23705.35,3.664825,0.0001191851,3.66494419
27410.690000000002,3.661476,0.0001328247,3.66160882
31116.03,3.662814,0.0001509174,3.66296492
34821.369999999995,3.670415,0.0001744942,3.67058949
36997.96000000001,3.678909,0.0001917038,3.6791007
39174.55,3.691047,0.0002118866,3.69125889
41351.14,3.707704,0.0002358279,3.70793983
43527.73,3.73009,0.0002655519,3.73035555
44000.0,3.735844,0.0002735236,3.73611752
44994.43,3.749159,0.0002971751,3.74945618
45243.04,3.752756,0.0003077269,3.75306373
45491.65,3.756469,0.0003247193,3.75679372
45740.259999999995,3.760309,0.0003604556,3.76066946
45864.56,3.762289,0.0003996757,3.76268868
45926.71,3.7633,0.0004328545,3.76373285
45988.86,3.764331,0.0004843759,3.76481538
46049.979999999996,3.765373,0.0005678679,3.76594087
46080.54,3.765912,0.0006329098,3.76654491
46111.090000000004,3.766471,0.0007247574,3.76719576
46141.65,3.76706,0.0008605988,3.7679206
46156.93,3.767372,0.0009541885,3.76832619
46172.2,3.767699,0.001069492,3.76876849
46187.48,3.768051,0.001221581,3.76927258
46202.76,3.768437,0.001426254,3.76986325
46218.04,3.768875,0.001708314,3.77058331
46233.31,3.769392,0.002110968,3.77150297
46242.159999999996,3.769746,0.002426831,3.77217283
46251.0,3.770159,0.002833098,3.7729921
46259.85,3.77066,0.00337419,3.77403419
46268.69,3.771293,0.004115837,3.77540884
46273.12,3.771681,0.004595578,3.77627658
46277.54,3.772133,0.005172593,3.77730559
46281.96,3.772668,0.005877088,3.77854509
46286.380000000005,3.773313,0.006750692,3.78006369
46290.810000000005,3.774113,0.007858214,3.78197121
46295.23,3.775126,0.009292736,3.78441874
46299.649999999994,3.776464,0.01122417,3.78768817
46301.86,3.777316,0.01246914,3.78978514
46304.07,3.77835,0.0139914,3.7923414
46305.78,3.779325,0.01543664,3.79476164
46307.49,3.780518,0.0172159,3.7977339
46309.200000000004,3.782027,0.01947752,3.80150452
46310.909999999996,3.784005,0.02245559,3.80646059
46312.619999999995,3.786693,0.0265173,3.8132103
46314.33,3.790461,0.03222993,3.82269093
46315.19,3.792932,0.03598285,3.82891485
46316.04,3.795871,0.04045066,3.83632166
46316.89,3.799414,0.04584108,3.84525508
46317.740000000005,3.803691,0.05235441,3.85604541
46318.6,3.808926,0.06032911,3.86925511
46319.45,3.815178,0.06985965,3.88503765
46320.310000000005,3.822812,0.0814998,3.9043118
46321.16,3.831893,0.09535069,3.92724369
46322.02,3.842914,0.1121658,3.9550798
46322.87,3.855927,0.1320248,3.9879518
46323.73,3.871583,0.1559217,4.0275047
46324.579999999994,3.889887,0.1838638,4.0737508
46325.44,3.911669,0.2171189,4.1287879
46326.29,3.936834,0.2555427,4.1923767
46327.149999999994,3.966402,0.3006939,4.2670959
46328.0,4.000107,0.3521654,4.3522724
46328.86,4.039155,0.4117996,4.4509546
46329.71000000001,4.083015,0.478786,4.561801
46330.56,4.132439,0.5542726,4.6867116
46331.41,4.187689,0.6386597,4.8263487
46332.82,4.292616,0.7989281,5.0915441
46334.229999999996,4.414153,0.9845726,5.3987256
46335.64,4.551407,1.19423,5.745637
46337.04,4.701164,1.422989,6.124153
46342.66,5.351659,2.416659,7.768318
46343.72,5.462385,2.585799,8.048184
46344.78,5.562059,2.738053,8.300112
46345.84,5.647802,2.869025,8.516827
46346.89,5.716471,2.973911,8.690382
46347.689999999995,5.756612,3.035219,8.791831
46348.49,5.785406,3.07919,8.864596
46349.08,5.799056,3.10003,8.899086
46349.670000000006,5.806107,3.110789,8.916896
46350.0,5.807144,3.112366,8.91951
46350.91,5.799186,3.100187,8.899373
46351.53,5.784756,3.078127,8.862883
46352.15,5.763199,3.045178,8.808377
46352.85,5.730595,2.99535,8.725945
46353.54,5.690305,2.933779,8.624084
46354.24,5.641713,2.859525,8.501238
46354.93,5.586842,2.775678,8.36252
46355.77,5.511726,2.660897,8.172623
46356.6,5.429814,2.535734,7.965548
46357.44,5.340597,2.399409,7.740006
46358.27,5.247682,2.257435,7.505117
46361.61,4.855225,1.657765,6.51299
46363.170000000006,4.678141,1.38718,6.065321
46363.950000000004,4.594241,1.258979,5.85322
46364.73,4.514268,1.136779,5.651047
46365.51,4.438692,1.021295,5.459987
46366.29,4.367857,0.9130537,5.2809107
46367.07,4.301991,0.8124054,5.1143964
46367.85,4.241215,0.7195329,4.9607479
46368.63,4.185551,0.63447,4.820021
46369.409999999996,4.134935,0.5571185,4.6920535
46370.189999999995,4.089228,0.4872681,4.5764961
46370.969999999994,4.048233,0.4246161,4.4728491
46371.75,4.011703,0.3687867,4.3804897
46372.53,3.979359,0.3193505,4.2987095
46374.079999999994,3.926287,0.2382274,4.1645144
46375.14,3.897517,0.194245,4.091762
46376.2,3.873934,0.1581872,4.0321212
46377.259999999995,3.854775,0.1288899,3.9836649
46378.32,3.839338,0.1052765,3.9446145
46379.38,3.826985,0.08637703,3.91336203
46380.44,3.81716,0.07133754,3.88849754
46381.5,3.809378,0.05942136,3.86879936
46382.55,3.803284,0.05008379,3.85336779
46383.61,3.798425,0.04263181,3.84105681
46384.670000000006,3.794586,0.03673964,3.83132564
46385.73,3.791544,0.03206378,3.82360778
46386.78,3.789139,0.02836228,3.81750128
46387.84,3.787186,0.025351,3.812537
46388.899999999994,3.785601,0.02290162,3.80850262
46391.01,3.783225,0.019217,3.802442
46393.13,3.781528,0.01656924,3.79809724
46395.24,3.780263,0.01458213,3.79484513
46397.36,3.779268,0.01300689,3.79227489
46399.47,3.778466,0.01172645,3.79019245
46403.7,3.777235,0.009735503,3.7869705
46407.93,3.776338,0.008255048,3.78459305
46414.17,3.775399,0.006657424,3.78205642
46420.41,3.774753,0.005508162,3.78026116
46426.65,3.774296,0.004649048,3.77894505
46432.880000000005,3.773971,0.003989647,3.77796065
46439.12,3.773738,0.003470814,3.77720881
46445.36,3.773572,0.003055846,3.77662785
46451.600000000006,3.773458,0.002718853,3.77617685
46457.83,3.773384,0.002442193,3.77582619
46470.31,3.773319,0.002017538,3.77533654
46482.78,3.77333,0.001708124,3.77503812
46495.25,3.773391,0.001474739,3.77486574
46507.72,3.773487,0.001295451,3.77478245
46520.64,3.773614,0.001150385,3.77476439
46533.560000000005,3.773761,0.001035468,3.77479647
46559.4,3.774099,0.0008698965,3.7749689
46585.24,3.774471,0.0007536579,3.77522466
46611.07,3.774865,0.0006702784,3.77553528
46636.909999999996,3.775275,0.0006087546,3.77588375
46662.74,3.775695,0.0005621114,3.77625711
46714.409999999996,3.776562,0.0004992942,3.77706129
46766.08,3.777447,0.000456391,3.77790339
46817.75,3.778348,0.0004281442,3.77877614
46921.09,3.78018,0.0003927739,3.78057277
47020.87,3.781983,0.0003741383,3.78235714
47120.65,3.783825,0.0003646477,3.78418965
47320.21,3.787555,0.0003516345,3.78790663
47719.329999999994,3.795307,0.0003457664,3.79565277
48859.67,3.819797,0.0003602741,3.82015727
