#LIBRARY    ENDF/B-VIII.0
#REACTION   N-14(N,TOT),SIG
#NUCLEUS    N-14
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 1.1858E+06  2.13486      Lin-Lin
 1.1859E+06  2.04532      Lin-Lin
 1.186E+06   1.96797      Lin-Lin
 1.1861E+06  1.90289      Lin-Lin
 1.1862E+06  1.8464       Lin-Lin
 1.18635E+06 1.77687      Lin-Lin
 1.1864E+06  1.75818      Lin-Lin
 1.1865E+06  1.72079      Lin-Lin
 1.1866E+06  1.68916      Lin-Lin
 1.1868E+06  1.63753      Lin-Lin
 1.187E+06   1.59747      Lin-Lin
 1.1872E+06  1.56583      Lin-Lin
 1.1875E+06  1.52978      Lin-Lin
 1.1878E+06  1.50431      Lin-Lin
 1.188E+06   1.49001      Lin-Lin
 1.189E+06   1.44804      Lin-Lin
 1.19E+06    1.42953      Lin-Lin
 1.192E+06   1.42034      Lin-Lin
 1.194E+06   1.42826      Lin-Lin
 1.194E+06   1.42826      Lin-Lin
 1.196E+06   1.44782      Lin-Lin
 1.198E+06   1.48043      Lin-Lin
 1.2E+06     1.53092      Lin-Lin
 1.2025E+06  1.65952      Lin-Lin
 1.205E+06   1.78814      Lin-Lin
 1.20875E+06 2.02897      Lin-Lin
 1.20992E+06 2.10154      Lin-Lin
 1.21E+06    2.10629      Lin-Lin
 1.21016E+06 2.09811      Lin-Lin
 1.21375E+06 1.90781      Lin-Lin
 1.215E+06   1.84246      Lin-Lin
 1.215E+06   1.84246      Lin-Lin
 1.21625E+06 1.77745      Lin-Lin
 1.22E+06    1.58867      Lin-Lin
 1.225E+06   1.48268      Lin-Lin
 1.23E+06    1.43817      Lin-Lin
 1.235E+06   1.41964      Lin-Lin
 1.24E+06    1.41389      Lin-Lin
 1.24E+06    1.41389      Lin-Lin
 1.245E+06   1.41547      Lin-Lin
 1.245E+06   1.41547      Lin-Lin
 1.25E+06    1.42175      Lin-Lin
 1.255E+06   1.43276      Lin-Lin
 1.26E+06    1.4439       Lin-Lin
 1.265E+06   1.45949      Lin-Lin
 1.27E+06    1.47518      Lin-Lin
 1.275E+06   1.4946       Lin-Lin
 1.28E+06    1.51416      Lin-Lin
 1.285E+06   1.53759      Lin-Lin
 1.29E+06    1.56123      Lin-Lin
 1.295E+06   1.59014      Lin-Lin
 1.3E+06     1.61941      Lin-Lin
 1.305E+06   1.65472      Lin-Lin
 1.31E+06    1.69654      Lin-Lin
 1.315E+06   1.74801      Lin-Lin
 1.32E+06    1.81492      Lin-Lin
 1.325E+06   1.90781      Lin-Lin
 1.33E+06    2.0477       Lin-Lin
 1.33438E+06 2.24896      Lin-Lin
 1.335E+06   2.2778       Lin-Lin
 1.33875E+06 2.57978      Lin-Lin
 1.34E+06    2.68061      Lin-Lin
 1.34219E+06 2.95977      Lin-Lin
 1.345E+06   3.31883      Lin-Lin
 1.34875E+06 3.65863      Lin-Lin
 1.34938E+06 3.71296      Lin-Lin
 1.35E+06    3.76688      Lin-Lin
 1.3525E+06  3.57157      Lin-Lin
 1.35375E+06 3.47365      Lin-Lin
 1.355E+06   3.37348      Lin-Lin
 1.355E+06   3.37348      Lin-Lin
 1.36E+06    2.80609      Lin-Lin
 1.362E+06   2.64698      Lin-Lin
 1.364E+06   2.52679      Lin-Lin
 1.366E+06   2.43827      Lin-Lin
 1.368E+06   2.37459      Lin-Lin
 1.37E+06    2.3304       Lin-Lin
 1.37E+06    2.3304       Lin-Lin
 1.372E+06   2.30174      Lin-Lin
 1.374E+06   2.28548      Lin-Lin
 1.376E+06   2.27957      Lin-Lin
 1.378E+06   2.28259      Lin-Lin
 1.38E+06    2.29522      Lin-Lin
 1.38062E+06 2.30005      Lin-Lin
 1.385E+06   2.34852      Lin-Lin
 1.39E+06    2.43691      Lin-Lin
 1.395E+06   2.54384      Lin-Lin
 1.4E+06     2.64629      Lin-Lin
 1.402E+06   2.67522      Lin-Lin
 1.403E+06   2.68774      Lin-Lin
 1.404E+06   2.6962       Lin-Lin
 1.406E+06   2.70859      Lin-Lin
 1.408E+06   2.70705      Lin-Lin
 1.408E+06   2.70705      Lin-Lin
 1.41E+06    2.69144      Lin-Lin
 1.41062E+06 2.68451      Lin-Lin
 1.415E+06   2.61873      Lin-Lin
 1.4225E+06  2.45523      Lin-Lin
 1.425E+06   2.40054      Lin-Lin
 1.43E+06    2.30371      Lin-Lin
 1.435E+06   2.22488      Lin-Lin
 1.44E+06    2.16279      Lin-Lin
 1.445E+06   2.11459      Lin-Lin
 1.45E+06    2.07696      Lin-Lin
 1.455E+06   2.04935      Lin-Lin
 1.46E+06    2.02428      Lin-Lin
 1.465E+06   2.00668      Lin-Lin
 1.47E+06    1.99058      Lin-Lin
 1.475E+06   1.97981      Lin-Lin
 1.48E+06    1.96996      Lin-Lin
 1.485E+06   1.96083      Lin-Lin
 1.49E+06    1.95229      Lin-Lin
 1.49035E+06 1.95193      Lin-Lin
 1.495E+06   1.94706      Lin-Lin
 1.5E+06     1.94222      Lin-Lin
 1.505E+06   1.93771      Lin-Lin
 1.51E+06    1.93345      Lin-Lin
 1.515E+06   1.92944      Lin-Lin
 1.52E+06    1.92742      Lin-Lin
 1.525E+06   1.92558      Lin-Lin
 1.53E+06    1.92387      Lin-Lin
 1.535E+06   1.92476      Lin-Lin
 1.54E+06    1.92575      Lin-Lin
 1.5425E+06  1.92631      Lin-Lin
 1.5475E+06  1.93135      Lin-Lin
 1.55E+06    1.93392      Lin-Lin
 1.555E+06   1.9391       Lin-Lin
 1.56E+06    1.95144      Lin-Lin
 1.5625E+06  1.96134      Lin-Lin
 1.565E+06   1.97127      Lin-Lin
 1.57E+06    2.0041       Lin-Lin
 1.575E+06   2.06032      Lin-Lin
 1.58E+06    2.1629       Lin-Lin
 1.582E+06   2.22697      Lin-Lin
 1.584E+06   2.31223      Lin-Lin
 1.586E+06   2.42664      Lin-Lin
 1.588E+06   2.58046      Lin-Lin
 1.59E+06    2.78493      Lin-Lin
 1.592E+06   3.04499      Lin-Lin
 1.5925E+06  3.1185       Lin-Lin
 1.5945E+06  3.41249      Lin-Lin
 1.595E+06   3.48258      Lin-Lin
 1.596E+06   3.6053       Lin-Lin
 1.598E+06   3.726        Lin-Lin
 1.6E+06     3.64057      Lin-Lin
 1.6E+06     3.64057      Lin-Lin
 1.602E+06   3.40252      Lin-Lin
 1.604E+06   3.11843      Lin-Lin
 1.605E+06   2.98805      Lin-Lin
 1.6055E+06  2.92297      Lin-Lin
 1.606E+06   2.86081      Lin-Lin
 1.608E+06   2.65323      Lin-Lin
 1.61E+06    2.49356      Lin-Lin
 1.615E+06   2.24134      Lin-Lin
 1.62E+06    2.10722      Lin-Lin
 1.625E+06   2.02938      Lin-Lin
 1.63E+06    1.98043      Lin-Lin
 1.63143E+06 1.971        Lin-Lin
 1.635E+06   1.94742      Lin-Lin
 1.64E+06    1.92383      Lin-Lin
 1.645E+06   1.90639      Lin-Lin
 1.65E+06    1.89448      Lin-Lin
 1.655E+06   1.88259      Lin-Lin
 1.66E+06    1.87575      Lin-Lin
 1.665E+06   1.86896      Lin-Lin
 1.67E+06    1.86225      Lin-Lin
 1.675E+06   1.85925      Lin-Lin
 1.68E+06    1.85635      Lin-Lin
 1.685E+06   1.85358      Lin-Lin
 1.69E+06    1.85348      Lin-Lin
 1.695E+06   1.85356      Lin-Lin
 1.7E+06     1.85695      Lin-Lin
 1.705E+06   1.86062      Lin-Lin
 1.7075E+06  1.86263      Lin-Lin
 1.71E+06    1.86648      Lin-Lin
 1.715E+06   1.87463      Lin-Lin
 1.72E+06    1.88337      Lin-Lin
 1.725E+06   1.89903      Lin-Lin
 1.7275E+06  1.90737      Lin-Lin
 1.73E+06    1.91856      Lin-Lin
 1.735E+06   1.94227      Lin-Lin
 1.74E+06    1.97574      Lin-Lin
 1.745E+06   2.01999      Lin-Lin
 1.75E+06    2.07883      Lin-Lin
 1.7525E+06  2.11796      Lin-Lin
 1.755E+06   2.15711      Lin-Lin
 1.76E+06    2.2605       Lin-Lin
 1.765E+06   2.39439      Lin-Lin
 1.77E+06    2.55909      Lin-Lin
 1.775E+06   2.7401       Lin-Lin
 1.775E+06   2.7401       Lin-Lin
 1.78E+06    2.89689      Lin-Lin
 1.782E+06   2.93938      Lin-Lin
 1.784E+06   2.96441      Lin-Lin
 1.785E+06   2.96734      Lin-Lin
 1.786E+06   2.96978      Lin-Lin
 1.786E+06   2.96978      Lin-Lin
 1.788E+06   2.95509      Lin-Lin
 1.79E+06    2.92138      Lin-Lin
 1.795E+06   2.77614      Lin-Lin
 1.8E+06     2.59246      Lin-Lin
 1.805E+06   2.41654      Lin-Lin
 1.805E+06   2.41654      Lin-Lin
 1.81E+06    2.26815      Lin-Lin
 1.815E+06   2.14983      Lin-Lin
 1.82E+06    2.05743      Lin-Lin
 1.825E+06   1.98526      Lin-Lin
 1.83E+06    1.92831      Lin-Lin
 1.835E+06   1.88293      Lin-Lin
 1.84E+06    1.84775      Lin-Lin
 1.8425E+06  1.83097      Lin-Lin
 1.845E+06   1.81755      Lin-Lin
 1.85E+06    1.792        Lin-Lin
 1.85E+06    1.792        Lin-Lin
 1.855E+06   1.76922      Lin-Lin
 1.86E+06    1.7525       Lin-Lin
 1.865E+06   1.73642      Lin-Lin
 1.87E+06    1.72085      Lin-Lin
 1.875E+06   1.70958      Lin-Lin
 1.88E+06    1.69868      Lin-Lin
 1.885E+06   1.68805      Lin-Lin
 1.89E+06    1.67767      Lin-Lin
 1.895E+06   1.67006      Lin-Lin
 1.9E+06     1.66264      Lin-Lin
 1.91E+06    1.64822      Lin-Lin
 1.92E+06    1.63427      Lin-Lin
 1.93E+06    1.62396      Lin-Lin
 1.94E+06    1.61393      Lin-Lin
 1.95E+06    1.60413      Lin-Lin
 1.96E+06    1.59453      Lin-Lin
 1.97E+06    1.58509      Lin-Lin
 1.98E+06    1.5777       Lin-Lin
 1.99E+06    1.57043      Lin-Lin
 2E+06       1.56329      Lin-Lin
 2.01E+06    1.55626      Lin-Lin
 2.02E+06    1.54934      Lin-Lin
 2.03E+06    1.54255      Lin-Lin
 2.04E+06    1.53589      Lin-Lin
 2.0425E+06  1.53458      Lin-Lin
 2.05E+06    1.53067      Lin-Lin
 2.06E+06    1.52559      Lin-Lin
 2.07E+06    1.52072      Lin-Lin
 2.08E+06    1.51608      Lin-Lin
 2.09E+06    1.51172      Lin-Lin
 2.1E+06     1.50772      Lin-Lin
 2.11E+06    1.50637      Lin-Lin
 2.12E+06    1.50566      Lin-Lin
 2.13E+06    1.50583      Lin-Lin
 2.14E+06    1.50725      Lin-Lin
 2.145E+06   1.50887      Lin-Lin
 2.15E+06    1.51161      Lin-Lin
 2.16E+06    1.52295      Lin-Lin
 2.165E+06   1.53063      Lin-Lin
 2.17E+06    1.54071      Lin-Lin
 2.175E+06   1.55379      Lin-Lin
 2.18E+06    1.5682       Lin-Lin
 2.19E+06    1.61337      Lin-Lin
 2.2E+06     1.68         Lin-Lin
 2.202E+06   1.6944       Lin-Lin
 2.208E+06   1.74198      Lin-Lin
 2.21E+06    1.75744      Lin-Lin
 2.212E+06   1.77267      Lin-Lin
 2.213E+06   1.77996      Lin-Lin
 2.214E+06   1.78713      Lin-Lin
 2.215E+06   1.79399      Lin-Lin
 2.216E+06   1.80078      Lin-Lin
 2.218E+06   1.81102      Lin-Lin
 2.22E+06    1.82005      Lin-Lin
 2.222E+06   1.82773      Lin-Lin
 2.224E+06   1.83068      Lin-Lin
 2.226E+06   1.83221      Lin-Lin
 2.228E+06   1.83237      Lin-Lin
 2.228E+06   1.83237      Lin-Lin
 2.23E+06    1.82746      Lin-Lin
 2.232E+06   1.82142      Lin-Lin
 2.234E+06   1.81439      Lin-Lin
 2.235E+06   1.81045      Lin-Lin
 2.236E+06   1.80527      Lin-Lin
 2.237E+06   1.79983      Lin-Lin
 2.24E+06    1.78308      Lin-Lin
 2.24E+06    1.78308      Lin-Lin
 2.242E+06   1.77145      Lin-Lin
 2.246E+06   1.74585      Lin-Lin
 2.25E+06    1.72019      Lin-Lin
 2.26E+06    1.66063      Lin-Lin
 2.27E+06    1.61349      Lin-Lin
 2.28E+06    1.57874      Lin-Lin
 2.285E+06   1.56372      Lin-Lin
 2.29E+06    1.55131      Lin-Lin
 2.3E+06     1.5298       Lin-Lin
 2.3E+06     1.5298       Lin-Lin
 2.31E+06    1.51197      Lin-Lin
 2.32E+06    1.4996       Lin-Lin
 2.33E+06    1.48845      Lin-Lin
 2.34E+06    1.47819      Lin-Lin
 2.35E+06    1.4715       Lin-Lin
 2.36E+06    1.46534      Lin-Lin
 2.37E+06    1.45958      Lin-Lin
 2.38E+06    1.45424      Lin-Lin
 2.39E+06    1.44898      Lin-Lin
 2.39E+06    1.44898      Lin-Lin
 2.4E+06     1.44504      Lin-Lin
 2.42E+06    1.43274      Lin-Lin
 2.44E+06    1.4215       Lin-Lin
 2.44E+06    1.4215       Lin-Lin
 2.44744E+06 1.42105      Lin-Lin
 2.46E+06    1.42087      Lin-Lin
 2.46868E+06 1.42714      Lin-Lin
 2.47488E+06 1.43163      Lin-Lin
 2.475E+06   1.4376       Lin-Lin
 2.47513E+06 1.45363      Lin-Lin
 2.47588E+06 1.58295      Lin-Lin
 2.47597E+06 1.59235      Lin-Lin
 2.476E+06   1.59307      Lin-Lin
 2.47607E+06 1.58962      Lin-Lin
 2.47621E+06 1.56933      Lin-Lin
 2.47692E+06 1.44832      Lin-Lin
 2.47702E+06 1.43667      Lin-Lin
 2.47713E+06 1.43228      Lin-Lin
 2.47939E+06 1.43017      Lin-Lin
 2.48E+06    1.4296       Lin-Lin
 2.485E+06   1.42548      Lin-Lin
 2.4875E+06  1.42355      Lin-Lin
 2.49E+06    1.42364      Lin-Lin
 2.4925E+06  1.42387      Lin-Lin
 2.495E+06   1.42535      Lin-Lin
 2.5E+06     1.43923      Lin-Lin
 2.5005E+06  1.44066      Lin-Lin
 2.505E+06   1.46178      Lin-Lin
 2.506E+06   1.4813       Lin-Lin
 2.5065E+06  1.49507      Lin-Lin
 2.507E+06   1.51152      Lin-Lin
 2.5075E+06  1.53411      Lin-Lin
 2.508E+06   1.56725      Lin-Lin
 2.50825E+06 1.58651      Lin-Lin
 2.5085E+06  1.60743      Lin-Lin
 2.509E+06   1.65984      Lin-Lin
 2.5095E+06  1.72003      Lin-Lin
 2.51E+06    1.77641      Lin-Lin
 2.5105E+06  1.79944      Lin-Lin
 2.511E+06   1.78079      Lin-Lin
 2.51113E+06 1.7668       Lin-Lin
 2.51138E+06 1.74013      Lin-Lin
 2.5115E+06  1.72585      Lin-Lin
 2.512E+06   1.66544      Lin-Lin
 2.5125E+06  1.61195      Lin-Lin
 2.51263E+06 1.60005      Lin-Lin
 2.513E+06   1.56749      Lin-Lin
 2.5135E+06  1.53483      Lin-Lin
 2.514E+06   1.51058      Lin-Lin
 2.5145E+06  1.49221      Lin-Lin
 2.515E+06   1.47718      Lin-Lin
 2.52E+06    1.42604      Lin-Lin
 2.525E+06   1.415        Lin-Lin
 2.53E+06    1.40802      Lin-Lin
 2.54E+06    1.40103      Lin-Lin
 2.56E+06    1.40399      Lin-Lin
 2.58E+06    1.40198      Lin-Lin
 2.6E+06     1.39303      Lin-Lin
 2.62E+06    1.39906      Lin-Lin
 2.63E+06    1.41726      Lin-Lin
 2.635E+06   1.42755      Lin-Lin
 2.64E+06    1.43887      Lin-Lin
 2.65E+06    1.42589      Lin-Lin
 2.65E+06    1.42589      Lin-Lin
 2.66E+06    1.38605      Lin-Lin
 2.67E+06    1.35611      Lin-Lin
 2.68E+06    1.35607      Lin-Lin
 2.69E+06    1.37496      Lin-Lin
 2.69031E+06 1.37601      Lin-Lin
 2.695E+06   1.40623      Lin-Lin
 2.7E+06     1.47425      Lin-Lin
 2.702E+06   1.51599      Lin-Lin
 2.703E+06   1.53751      Lin-Lin
 2.704E+06   1.55988      Lin-Lin
 2.706E+06   1.59863      Lin-Lin
 2.708E+06   1.61357      Lin-Lin
 2.71E+06    1.59663      Lin-Lin
 2.71E+06    1.59663      Lin-Lin
 2.712E+06   1.55487      Lin-Lin
 2.714E+06   1.50427      Lin-Lin
 2.716E+06   1.45523      Lin-Lin
 2.718E+06   1.41511      Lin-Lin
 2.718E+06   1.41511      Lin-Lin
 2.72E+06    1.38212      Lin-Lin
 2.725E+06   1.32813      Lin-Lin
 2.73E+06    1.29509      Lin-Lin
 2.735E+06   1.27404      Lin-Lin
 2.74E+06    1.25706      Lin-Lin
 2.75E+06    1.23206      Lin-Lin
 2.75E+06    1.23206      Lin-Lin
 2.755E+06   1.22808      Lin-Lin
 2.755E+06   1.22808      Lin-Lin
 2.76E+06    1.23706      Lin-Lin
 2.77E+06    1.274        Lin-Lin
 2.775E+06   1.29346      Lin-Lin
 2.78E+06    1.31285      Lin-Lin
 2.7875E+06  1.34359      Lin-Lin
 2.79E+06    1.35383      Lin-Lin
 2.8E+06     1.38794      Lin-Lin
 2.82E+06    1.42197      Lin-Lin
 2.84E+06    1.43997      Lin-Lin
 2.86E+06    1.44501      Lin-Lin
 2.88E+06    1.45722      Lin-Lin
 2.885E+06   1.49535      Lin-Lin
 2.89E+06    1.57736      Lin-Lin
 2.892E+06   1.57574      Lin-Lin
 2.89206E+06 1.57559      Lin-Lin
 2.894E+06   1.54045      Lin-Lin
 2.896E+06   1.50125      Lin-Lin
 2.898E+06   1.47221      Lin-Lin
 2.9E+06     1.45406      Lin-Lin
 2.90025E+06 1.45203      Lin-Lin
 2.901E+06   1.446        Lin-Lin
 2.902E+06   1.43909      Lin-Lin
 2.906E+06   1.42274      Lin-Lin
 2.908E+06   1.39776      Lin-Lin
 2.91E+06    1.40822      Lin-Lin
 2.91E+06    1.40822      Lin-Lin
 2.912E+06   1.42439      Lin-Lin
 2.914E+06   1.45861      Lin-Lin
 2.918E+06   1.49093      Lin-Lin
 2.92E+06    1.49893      Lin-Lin
 2.925E+06   1.51124      Lin-Lin
 2.93E+06    1.52706      Lin-Lin
 2.935E+06   1.55114      Lin-Lin
 2.94E+06    1.59118      Lin-Lin
 2.942E+06   1.6161       Lin-Lin
 2.944E+06   1.65027      Lin-Lin
 2.9445E+06  1.6596       Lin-Lin
 2.946E+06   1.6953       Lin-Lin
 2.948E+06   1.76059      Lin-Lin
 2.95E+06    1.85579      Lin-Lin
 2.952E+06   1.98976      Lin-Lin
 2.954E+06   2.16503      Lin-Lin
 2.955E+06   2.2545       Lin-Lin
 2.95575E+06 2.3118       Lin-Lin
 2.956E+06   2.33092      Lin-Lin
 2.957E+06   2.37853      Lin-Lin
 2.95781E+06 2.38486      Lin-Lin
 2.958E+06   2.38457      Lin-Lin
 2.9585E+06  2.36662      Lin-Lin
 2.959E+06   2.34869      Lin-Lin
 2.959E+06   2.34869      Lin-Lin
 2.95991E+06 2.28591      Lin-Lin
 2.96E+06    2.27927      Lin-Lin
 2.96016E+06 2.26571      Lin-Lin
 2.961E+06   2.1915       Lin-Lin
 2.962E+06   2.10253      Lin-Lin
 2.964E+06   1.94479      Lin-Lin
 2.96594E+06 1.83323      Lin-Lin
 2.966E+06   1.82969      Lin-Lin
 2.96625E+06 1.81984      Lin-Lin
 2.968E+06   1.75147      Lin-Lin
 2.97E+06    1.69742      Lin-Lin
 2.97031E+06 1.69281      Lin-Lin
 2.975E+06   1.62428      Lin-Lin
 2.98E+06    1.59131      Lin-Lin
 2.985E+06   1.57507      Lin-Lin
 2.99E+06    1.56808      Lin-Lin
 3E+06       1.57389      Lin-Lin
 3.0025E+06  1.57614      Lin-Lin
 3.02E+06    1.58409      Lin-Lin
 3.04E+06    1.59799      Lin-Lin
 3.05E+06    1.60963      Lin-Lin
 3.06E+06    1.63204      Lin-Lin
 3.07E+06    1.67107      Lin-Lin
 3.075E+06   1.70005      Lin-Lin
 3.08E+06    1.73291      Lin-Lin
 3.085E+06   1.75497      Lin-Lin
 3.09E+06    1.75194      Lin-Lin
 3.09E+06    1.75194      Lin-Lin
 3.095E+06   1.72603      Lin-Lin
 3.0975E+06  1.71188      Lin-Lin
 3.1E+06     1.69679      Lin-Lin
 3.105E+06   1.67142      Lin-Lin
 3.11E+06    1.65384      Lin-Lin
 3.12E+06    1.63304      Lin-Lin
 3.13E+06    1.6228       Lin-Lin
 3.14E+06    1.6192       Lin-Lin
 3.14969E+06 1.61707      Lin-Lin
 3.15E+06    1.61785      Lin-Lin
 3.16E+06    1.64806      Lin-Lin
 3.17E+06    1.69806      Lin-Lin
 3.18E+06    1.76403      Lin-Lin
 3.19E+06    1.8392       Lin-Lin
 3.195E+06   1.87191      Lin-Lin
 3.2E+06     1.89365      Lin-Lin
 3.21E+06    1.89169      Lin-Lin
 3.22E+06    1.83493      Lin-Lin
 3.23E+06    1.76104      Lin-Lin
 3.24E+06    1.69635      Lin-Lin
 3.25E+06    1.64807      Lin-Lin
 3.26E+06    1.61408      Lin-Lin
 3.28E+06    1.57208      Lin-Lin
 3.3E+06     1.55007      Lin-Lin
 3.32E+06    1.53696      Lin-Lin
 3.34E+06    1.52901      Lin-Lin
 3.36E+06    1.53233      Lin-Lin
 3.38E+06    1.53724      Lin-Lin
 3.4E+06     1.5342       Lin-Lin
 3.42E+06    1.51803      Lin-Lin
 3.44E+06    1.51403      Lin-Lin
 3.46E+06    1.52108      Lin-Lin
 3.48E+06    1.57101      Lin-Lin
 3.48031E+06 1.57212      Lin-Lin
 3.485E+06   1.60412      Lin-Lin
 3.49E+06    1.65833      Lin-Lin
 3.495E+06   1.7494       Lin-Lin
 3.5E+06     1.8983       Lin-Lin
 3.502E+06   1.9761       Lin-Lin
 3.504E+06   2.05856      Lin-Lin
 3.506E+06   2.1377       Lin-Lin
 3.508E+06   2.19645      Lin-Lin
 3.51E+06    2.22022      Lin-Lin
 3.512E+06   2.20024      Lin-Lin
 3.512E+06   2.20024      Lin-Lin
 3.514E+06   2.14257      Lin-Lin
 3.516E+06   2.06405      Lin-Lin
 3.519E+06   1.93724      Lin-Lin
 3.5205E+06  1.87773      Lin-Lin
 3.522E+06   1.82613      Lin-Lin
 3.523E+06   1.79396      Lin-Lin
 3.524E+06   1.78246      Lin-Lin
 3.526E+06   1.78065      Lin-Lin
 3.527E+06   1.7811       Lin-Lin
 3.528E+06   1.78018      Lin-Lin
 3.53E+06    1.78087      Lin-Lin
 3.531E+06   1.78144      Lin-Lin
 3.54E+06    1.7862       Lin-Lin
 3.55E+06    1.8131       Lin-Lin
 3.552E+06   1.828        Lin-Lin
 3.554E+06   1.84434      Lin-Lin
 3.555E+06   1.85451      Lin-Lin
 3.556E+06   1.86745      Lin-Lin
 3.558E+06   1.89826      Lin-Lin
 3.56E+06    1.9432       Lin-Lin
 3.562E+06   2.00318      Lin-Lin
 3.566E+06   2.15872      Lin-Lin
 3.568E+06   2.21238      Lin-Lin
 3.56975E+06 2.21037      Lin-Lin
 3.57E+06    2.20924      Lin-Lin
 3.572E+06   2.14861      Lin-Lin
 3.572E+06   2.14861      Lin-Lin
 3.574E+06   2.06597      Lin-Lin
 3.575E+06   2.02551      Lin-Lin
 3.576E+06   1.98633      Lin-Lin
 3.578E+06   1.92322      Lin-Lin
 3.579E+06   1.89689      Lin-Lin
 3.58E+06    1.87457      Lin-Lin
 3.585E+06   1.80212      Lin-Lin
 3.587E+06   1.78648      Lin-Lin
 3.59E+06    1.76309      Lin-Lin
 3.595E+06   1.74008      Lin-Lin
 3.6E+06     1.72507      Lin-Lin
 3.61E+06    1.70303      Lin-Lin
 3.61E+06    1.70303      Lin-Lin
 3.62E+06    1.6877       Lin-Lin
 3.63E+06    1.67395      Lin-Lin
 3.64E+06    1.66531      Lin-Lin
 3.65E+06    1.6635       Lin-Lin
 3.66E+06    1.66199      Lin-Lin
 3.67E+06    1.66251      Lin-Lin
 3.67067E+06 1.66275      Lin-Lin
 3.68E+06    1.66183      Lin-Lin
 3.69E+06    1.66403      Lin-Lin
 3.69E+06    1.66403      Lin-Lin
 3.7E+06     1.66818      Lin-Lin
 3.71E+06    1.67301      Lin-Lin
 3.72E+06    1.67806      Lin-Lin
 3.73E+06    1.68345      Lin-Lin
 3.75E+06    1.69806      Lin-Lin
 3.7625E+06  1.7081       Lin-Lin
 3.8E+06     1.73802      Lin-Lin
 3.825E+06   1.76514      Lin-Lin
 3.85E+06    1.79338      Lin-Lin
 3.86E+06    1.80509      Lin-Lin
 3.9E+06     1.85904      Lin-Lin
 3.91E+06    1.87254      Lin-Lin
 3.92E+06    1.88688      Lin-Lin
 3.93E+06    1.89747      Lin-Lin
 3.94E+06    1.90797      Lin-Lin
 3.95E+06    1.91143      Lin-Lin
 3.96E+06    1.91702      Lin-Lin
 3.98E+06    1.93515      Lin-Lin
 4E+06       1.95208      Lin-Lin
 4.02E+06    2.0009       Lin-Lin
 4.025E+06   2.0187       Lin-Lin
 4.02822E+06 2.03006      Lin-Lin
 4.05E+06    2.10695      Lin-Lin
 4.06E+06    2.11782      Lin-Lin
 4.07E+06    2.10489      Lin-Lin
 4.08E+06    2.08593      Lin-Lin
 4.09E+06    2.07199      Lin-Lin
 4.1E+06     2.0651       Lin-Lin
 4.1E+06     2.0651       Lin-Lin
 4.11E+06    2.08009      Lin-Lin
 4.125E+06   2.1441       Lin-Lin
 4.13E+06    2.16402      Lin-Lin
 4.15E+06    2.23607      Lin-Lin
 4.17E+06    2.31052      Lin-Lin
 4.18E+06    2.33925      Lin-Lin
 4.19E+06    2.33848      Lin-Lin
 4.2E+06     2.31131      Lin-Lin
 4.20062E+06 2.3097       Lin-Lin
 4.23249E+06 2.19576      Lin-Lin
 4.25E+06    2.12266      Lin-Lin
 4.26E+06    2.0787       Lin-Lin
 4.29E+06    1.958        Lin-Lin
 4.3E+06     1.92028      Lin-Lin
 4.30216E+06 1.91224      Lin-Lin
 4.30432E+06 1.90682      Lin-Lin
 4.35E+06    1.79202      Lin-Lin
 4.4E+06     1.6898       Lin-Lin
 4.42E+06    1.65504      Lin-Lin
 4.44E+06    1.62723      Lin-Lin
 4.45E+06    1.61756      Lin-Lin
 4.455E+06   1.61667      Lin-Lin
 4.46E+06    1.61507      Lin-Lin
 4.48E+06    1.62909      Lin-Lin
 4.5E+06     1.67217      Lin-Lin
 4.50063E+06 1.67364      Lin-Lin
 4.50625E+06 1.67928      Lin-Lin
 4.51E+06    1.68289      Lin-Lin
 4.52031E+06 1.65959      Lin-Lin
 4.525E+06   1.63705      Lin-Lin
 4.53E+06    1.60704      Lin-Lin
 4.535E+06   1.57325      Lin-Lin
 4.54E+06    1.55743      Lin-Lin
 4.55E+06    1.60103      Lin-Lin
 4.55E+06    1.60103      Lin-Lin
 4.565E+06   1.67748      Lin-Lin
 4.57E+06    1.70395      Lin-Lin
 4.58E+06    1.75089      Lin-Lin
 4.59E+06    1.78084      Lin-Lin
 4.6E+06     1.78294      Lin-Lin
 4.6E+06     1.78294      Lin-Lin
 4.61E+06    1.75387      Lin-Lin
 4.62E+06    1.69894      Lin-Lin
 4.63E+06    1.63099      Lin-Lin
 4.64E+06    1.55903      Lin-Lin
 4.65E+06    1.49239      Lin-Lin
 4.66E+06    1.42909      Lin-Lin
 4.68E+06    1.3301       Lin-Lin
 4.7E+06     1.25634      Lin-Lin
 4.71E+06    1.22701      Lin-Lin
 4.72E+06    1.19705      Lin-Lin
 4.735E+06   1.16711      Lin-Lin
 4.75E+06    1.13401      Lin-Lin
 4.755E+06   1.12379      Lin-Lin
 4.76E+06    1.11302      Lin-Lin
 4.78E+06    1.07703      Lin-Lin
 4.8E+06     1.04875      Lin-Lin
 4.82E+06    1.02805      Lin-Lin
 4.84E+06    1.01852      Lin-Lin
 4.85E+06    1.01704      Lin-Lin
 4.86E+06    1.01701      Lin-Lin
