#LIBRARY    ENDF/B-VIII.0
#REACTION   C-12(N,EL)C-12-L0,SIG
#NUCLEUS    C-12
#MF         3
#MT         2
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 1.11E+07    0.868582     Lin-Lin
 1.117E+07   0.886872     Lin-Lin
 1.125E+07   0.875583     Lin-Lin
 1.13E+07    0.873054     Lin-Lin
 1.14E+07    0.872795     Lin-Lin
 1.15E+07    0.864436     Lin-Lin
 1.1553E+07  0.851456     Lin-Lin
 1.1708E+07  0.838457     Lin-Lin
 1.175E+07   0.853477     Lin-Lin
 1.1751E+07  0.848597     Lin-Lin
 1.18E+07    0.857788     Lin-Lin
 1.1828E+07  0.870068     Lin-Lin
 1.19E+07    0.904818     Lin-Lin
 1.1909E+07  0.900838     Lin-Lin
 1.1917E+07  0.912628     Lin-Lin
 1.2E+07     0.899449     Lin-Lin
 1.205E+07   0.909919     Lin-Lin
 1.2053E+07  0.913379     Lin-Lin
 1.2088E+07  0.910339     Lin-Lin
 1.21E+07    0.910989     Lin-Lin
 1.2196E+07  0.871888     Lin-Lin
 1.2224E+07  0.865037     Lin-Lin
 1.225E+07   0.861207     Lin-Lin
 1.23E+07    0.848477     Lin-Lin
 1.24E+07    0.839226     Lin-Lin
 1.2553E+07  0.864174     Lin-Lin
 1.2599E+07  0.869753     Lin-Lin
 1.27E+07    0.887251     Lin-Lin
 1.2738E+07  0.889501     Lin-Lin
 1.2792E+07  0.90672      Lin-Lin
 1.29E+07    0.919468     Lin-Lin
 1.299E+07   0.943646     Lin-Lin
 1.3053E+07  0.936835     Lin-Lin
 1.312E+07   0.935612     Lin-Lin
 1.325E+07   0.924877     Lin-Lin
 1.328E+07   0.914516     Lin-Lin
 1.33E+07    0.915605     Lin-Lin
 1.34876E+07 0.905925     Lin-Lin
 1.35E+07    0.905288     Lin-Lin
 1.354E+07   0.910096     Lin-Lin
 1.3553E+07  0.909436     Lin-Lin
 1.3587E+07  0.909454     Lin-Lin
 1.3646E+07  0.895591     Lin-Lin
 1.3767E+07  0.880875     Lin-Lin
 1.3822E+07  0.860033     Lin-Lin
 1.3965E+07  0.841346     Lin-Lin
 1.4E+07     0.819214     Lin-Lin
 1.4053E+07  0.824942     Lin-Lin
 1.4182E+07  0.831456     Lin-Lin
 1.425E+07   0.837264     Lin-Lin
 1.4364E+07  0.830299     Lin-Lin
 1.4419E+07  0.824366     Lin-Lin
 1.4472E+07  0.837894     Lin-Lin
 1.4553E+07  0.853805     Lin-Lin
 1.4566E+07  0.854598     Lin-Lin
 1.4653E+07  0.88011      Lin-Lin
 1.4694E+07  0.894546     Lin-Lin
 1.475E+07   0.898931     Lin-Lin
 1.4767E+07  0.897346     Lin-Lin
 1.4807E+07  0.902144     Lin-Lin
 1.4812E+07  0.903994     Lin-Lin
 1.4863E+07  0.911329     Lin-Lin
 1.4888E+07  0.913378     Lin-Lin
 1.4892E+07  0.9191       Lin-Lin
 1.4909E+07  0.921915     Lin-Lin
 1.4927E+07  0.919858     Lin-Lin
 1.4962E+07  0.918806     Lin-Lin
 1.4996E+07  0.923026     Lin-Lin
 1.5E+07     0.917548     Lin-Lin
 1.5045E+07  0.928572     Lin-Lin
 1.5053E+07  0.932151     Lin-Lin
 1.5093E+07  0.941588     Lin-Lin
 1.5248E+07  0.958816     Lin-Lin
 1.5263E+07  0.958981     Lin-Lin
 1.5448E+07  0.985393     Lin-Lin
 1.55E+07    0.988861     Lin-Lin
 1.5553E+07  0.993887     Lin-Lin
 1.5731E+07  1.00629      Lin-Lin
 1.59529E+07 1.02441      Lin-Lin
 1.5966E+07  1.02548      Lin-Lin
 1.597E+07   1.03131      Lin-Lin
 1.599E+07   1.02846      Lin-Lin
 1.6E+07     1.03379      Lin-Lin
 1.6053E+07  1.01889      Lin-Lin
 1.6256E+07  0.983683     Lin-Lin
 1.6347E+07  0.955068     Lin-Lin
 1.6443E+07  0.952655     Lin-Lin
 1.6532E+07  0.946921     Lin-Lin
 1.6695E+07  0.919507     Lin-Lin
 1.6824E+07  0.907307     Lin-Lin
 1.6974E+07  0.896581     Lin-Lin
 1.7053E+07  0.896787     Lin-Lin
 1.7074E+07  0.899245     Lin-Lin
 1.7138E+07  0.887251     Lin-Lin
 1.73E+07    0.870804     Lin-Lin
 1.7301E+07  0.885246     Lin-Lin
 1.7467E+07  0.873325     Lin-Lin
 1.7553E+07  0.880394     Lin-Lin
 1.7616E+07  0.887312     Lin-Lin
 1.7687E+07  0.889651     Lin-Lin
 1.79E+07    0.905948     Lin-Lin
 1.7901E+07  0.908697     Lin-Lin
 1.8E+07     0.91753      Lin-Lin
 1.8053E+07  0.929511     Lin-Lin
 1.8087E+07  0.923401     Lin-Lin
 1.8158E+07  0.935798     Lin-Lin
 1.8273E+07  0.928914     Lin-Lin
 1.846E+07   0.922802     Lin-Lin
 1.8516E+07  0.933339     Lin-Lin
 1.87E+07    0.952846     Lin-Lin
 1.8833E+07  0.956963     Lin-Lin
 1.9053E+07  0.973142     Lin-Lin
 1.9185E+07  0.977738     Lin-Lin
 1.94557E+07 0.980762     Lin-Lin
 1.9553E+07  0.98185      Lin-Lin
 1.96E+07    0.979533     Lin-Lin
 1.9794E+07  0.985739     Lin-Lin
 1.9892E+07  0.99153      Lin-Lin
 2E+07       0.980716     Lin-Lin
 2E+07       1.016        Lin-Lin
 2.02822E+07 1.00264      Lin-Lin
 2.02955E+07 1.00201      Lin-Lin
 2.05818E+07 0.975586     Lin-Lin
 2.08722E+07 0.948794     Lin-Lin
 2.1E+07     0.937        Lin-Lin
 2.12963E+07 0.931075     Lin-Lin
 2.15967E+07 0.925066     Lin-Lin
 2.19014E+07 0.918972     Lin-Lin
 2.2E+07     0.917        Lin-Lin
 2.23104E+07 0.918552     Lin-Lin
 2.26251E+07 0.920126     Lin-Lin
 2.29443E+07 0.921722     Lin-Lin
 2.3E+07     0.922        Lin-Lin
 2.33245E+07 0.926867     Lin-Lin
 2.36536E+07 0.931803     Lin-Lin
 2.39873E+07 0.936809     Lin-Lin
 2.4E+07     0.937        Lin-Lin
 2.42789E+07 0.934134     Lin-Lin
 2.46215E+07 0.92647      Lin-Lin
 2.49688E+07 0.918697     Lin-Lin
 2.5E+07     0.918        Lin-Lin
 2.53527E+07 0.916016     Lin-Lin
 2.57104E+07 0.914005     Lin-Lin
 2.6E+07     0.912376     Lin-Lin
 2.63668E+07 0.909188     Lin-Lin
 2.67388E+07 0.905954     Lin-Lin
 2.70587E+07 0.903174     Lin-Lin
 2.74404E+07 0.897788     Lin-Lin
 2.78276E+07 0.892326     Lin-Lin
 2.82202E+07 0.886786     Lin-Lin
 2.86183E+07 0.881169     Lin-Lin
 2.9022E+07  0.875472     Lin-Lin
 2.94315E+07 0.869695     Lin-Lin
 2.98467E+07 0.863837     Lin-Lin
 3.02678E+07 0.857895     Lin-Lin
 3.06948E+07 0.85187      Lin-Lin
 3.1E+07     0.847565     Lin-Lin
 3.14374E+07 0.842116     Lin-Lin
 3.18809E+07 0.83659      Lin-Lin
 3.23307E+07 0.830986     Lin-Lin
 3.27868E+07 0.825303     Lin-Lin
 3.32494E+07 0.81954      Lin-Lin
 3.37184E+07 0.813695     Lin-Lin
 3.41941E+07 0.807768     Lin-Lin
 3.46766E+07 0.801758     Lin-Lin
 3.51658E+07 0.795663     Lin-Lin
 3.56619E+07 0.789481     Lin-Lin
 3.6E+07     0.785269     Lin-Lin
 3.65079E+07 0.778035     Lin-Lin
 3.7023E+07  0.770699     Lin-Lin
 3.75453E+07 0.76326      Lin-Lin
 3.8075E+07  0.755715     Lin-Lin
 3.86121E+07 0.748065     Lin-Lin
 3.91569E+07 0.740306     Lin-Lin
 3.97093E+07 0.732438     Lin-Lin
 4.02696E+07 0.724458     Lin-Lin
 4.08377E+07 0.716367     Lin-Lin
 4.1E+07     0.714055     Lin-Lin
 4.15784E+07 0.706533     Lin-Lin
 4.2165E+07  0.698906     Lin-Lin
 4.27599E+07 0.691171     Lin-Lin
 4.33632E+07 0.683326     Lin-Lin
 4.39749E+07 0.675371     Lin-Lin
 4.45954E+07 0.667304     Lin-Lin
 4.5E+07     0.662043     Lin-Lin
 4.56349E+07 0.654481     Lin-Lin
 4.62787E+07 0.646812     Lin-Lin
 4.69316E+07 0.639036     Lin-Lin
 4.75937E+07 0.63115      Lin-Lin
 4.82652E+07 0.623152     Lin-Lin
 4.89461E+07 0.615042     Lin-Lin
 4.9E+07     0.6144       Lin-Lin
 4.96913E+07 0.60681      Lin-Lin
 5.03924E+07 0.599112     Lin-Lin
 5.11033E+07 0.591307     Lin-Lin
 5.18243E+07 0.583391     Lin-Lin
 5.25554E+07 0.575363     Lin-Lin
 5.3E+07     0.570482     Lin-Lin
 5.37477E+07 0.563111     Lin-Lin
 5.4506E+07  0.555635     Lin-Lin
 5.5275E+07  0.548054     Lin-Lin
 5.60548E+07 0.540367     Lin-Lin
 5.68457E+07 0.53257      Lin-Lin
 5.7E+07     0.531049     Lin-Lin
 5.78042E+07 0.523888     Lin-Lin
 5.86197E+07 0.516627     Lin-Lin
 5.94467E+07 0.509263     Lin-Lin
 6.02854E+07 0.501795     Lin-Lin
 6.1E+07     0.495432     Lin-Lin
 6.18606E+07 0.48855      Lin-Lin
 6.27333E+07 0.481572     Lin-Lin
 6.36184E+07 0.474495     Lin-Lin
 6.45159E+07 0.467318     Lin-Lin
 6.5E+07     0.463447     Lin-Lin
 6.5917E+07  0.456862     Lin-Lin
 6.6847E+07  0.450185     Lin-Lin
 6.77901E+07 0.443413     Lin-Lin
 6.87465E+07 0.436546     Lin-Lin
 6.9E+07     0.434725     Lin-Lin
 6.99735E+07 0.428423     Lin-Lin
 7.09607E+07 0.422032     Lin-Lin
 7.19618E+07 0.41555      Lin-Lin
 7.2977E+07  0.408977     Lin-Lin
 7.4E+07     0.402355     Lin-Lin
 7.5044E+07  0.396222     Lin-Lin
 7.61027E+07 0.390002     Lin-Lin
 7.71764E+07 0.383694     Lin-Lin
 7.8E+07     0.378856     Lin-Lin
 7.91004E+07 0.373071     Lin-Lin
 8.02164E+07 0.367204     Lin-Lin
 8.13481E+07 0.361254     Lin-Lin
 8.24958E+07 0.35522      Lin-Lin
 8.36597E+07 0.349101     Lin-Lin
 8.4E+07     0.347312     Lin-Lin
 8.51851E+07 0.341305     Lin-Lin
 8.63869E+07 0.335214     Lin-Lin
 8.76057E+07 0.329036     Lin-Lin
 8.88416E+07 0.322771     Lin-Lin
 9.0095E+07  0.316418     Lin-Lin
 9.1E+07     0.311831     Lin-Lin
 9.22838E+07 0.304684     Lin-Lin
 9.35858E+07 0.297437     Lin-Lin
 9.49061E+07 0.290087     Lin-Lin
 9.62451E+07 0.282633     Lin-Lin
 9.76029E+07 0.275074     Lin-Lin
 9.89799E+07 0.267408     Lin-Lin
 9.9E+07     0.267297     Lin-Lin
 1.00397E+08 0.259981     Lin-Lin
 1.01813E+08 0.252562     Lin-Lin
 1.0325E+08  0.245039     Lin-Lin
 1.04E+08    0.241108     Lin-Lin
 1.05467E+08 0.233866     Lin-Lin
 1.06E+08    0.231236     Lin-Lin
 1.07495E+08 0.224432     Lin-Lin
 1.08E+08    0.222136     Lin-Lin
 1.09524E+08 0.215938     Lin-Lin
 1.1E+08     0.214        Lin-Lin
 1.11552E+08 0.208671     Lin-Lin
 1.12E+08    0.207132     Lin-Lin
 1.1358E+08  0.202637     Lin-Lin
 1.15183E+08 0.198079     Lin-Lin
 1.16E+08    0.195753     Lin-Lin
 1.17637E+08 0.191154     Lin-Lin
 1.18E+08    0.190133     Lin-Lin
 1.19665E+08 0.184988     Lin-Lin
 1.21353E+08 0.179771     Lin-Lin
 1.23065E+08 0.17448      Lin-Lin
 1.24E+08    0.171591     Lin-Lin
 1.25749E+08 0.166644     Lin-Lin
 1.27524E+08 0.161626     Lin-Lin
 1.28E+08    0.160278     Lin-Lin
 1.29806E+08 0.155624     Lin-Lin
 1.31637E+08 0.150903     Lin-Lin
 1.32E+08    0.149968     Lin-Lin
 1.33862E+08 0.145603     Lin-Lin
 1.35751E+08 0.141176     Lin-Lin
 1.36E+08    0.140592     Lin-Lin
 1.37919E+08 0.136471     Lin-Lin
 1.39864E+08 0.132291     Lin-Lin
 1.4E+08     0.132        Lin-Lin
 1.41975E+08 0.12805      Lin-Lin
 1.43978E+08 0.124044     Lin-Lin
 1.44E+08    0.124        Lin-Lin
 1.46032E+08 0.120205     Lin-Lin
 1.48E+08    0.116528     Lin-Lin
 1.5E+08     0.113        Lin-Lin
#END
