#LIBRARY    ENDF/B-VIII.0
#REACTION   C-12(N,TOT),SIG
#NUCLEUS    C-12
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 6.254E+06   1.78851      Lin-Lin
 6.258E+06   1.88149      Lin-Lin
 6.262E+06   1.98845      Lin-Lin
 6.266E+06   2.10965      Lin-Lin
 6.27E+06    2.24536      Lin-Lin
 6.272E+06   2.31413      Lin-Lin
 6.276E+06   2.45402      Lin-Lin
 6.279E+06   2.55907      Lin-Lin
 6.282E+06   2.65153      Lin-Lin
 6.284E+06   2.70254      Lin-Lin
 6.285E+06   2.72259      Lin-Lin
 6.286E+06   2.74263      Lin-Lin
 6.288E+06   2.76965      Lin-Lin
 6.29E+06    2.78153      Lin-Lin
 6.291E+06   2.78042      Lin-Lin
 6.292E+06   2.77828      Lin-Lin
 6.293E+06   2.76906      Lin-Lin
 6.294E+06   2.759        Lin-Lin
 6.295E+06   2.74221      Lin-Lin
 6.296E+06   2.72442      Lin-Lin
 6.298E+06   2.67673      Lin-Lin
 6.301E+06   2.58396      Lin-Lin
 6.304E+06   2.47385      Lin-Lin
 6.305E+06   2.43506      Lin-Lin
 6.313E+06   2.12151      Lin-Lin
 6.314E+06   2.08544      Lin-Lin
 6.316E+06   2.0145       Lin-Lin
 6.318E+06   1.95002      Lin-Lin
 6.319E+06   1.91835      Lin-Lin
 6.32E+06    1.88964      Lin-Lin
 6.322E+06   1.83318      Lin-Lin
 6.324E+06   1.78475      Lin-Lin
 6.325E+06   1.76118      Lin-Lin
 6.326E+06   1.74042      Lin-Lin
 6.328E+06   1.70036      Lin-Lin
 6.33E+06    1.6681       Lin-Lin
 6.331E+06   1.65292      Lin-Lin
 6.332E+06   1.64007      Lin-Lin
 6.334E+06   1.61653      Lin-Lin
 6.336E+06   1.59929      Lin-Lin
 6.338E+06   1.58806      Lin-Lin
 6.34E+06    1.57917      Lin-Lin
 6.342E+06   1.57554      Lin-Lin
 6.346E+06   1.57049      Lin-Lin
 6.348E+06   1.56637      Lin-Lin
 6.35E+06    1.5592       Lin-Lin
 6.352E+06   1.54788      Lin-Lin
 6.354E+06   1.53195      Lin-Lin
 6.356E+06   1.51164      Lin-Lin
 6.358E+06   1.48766      Lin-Lin
 6.36E+06    1.46283      Lin-Lin
 6.362E+06   1.43629      Lin-Lin
 6.365E+06   1.3983       Lin-Lin
 6.37E+06    1.34099      Lin-Lin
 6.375E+06   1.29341      Lin-Lin
 6.38E+06    1.25463      Lin-Lin
 6.385E+06   1.22382      Lin-Lin
 6.3875E+06  1.20983      Lin-Lin
 6.39E+06    1.19678      Lin-Lin
 6.395E+06   1.17568      Lin-Lin
 6.4E+06     1.15628      Lin-Lin
 6.41E+06    1.12639      Lin-Lin
 6.42E+06    1.10409      Lin-Lin
 6.425E+06   1.09405      Lin-Lin
 6.43E+06    1.08558      Lin-Lin
 6.435E+06   1.07788      Lin-Lin
 6.44E+06    1.07099      Lin-Lin
 6.45E+06    1.06597      Lin-Lin
 6.455E+06   1.06398      Lin-Lin
 6.47E+06    1.06021      Lin-Lin
 6.49E+06    1.05752      Lin-Lin
 6.5E+06     1.04711      Lin-Lin
 6.51E+06    1.0367       Lin-Lin
 6.51031E+06 1.03663      Lin-Lin
 6.54E+06    0.971956     Lin-Lin
 6.553E+06   0.895255     Lin-Lin
 6.5565E+06  0.872401     Lin-Lin
 6.56E+06    0.848637     Lin-Lin
 6.57E+06    0.769684     Lin-Lin
 6.58E+06    0.732474     Lin-Lin
 6.59E+06    0.743281     Lin-Lin
 6.59E+06    0.743281     Lin-Lin
 6.6E+06     0.737995     Lin-Lin
 6.62E+06    0.781714     Lin-Lin
 6.64E+06    0.764334     Lin-Lin
 6.65575E+06 0.914362     Lin-Lin
 6.658E+06   0.934802     Lin-Lin
 6.665E+06   0.863873     Lin-Lin
 6.66512E+06 0.862891     Lin-Lin
 6.67E+06    0.849161     Lin-Lin
 6.68E+06    0.842833     Lin-Lin
 6.7E+06     0.836595     Lin-Lin
 6.75E+06    0.815845     Lin-Lin
 6.81E+06    0.797902     Lin-Lin
 6.92E+06    0.769906     Lin-Lin
 7E+06       0.745093     Lin-Lin
 7.053E+06   0.749094     Lin-Lin
 7.1E+06     0.748846     Lin-Lin
 7.14E+06    0.768107     Lin-Lin
 7.14E+06    0.768107     Lin-Lin
 7.18E+06    0.797731     Lin-Lin
 7.2E+06     0.844631     Lin-Lin
 7.22E+06    0.878283     Lin-Lin
 7.2225E+06  0.88274      Lin-Lin
 7.225E+06   0.887943     Lin-Lin
 7.25E+06    0.97679      Lin-Lin
 7.27E+06    1.06917      Lin-Lin
 7.28E+06    1.1388       Lin-Lin
 7.34E+06    1.64467      Lin-Lin
 7.35E+06    1.75546      Lin-Lin
 7.36E+06    1.75585      Lin-Lin
 7.37E+06    1.80819      Lin-Lin
 7.4E+06     1.78244      Lin-Lin
 7.40125E+06 1.78074      Lin-Lin
 7.42E+06    1.77081      Lin-Lin
 7.47E+06    1.75565      Lin-Lin
 7.529E+06   1.75391      Lin-Lin
 7.542E+06   1.73468      Lin-Lin
 7.553E+06   1.7252       Lin-Lin
 7.594E+06   1.70363      Lin-Lin
 7.62E+06    1.70106      Lin-Lin
 7.64938E+06 1.72205      Lin-Lin
 7.65E+06    1.72416      Lin-Lin
 7.66112E+06 1.7617       Lin-Lin
 7.667E+06   1.7823       Lin-Lin
 7.68E+06    1.80891      Lin-Lin
 7.698E+06   1.92704      Lin-Lin
 7.7E+06     1.933        Lin-Lin
 7.725E+06   2.2252       Lin-Lin
 7.745E+06   2.42464      Lin-Lin
 7.75E+06    2.3921       Lin-Lin
 7.767E+06   2.29278      Lin-Lin
 7.77E+06    2.27298      Lin-Lin
 7.789E+06   2.14338      Lin-Lin
 7.81E+06    2.05397      Lin-Lin
 7.819E+06   2.05878      Lin-Lin
 7.86E+06    2.00173      Lin-Lin
 7.8864E+06  1.96984      Lin-Lin
 7.888E+06   1.94962      Lin-Lin
 7.897E+06   1.94564      Lin-Lin
 7.93E+06    1.91262      Lin-Lin
 7.936E+06   1.8916       Lin-Lin
 8E+06       1.85292      Lin-Lin
 8.005E+06   1.86302      Lin-Lin
 8.01E+06    1.81766      Lin-Lin
 8.014E+06   1.85428      Lin-Lin
 8.044E+06   1.84337      Lin-Lin
 8.053E+06   1.8824       Lin-Lin
 8.079E+06   1.88453      Lin-Lin
 8.08E+06    1.8765       Lin-Lin
 8.1E+06     1.8871       Lin-Lin
 8.10002E+06 1.88715      Lin-Lin
 8.101E+06   1.90256      Lin-Lin
 8.105E+06   1.88791      Lin-Lin
 8.109E+06   1.86761      Lin-Lin
 8.12E+06    1.85         Lin-Lin
 8.131E+06   1.81403      Lin-Lin
 8.138E+06   1.7984       Lin-Lin
 8.16E+06    1.71476      Lin-Lin
 8.166E+06   1.66998      Lin-Lin
 8.2E+06     1.51703      Lin-Lin
 8.21E+06    1.47121      Lin-Lin
 8.24E+06    1.39998      Lin-Lin
 8.28E+06    1.29975      Lin-Lin
 8.2958E+06  1.26342      Lin-Lin
 8.2962E+06  1.25964      Lin-Lin
 8.32E+06    1.23412      Lin-Lin
 8.33E+06    1.21346      Lin-Lin
 8.4E+06     1.13705      Lin-Lin
 8.426E+06   1.13554      Lin-Lin
 8.448E+06   1.11801      Lin-Lin
 8.45E+06    1.10225      Lin-Lin
 8.48E+06    1.10701      Lin-Lin
 8.4995E+06  1.08287      Lin-Lin
 8.5E+06     1.07614      Lin-Lin
 8.52E+06    1.08334      Lin-Lin
 8.553E+06   1.06647      Lin-Lin
 8.6E+06     1.07879      Lin-Lin
 8.60375E+06 1.07953      Lin-Lin
 8.611E+06   1.07938      Lin-Lin
 8.664E+06   1.06612      Lin-Lin
 8.67775E+06 1.06641      Lin-Lin
 8.7E+06     1.06813      Lin-Lin
 8.708E+06   1.06289      Lin-Lin
 8.75E+06    1.06153      Lin-Lin
 8.768E+06   1.06779      Lin-Lin
 8.8E+06     1.07198      Lin-Lin
 8.833E+06   1.07639      Lin-Lin
 8.85E+06    1.07729      Lin-Lin
 8.885E+06   1.09755      Lin-Lin
 8.92E+06    1.08647      Lin-Lin
 8.94E+06    1.10399      Lin-Lin
 8.98E+06    1.13141      Lin-Lin
 9E+06       1.13282      Lin-Lin
 9.005E+06   1.15278      Lin-Lin
 9.02E+06    1.15467      Lin-Lin
 9.03E+06    1.16731      Lin-Lin
 9.03094E+06 1.16824      Lin-Lin
 9.045E+06   1.17493      Lin-Lin
 9.053E+06   1.19754      Lin-Lin
 9.067E+06   1.19701      Lin-Lin
 9.08E+06    1.22354      Lin-Lin
 9.149E+06   1.28883      Lin-Lin
 9.163E+06   1.30732      Lin-Lin
 9.18E+06    1.30215      Lin-Lin
 9.2065E+06  1.32156      Lin-Lin
 9.219E+06   1.32963      Lin-Lin
 9.25E+06    1.32599      Lin-Lin
 9.254E+06   1.3392       Lin-Lin
 9.3E+06     1.31981      Lin-Lin
 9.36E+06    1.29299      Lin-Lin
 9.4E+06     1.27012      Lin-Lin
 9.45E+06    1.25301      Lin-Lin
 9.5E+06     1.23531      Lin-Lin
 9.522E+06   1.23499      Lin-Lin
 9.553E+06   1.22366      Lin-Lin
 9.55888E+06 1.229        Lin-Lin
 9.56E+06    1.22936      Lin-Lin
 9.59E+06    1.2216       Lin-Lin
 9.6E+06     1.21932      Lin-Lin
 9.63E+06    1.22293      Lin-Lin
 9.64E+06    1.23144      Lin-Lin
 9.678E+06   1.22501      Lin-Lin
 9.68E+06    1.2241       Lin-Lin
 9.692E+06   1.22604      Lin-Lin
 9.7E+06     1.23613      Lin-Lin
 9.726E+06   1.23094      Lin-Lin
 9.74E+06    1.24591      Lin-Lin
 9.75E+06    1.22667      Lin-Lin
 9.8E+06     1.22937      Lin-Lin
 9.821E+06   1.21753      Lin-Lin
 9.83E+06    1.21876      Lin-Lin
 9.868E+06   1.19828      Lin-Lin
 9.9E+06     1.18223      Lin-Lin
 9.917E+06   1.18296      Lin-Lin
 9.921E+06   1.17323      Lin-Lin
 1E+07       1.17299      Lin-Lin
 1.005E+07   1.14744      Lin-Lin
 1.0053E+07  1.13888      Lin-Lin
 1.017E+07   1.1183       Lin-Lin
 1.01948E+07 1.11641      Lin-Lin
 1.025E+07   1.11221      Lin-Lin
 1.03E+07    1.1116       Lin-Lin
 1.03387E+07 1.12561      Lin-Lin
 1.0372E+07  1.1377       Lin-Lin
 1.04E+07    1.1457       Lin-Lin
 1.0448E+07  1.16152      Lin-Lin
 1.0478E+07  1.17928      Lin-Lin
 1.04845E+07 1.18415      Lin-Lin
 1.05E+07    1.1957       Lin-Lin
 1.0506E+07  1.19652      Lin-Lin
 1.0536E+07  1.2121       Lin-Lin
 1.055E+07   1.2096       Lin-Lin
 1.0553E+07  1.2224       Lin-Lin
 1.062E+07   1.2546       Lin-Lin
 1.069E+07   1.2985       Lin-Lin
 1.07E+07    1.2988       Lin-Lin
 1.07019E+07 1.30003      Lin-Lin
 1.075E+07   1.3314       Lin-Lin
 1.08E+07    1.3552       Lin-Lin
 1.083E+07   1.37426      Lin-Lin
 1.08529E+07 1.3863       Lin-Lin
 1.09E+07    1.4111       Lin-Lin
 1.094E+07   1.4202       Lin-Lin
 1.1E+07     1.40844      Lin-Lin
 1.1004E+07  1.4005       Lin-Lin
 1.1006E+07  1.40053      Lin-Lin
 1.1053E+07  1.4012       Lin-Lin
 1.1096E+07  1.3889       Lin-Lin
 1.11E+07    1.3939       Lin-Lin
 1.117E+07   1.4012       Lin-Lin
 1.12089E+07 1.3942       Lin-Lin
 1.125E+07   1.38683      Lin-Lin
 1.13E+07    1.3832       Lin-Lin
 1.13671E+07 1.37662      Lin-Lin
 1.14E+07    1.3734       Lin-Lin
 1.15E+07    1.3565       Lin-Lin
 1.15274E+07 1.35055      Lin-Lin
 1.1553E+07  1.345        Lin-Lin
 1.1708E+07  1.33708      Lin-Lin
 1.1716E+07  1.34045      Lin-Lin
 1.175E+07   1.3548       Lin-Lin
 1.1751E+07  1.3492       Lin-Lin
 1.18E+07    1.3592       Lin-Lin
 1.1828E+07  1.37329      Lin-Lin
 1.18813E+07 1.40245      Lin-Lin
 1.19E+07    1.4127       Lin-Lin
 1.1909E+07  1.408        Lin-Lin
 1.1917E+07  1.4217       Lin-Lin
 1.2E+07     1.4264       Lin-Lin
 1.20489E+07 1.4442       Lin-Lin
 1.205E+07   1.4446       Lin-Lin
 1.2053E+07  1.45         Lin-Lin
 1.2088E+07  1.4491       Lin-Lin
 1.21E+07    1.4516       Lin-Lin
 1.2196E+07  1.3872       Lin-Lin
 1.2223E+07  1.37542      Lin-Lin
 1.2224E+07  1.375        Lin-Lin
 1.225E+07   1.3675       Lin-Lin
 1.23E+07    1.3453       Lin-Lin
 1.23955E+07 1.32582      Lin-Lin
 1.24E+07    1.3249       Lin-Lin
 1.25E+07    1.33127      Lin-Lin
 1.2553E+07  1.34135      Lin-Lin
 1.2599E+07  1.34758      Lin-Lin
 1.27E+07    1.3665       Lin-Lin
 1.27301E+07 1.36689      Lin-Lin
 1.2738E+07  1.367        Lin-Lin
 1.2792E+07  1.3876       Lin-Lin
 1.29E+07    1.402        Lin-Lin
 1.29097E+07 1.40432      Lin-Lin
 1.299E+07   1.4235       Lin-Lin
 1.3E+07     1.42099      Lin-Lin
 1.3053E+07  1.4156       Lin-Lin
 1.312E+07   1.4164       Lin-Lin
 1.32372E+07 1.40829      Lin-Lin
 1.325E+07   1.4074       Lin-Lin
 1.328E+07   1.395        Lin-Lin
 1.33E+07    1.3973       Lin-Lin
 1.34239E+07 1.39447      Lin-Lin
 1.34876E+07 1.39302      Lin-Lin
 1.35E+07    1.39273      Lin-Lin
 1.354E+07   1.4          Lin-Lin
 1.3553E+07  1.39966      Lin-Lin
 1.3587E+07  1.4005       Lin-Lin
 1.3646E+07  1.386        Lin-Lin
 1.37E+07    1.38121      Lin-Lin
 1.37442E+07 1.37645      Lin-Lin
 1.3767E+07  1.374        Lin-Lin
 1.3822E+07  1.3487       Lin-Lin
 1.383E+07   1.34809      Lin-Lin
 1.39381E+07 1.33408      Lin-Lin
 1.3965E+07  1.3306       Lin-Lin
 1.4E+07     1.3023       Lin-Lin
 1.4053E+07  1.31546      Lin-Lin
 1.4182E+07  1.3294       Lin-Lin
 1.425E+07   1.3343       Lin-Lin
 1.42513E+07 1.33415      Lin-Lin
 1.4364E+07  1.3212       Lin-Lin
 1.4419E+07  1.3122       Lin-Lin
 1.44523E+07 1.31321      Lin-Lin
 1.4472E+07  1.3138       Lin-Lin
 1.45E+07    1.32005      Lin-Lin
 1.4553E+07  1.334        Lin-Lin
 1.4566E+07  1.3345       Lin-Lin
 1.4653E+07  1.3631       Lin-Lin
 1.4694E+07  1.3793       Lin-Lin
 1.475E+07   1.38065      Lin-Lin
 1.47583E+07 1.37911      Lin-Lin
 1.4767E+07  1.3775       Lin-Lin
 1.4807E+07  1.38056      Lin-Lin
 1.4812E+07  1.38233      Lin-Lin
 1.4837E+07  1.38552      Lin-Lin
 1.4863E+07  1.38869      Lin-Lin
 1.4888E+07  1.3902       Lin-Lin
 1.4892E+07  1.3966       Lin-Lin
 1.4909E+07  1.39926      Lin-Lin
 1.4927E+07  1.3965       Lin-Lin
 1.4962E+07  1.3968       Lin-Lin
 1.49665E+07 1.39771      Lin-Lin
 1.4996E+07  1.4036       Lin-Lin
 1.5E+07     1.3975       Lin-Lin
 1.5045E+07  1.41032      Lin-Lin
 1.5053E+07  1.4146       Lin-Lin
 1.5093E+07  1.4254       Lin-Lin
 1.5248E+07  1.43394      Lin-Lin
 1.5263E+07  1.4339       Lin-Lin
 1.52654E+07 1.43416      Lin-Lin
 1.5448E+07  1.4544       Lin-Lin
 1.5477E+07  1.45562      Lin-Lin
 1.54807E+07 1.45586      Lin-Lin
 1.55E+07    1.45709      Lin-Lin
 1.5553E+07  1.4639       Lin-Lin
 1.5731E+07  1.4797       Lin-Lin
 1.57724E+07 1.48458      Lin-Lin
 1.59529E+07 1.50586      Lin-Lin
 1.5966E+07  1.5074       Lin-Lin
 1.597E+07   1.5137       Lin-Lin
 1.599E+07   1.51         Lin-Lin
 1.59949E+07 1.51277      Lin-Lin
 1.6E+07     1.5156       Lin-Lin
 1.6053E+07  1.5027       Lin-Lin
 1.6068E+07  1.50168      Lin-Lin
 1.6256E+07  1.46331      Lin-Lin
 1.62795E+07 1.45611      Lin-Lin
 1.6347E+07  1.43541      Lin-Lin
 1.6443E+07  1.43822      Lin-Lin
 1.65E+07    1.43287      Lin-Lin
 1.65092E+07 1.43177      Lin-Lin
 1.6532E+07  1.42902      Lin-Lin
 1.6553E+07  1.42591      Lin-Lin
 1.6695E+07  1.4085       Lin-Lin
 1.67865E+07 1.40212      Lin-Lin
 1.682E+07   1.39978      Lin-Lin
 1.6824E+07  1.3994       Lin-Lin
 1.6974E+07  1.39568      Lin-Lin
 1.7E+07     1.39717      Lin-Lin
 1.70234E+07 1.39898      Lin-Lin
 1.7053E+07  1.40128      Lin-Lin
 1.7074E+07  1.40588      Lin-Lin
 1.7138E+07  1.39809      Lin-Lin
 1.72936E+07 1.39328      Lin-Lin
 1.7298E+07  1.39315      Lin-Lin
 1.73E+07    1.39309      Lin-Lin
 1.7301E+07  1.40639      Lin-Lin
 1.7431E+07  1.40153      Lin-Lin
 1.7467E+07  1.40109      Lin-Lin
 1.75E+07    1.40564      Lin-Lin
 1.75376E+07 1.40922      Lin-Lin
 1.7553E+07  1.41069      Lin-Lin
 1.7616E+07  1.41649      Lin-Lin
 1.7687E+07  1.41763      Lin-Lin
 1.78006E+07 1.42517      Lin-Lin
 1.79E+07    1.43176      Lin-Lin
 1.7901E+07  1.4345       Lin-Lin
 1.8E+07     1.44297      Lin-Lin
 1.80518E+07 1.45247      Lin-Lin
 1.8053E+07  1.4527       Lin-Lin
 1.8087E+07  1.44669      Lin-Lin
 1.8158E+07  1.46791      Lin-Lin
 1.8273E+07  1.4657       Lin-Lin
 1.83077E+07 1.46494      Lin-Lin
 1.846E+07   1.4616       Lin-Lin
 1.85E+07    1.46982      Lin-Lin
 1.8516E+07  1.4729       Lin-Lin
 1.8553E+07  1.47615      Lin-Lin
 1.8632E+07  1.48308      Lin-Lin
 1.87E+07    1.48711      Lin-Lin
 1.88148E+07 1.4854       Lin-Lin
 1.8833E+07  1.48512      Lin-Lin
 1.9E+07     1.48753      Lin-Lin
 1.903E+07   1.48801      Lin-Lin
 1.9034E+07  1.48824      Lin-Lin
 1.9053E+07  1.48813      Lin-Lin
 1.9185E+07  1.49064      Lin-Lin
 1.93218E+07 1.4932       Lin-Lin
 1.9346E+07  1.49365      Lin-Lin
 1.94557E+07 1.49682      Lin-Lin
 1.95E+07    1.4981       Lin-Lin
 1.9511E+07  1.49811      Lin-Lin
 1.9553E+07  1.49919      Lin-Lin
 1.96E+07    1.50027      Lin-Lin
 1.9661E+07  1.50155      Lin-Lin
 1.9794E+07  1.50422      Lin-Lin
 1.98289E+07 1.5048       Lin-Lin
 1.9892E+07  1.50584      Lin-Lin
 2E+07       1.507        Lin-Lin
 2E+07       1.50679      Lin-Lin
 2.02822E+07 1.49286      Lin-Lin
 2.02955E+07 1.4922       Lin-Lin
 2.05683E+07 1.46648      Lin-Lin
 2.05818E+07 1.46521      Lin-Lin
 2.08585E+07 1.43913      Lin-Lin
 2.08722E+07 1.43784      Lin-Lin
 2.1E+07     1.42579      Lin-Lin
 2.11528E+07 1.42228      Lin-Lin
 2.12963E+07 1.41898      Lin-Lin
 2.14512E+07 1.41541      Lin-Lin
 2.15967E+07 1.41207      Lin-Lin
 2.17538E+07 1.40845      Lin-Lin
 2.19014E+07 1.40506      Lin-Lin
 2.2E+07     1.40279      Lin-Lin
 2.20608E+07 1.40285      Lin-Lin
 2.23104E+07 1.4031       Lin-Lin
 2.2372E+07  1.40316      Lin-Lin
 2.26251E+07 1.40342      Lin-Lin
 2.26876E+07 1.40348      Lin-Lin
 2.29443E+07 1.40374      Lin-Lin
 2.3E+07     1.40379      Lin-Lin
 2.30077E+07 1.40386      Lin-Lin
 2.33245E+07 1.40657      Lin-Lin
 2.33323E+07 1.40664      Lin-Lin
 2.36536E+07 1.40938      Lin-Lin
 2.36615E+07 1.40945      Lin-Lin
 2.39873E+07 1.41224      Lin-Lin
 2.39953E+07 1.41231      Lin-Lin
 2.4E+07     1.41235      Lin-Lin
 2.42789E+07 1.40768      Lin-Lin
 2.43338E+07 1.40604      Lin-Lin
 2.46215E+07 1.39741      Lin-Lin
 2.46771E+07 1.39574      Lin-Lin
 2.49688E+07 1.38699      Lin-Lin
 2.5E+07     1.38606      Lin-Lin
 2.50253E+07 1.38573      Lin-Lin
 2.53527E+07 1.38139      Lin-Lin
 2.53783E+07 1.38105      Lin-Lin
 2.57104E+07 1.37666      Lin-Lin
 2.57364E+07 1.37631      Lin-Lin
 2.6E+07     1.37282      Lin-Lin
 2.60995E+07 1.3712       Lin-Lin
 2.63668E+07 1.36684      Lin-Lin
 2.64677E+07 1.3652       Lin-Lin
 2.67388E+07 1.36078      Lin-Lin
 2.68411E+07 1.35911      Lin-Lin
 2.70587E+07 1.35556      Lin-Lin
 2.72198E+07 1.35228      Lin-Lin
 2.74404E+07 1.34779      Lin-Lin
 2.76038E+07 1.34446      Lin-Lin
 2.78276E+07 1.33991      Lin-Lin
 2.79932E+07 1.33653      Lin-Lin
 2.82202E+07 1.33191      Lin-Lin
 2.83882E+07 1.32849      Lin-Lin
 2.86183E+07 1.3238       Lin-Lin
 2.87887E+07 1.32033      Lin-Lin
 2.9022E+07  1.31558      Lin-Lin
 2.91948E+07 1.31206      Lin-Lin
 2.94315E+07 1.30725      Lin-Lin
 2.96067E+07 1.30368      Lin-Lin
 2.98467E+07 1.29879      Lin-Lin
 3.00244E+07 1.29517      Lin-Lin
 3.02678E+07 1.29022      Lin-Lin
 3.0448E+07  1.28655      Lin-Lin
 3.06948E+07 1.28152      Lin-Lin
 3.08776E+07 1.2778       Lin-Lin
 3.1E+07     1.27531      Lin-Lin
 3.13132E+07 1.26967      Lin-Lin
 3.14374E+07 1.26744      Lin-Lin
 3.1755E+07  1.26172      Lin-Lin
 3.18809E+07 1.25945      Lin-Lin
 3.2203E+07  1.25366      Lin-Lin
 3.23307E+07 1.25136      Lin-Lin
 3.26573E+07 1.24548      Lin-Lin
 3.27868E+07 1.24315      Lin-Lin
 3.31181E+07 1.23719      Lin-Lin
 3.32494E+07 1.23483      Lin-Lin
 3.35853E+07 1.22878      Lin-Lin
 3.37184E+07 1.22639      Lin-Lin
 3.40591E+07 1.22026      Lin-Lin
 3.41941E+07 1.21783      Lin-Lin
 3.45184E+07 1.21199      Lin-Lin
 3.45396E+07 1.21162      Lin-Lin
 3.46766E+07 1.20926      Lin-Lin
 3.50269E+07 1.20321      Lin-Lin
 3.51658E+07 1.20081      Lin-Lin
 3.55211E+07 1.19468      Lin-Lin
 3.56619E+07 1.19225      Lin-Lin
 3.6E+07     1.18641      Lin-Lin
 3.60222E+07 1.18599      Lin-Lin
 3.65079E+07 1.17673      Lin-Lin
 3.65304E+07 1.1763       Lin-Lin
 3.7023E+07  1.16692      Lin-Lin
 3.70458E+07 1.16649      Lin-Lin
 3.75453E+07 1.15697      Lin-Lin
 3.75685E+07 1.15653      Lin-Lin
 3.8E+07     1.14831      Lin-Lin
 3.8075E+07  1.14693      Lin-Lin
 3.80985E+07 1.14649      Lin-Lin
 3.86121E+07 1.13703      Lin-Lin
 3.8636E+07  1.13659      Lin-Lin
 3.91569E+07 1.12699      Lin-Lin
 3.91811E+07 1.12654      Lin-Lin
 3.97093E+07 1.1168       Lin-Lin
 3.97338E+07 1.11635      Lin-Lin
 4.02696E+07 1.10648      Lin-Lin
 4.02944E+07 1.10602      Lin-Lin
 4.08377E+07 1.096        Lin-Lin
 4.08629E+07 1.09554      Lin-Lin
 4.1E+07     1.09301      Lin-Lin
 4.14394E+07 1.08546      Lin-Lin
 4.15784E+07 1.08307      Lin-Lin
 4.2024E+07  1.07541      Lin-Lin
 4.2165E+07  1.07298      Lin-Lin
 4.26169E+07 1.06521      Lin-Lin
 4.27599E+07 1.06276      Lin-Lin
 4.32182E+07 1.05488      Lin-Lin
 4.33632E+07 1.05238      Lin-Lin
 4.38279E+07 1.04439      Lin-Lin
 4.39749E+07 1.04187      Lin-Lin
 4.44462E+07 1.03376      Lin-Lin
 4.45954E+07 1.0312       Lin-Lin
 4.5E+07     1.02424      Lin-Lin
 4.50733E+07 1.02306      Lin-Lin
 4.56349E+07 1.01402      Lin-Lin
 4.57092E+07 1.01283      Lin-Lin
 4.6E+07     1.00814      Lin-Lin
 4.62787E+07 1.00378      Lin-Lin
 4.63541E+07 1.0026       Lin-Lin
 4.69316E+07 0.993568     Lin-Lin
 4.7008E+07  0.992372     Lin-Lin
 4.75937E+07 0.983208     Lin-Lin
 4.76712E+07 0.981996     Lin-Lin
 4.82652E+07 0.972703     Lin-Lin
 4.83438E+07 0.971473     Lin-Lin
 4.89461E+07 0.962049     Lin-Lin
 4.9E+07     0.961206     Lin-Lin
 4.90258E+07 0.960826     Lin-Lin
 4.96913E+07 0.951034     Lin-Lin
 4.97175E+07 0.950649     Lin-Lin
 5.03924E+07 0.940719     Lin-Lin
 5.04189E+07 0.940328     Lin-Lin
 5.11033E+07 0.930258     Lin-Lin
 5.11303E+07 0.929861     Lin-Lin
 5.18243E+07 0.919649     Lin-Lin
 5.18516E+07 0.919247     Lin-Lin
 5.2E+07     0.917063     Lin-Lin
 5.25554E+07 0.909022     Lin-Lin
 5.25831E+07 0.908621     Lin-Lin
 5.3E+07     0.902586     Lin-Lin
 5.3325E+07  0.898245     Lin-Lin
 5.37477E+07 0.892599     Lin-Lin
 5.40773E+07 0.888197     Lin-Lin
 5.4506E+07  0.882471     Lin-Lin
 5.48402E+07 0.878007     Lin-Lin
 5.5275E+07  0.8722       Lin-Lin
 5.56139E+07 0.867673     Lin-Lin
 5.60548E+07 0.861784     Lin-Lin
 5.63986E+07 0.857193     Lin-Lin
 5.68457E+07 0.851221     Lin-Lin
 5.7E+07     0.84916      Lin-Lin
 5.71942E+07 0.846751     Lin-Lin
 5.78042E+07 0.839186     Lin-Lin
 5.80011E+07 0.836743     Lin-Lin
 5.86197E+07 0.829072     Lin-Lin
 5.88194E+07 0.826595     Lin-Lin
 5.9E+07     0.824355     Lin-Lin
 5.94467E+07 0.818936     Lin-Lin
 5.96493E+07 0.816479     Lin-Lin
 6.02854E+07 0.808762     Lin-Lin
 6.04908E+07 0.80627      Lin-Lin
 6.1E+07     0.800093     Lin-Lin
 6.13442E+07 0.796229     Lin-Lin
 6.18606E+07 0.790434     Lin-Lin
 6.22097E+07 0.786516     Lin-Lin
 6.27333E+07 0.780639     Lin-Lin
 6.30874E+07 0.776666     Lin-Lin
 6.36184E+07 0.770705     Lin-Lin
 6.39774E+07 0.766676     Lin-Lin
 6.45159E+07 0.760632     Lin-Lin
 6.488E+07   0.756546     Lin-Lin
 6.5E+07     0.755199     Lin-Lin
 6.57954E+07 0.746922     Lin-Lin
 6.5917E+07  0.745655     Lin-Lin
 6.67236E+07 0.737261     Lin-Lin
 6.6847E+07  0.735977     Lin-Lin
 6.7665E+07  0.727464     Lin-Lin
 6.77901E+07 0.726161     Lin-Lin
 6.86196E+07 0.717528     Lin-Lin
 6.87465E+07 0.716208     Lin-Lin
 6.9E+07     0.713569     Lin-Lin
 6.95877E+07 0.707868     Lin-Lin
 6.99735E+07 0.704125     Lin-Lin
 7.05694E+07 0.698344     Lin-Lin
 7.09607E+07 0.694548     Lin-Lin
 7.15651E+07 0.688685     Lin-Lin
 7.19618E+07 0.684836     Lin-Lin
 7.25747E+07 0.67889      Lin-Lin
