"X1","Y1","Z1","X2","Y2","Z2","X3","Y3","Z3","Polarity"
"0.5","-0.0","20.0","0.15450899302959442","-0.4755280017852783","0.0","0.15450899302959442","-0.4755280017852783","20.0","1"
"0.15450899302959442","-0.4755280017852783","0.0","0.5","-0.0","20.0","0.5","-0.0","0.0","1"
"0.15450899302959442","-0.4755280017852783","0.0","-0.4045090079307556","-0.2938930094242096","20.0","0.15450899302959442","-0.4755280017852783","20.0","1"
"-0.4045090079307556","-0.2938930094242096","20.0","0.15450899302959442","-0.4755280017852783","0.0","-0.4045090079307556","-0.2938930094242096","0.0","1"
"-0.4045090079307556","0.2938930094242096","0.0","-0.4045090079307556","-0.2938930094242096","20.0","-0.4045090079307556","-0.2938930094242096","0.0","1"
"-0.4045090079307556","-0.2938930094242096","20.0","-0.4045090079307556","0.2938930094242096","0.0","-0.4045090079307556","0.2938930094242096","20.0","1"
"-0.4045090079307556","0.2938930094242096","0.0","0.15450899302959442","0.4755280017852783","20.0","-0.4045090079307556","0.2938930094242096","20.0","1"
"0.15450899302959442","0.4755280017852783","20.0","-0.4045090079307556","0.2938930094242096","0.0","0.15450899302959442","0.4755280017852783","0.0","1"
"0.15450899302959442","0.4755280017852783","20.0","0.5","-0.0","0.0","0.5","-0.0","20.0","1"
"0.5","-0.0","0.0","0.15450899302959442","0.4755280017852783","20.0","0.15450899302959442","0.4755280017852783","0.0","1"
"0.15450899302959442","0.4755280017852783","0.0","0.15450899302959442","-0.4755280017852783","0.0","0.5","-0.0","0.0","1"
"-0.4045090079307556","0.2938930094242096","0.0","0.15450899302959442","-0.4755280017852783","0.0","0.15450899302959442","0.4755280017852783","0.0","1"
"0.15450899302959442","-0.4755280017852783","0.0","-0.4045090079307556","0.2938930094242096","0.0","-0.4045090079307556","-0.2938930094242096","0.0","1"
"0.15450899302959442","-0.4755280017852783","20.0","0.15450899302959442","0.4755280017852783","20.0","0.5","-0.0","20.0","1"
"-0.4045090079307556","-0.2938930094242096","20.0","0.15450899302959442","0.4755280017852783","20.0","0.15450899302959442","-0.4755280017852783","20.0","1"
"0.15450899302959442","0.4755280017852783","20.0","-0.4045090079307556","-0.2938930094242096","20.0","-0.4045090079307556","0.2938930094242096","20.0","1"
"0.05000000074505806","-0.0","20.0","0.015450900420546532","-0.04755280166864395","0.0","0.015450900420546532","-0.04755280166864395","20.0","-1"
"0.015450900420546532","-0.04755280166864395","0.0","0.05000000074505806","-0.0","20.0","0.05000000074505806","-0.0","0.0","-1"
"0.015450900420546532","-0.04755280166864395","0.0","-0.0404508002102375","-0.02938929945230484","20.0","0.015450900420546532","-0.04755280166864395","20.0","-1"
"-0.0404508002102375","-0.02938929945230484","20.0","0.015450900420546532","-0.04755280166864395","0.0","-0.0404508002102375","-0.02938929945230484","0.0","-1"
"-0.0404508002102375","0.02938929945230484","0.0","-0.0404508002102375","-0.02938929945230484","20.0","-0.0404508002102375","-0.02938929945230484","0.0","-1"
"-0.0404508002102375","-0.02938929945230484","20.0","-0.0404508002102375","0.02938929945230484","0.0","-0.0404508002102375","0.02938929945230484","20.0","-1"
"-0.0404508002102375","0.02938929945230484","0.0","0.015450900420546532","0.04755280166864395","20.0","-0.0404508002102375","0.02938929945230484","20.0","-1"
"0.015450900420546532","0.04755280166864395","20.0","-0.0404508002102375","0.02938929945230484","0.0","0.015450900420546532","0.04755280166864395","0.0","-1"
"0.015450900420546532","0.04755280166864395","20.0","0.05000000074505806","-0.0","0.0","0.05000000074505806","-0.0","20.0","-1"
"0.05000000074505806","-0.0","0.0","0.015450900420546532","0.04755280166864395","20.0","0.015450900420546532","0.04755280166864395","0.0","-1"
"0.015450900420546532","0.04755280166864395","0.0","0.015450900420546532","-0.04755280166864395","0.0","0.05000000074505806","-0.0","0.0","-1"
"-0.0404508002102375","0.02938929945230484","0.0","0.015450900420546532","-0.04755280166864395","0.0","0.015450900420546532","0.04755280166864395","0.0","-1"
"0.015450900420546532","-0.04755280166864395","0.0","-0.0404508002102375","0.02938929945230484","0.0","-0.0404508002102375","-0.02938929945230484","0.0","-1"
"0.015450900420546532","-0.04755280166864395","20.0","0.015450900420546532","0.04755280166864395","20.0","0.05000000074505806","-0.0","20.0","-1"
"-0.0404508002102375","-0.02938929945230484","20.0","0.015450900420546532","0.04755280166864395","20.0","0.015450900420546532","-0.04755280166864395","20.0","-1"
"0.015450900420546532","0.04755280166864395","20.0","-0.0404508002102375","-0.02938929945230484","20.0","-0.0404508002102375","0.02938929945230484","20.0","-1"
