"X","Y","Z","Polarity"
"-4.652513631931343","-1.7469453384417257","-16.94834165200259","1"
"-4.896833506852257","0.5186569628314776","-18.253613367764668","1"
"-3.920429749575801","-2.959492674729342","-14.094616120009128","1"
"-4.030920565260905","-2.794133100132341","-17.431768215529065","1"
"0.5931115313687606","0.4625460994205761","-0.0","1"
"4.630505878704241","1.8575866338782858","-18.201472185069413","1"
"-1.510685226359468","1.7344900752900754","-20.0","1"
"3.7059317423223934","-3.2805084895859773","-14.463340161263822","1"
"-4.633520435609025","1.842431316673901","-3.4833260421339913","1"
"-0.7438621842752261","-0.7270451108290048","-20.0","1"
"0.48007020307394344","-4.904508831722835","-6.603660631181716","1"
"0.5853380255128768","0.25780225569683046","-0.0","1"
"-3.8625026188894185","-3.0461859046465176","-15.119799798112359","1"
"-2.198576244903931","4.428862824615483","-13.179807971265518","1"
"-4.2904890423369935","2.4056652199564863","-15.475389875700243","1"
"2.2298885169542415","4.407940428750445","-11.064965350583707","1"
"-0.2599043327681888","0.21775255380542968","-20.0","1"
"-2.6975570047827477","-1.7791470957203395","-20.0","1"
"-4.355060913214267","-2.3090275308147103","-3.4699017993862395","1"
"0.38100340230069174","-0.03436427752870563","-0.0","1"
"0.05199975825353664","0.23197868381292708","-0.0","1"
"0.17870274012370668","-0.024142479445214415","-0.0","1"
"0.6390082352034211","-0.4830331986901426","-0.0","1"
"-0.3115406718115657","-4.938031182675678","-15.280574443802346","1"
"0.09485346565857956","0.035309626771849345","-0.0","1"
"-1.4923048966974943","-0.8087179516148404","-20.0","1"
"-3.6871594781983164","3.3086028935464533","-16.4210555169362","1"
"-0.1774771043402215","0.17218834545262074","-0.0","1"
"-0.455700455686153","1.7248156284499896","-0.0","1"
"0.28481172370021746","0.03524655666718246","-20.0","1"
"-3.354867525659791","3.6562461370626007","-15.864767185056035","1"
"-1.016418459696478","-0.39224457720482975","-0.0","1"
"0.19213063450753412","-0.12953538889581656","-0.0","1"
"0.1749416110493418","0.29928224988316265","-0.0","1"
"-1.0775487641875177","-0.26991540823440685","-0.0","1"
"0.46019321877931973","-0.33030294305353913","-20.0","1"
"0.055316907394923856","0.06463811042846507","-0.0","1"
"-0.15611147215555513","0.46363898467503817","-0.0","1"
"0.398728931423658","1.2272595277597302","-0.0","1"
"-3.4095162200016373","3.619730689870188","-18.08186407619534","1"
"-0.9918349098308842","4.80271328303365","-6.735218764564221","1"
"-2.842302488719018","3.9987344940946863","-12.980703799450747","1"
"-0.03487575599343854","-0.02670693598116536","-0.0","1"
"-4.367524524329135","2.2903746009841353","-1.80309919309569","1"
"1.6063812328047147","-1.141656258102921","-0.0","1"
"-1.3371330605509566","-2.080008542518929","-0.0","1"
"-2.1740182217351287","0.29651271190004547","-20.0","1"
"2.07096887897809","2.271306072069276","-20.0","1"
"0.4367132934824995","-0.2736180051889303","-20.0","1"
"2.4267712813766176","-4.2763862850706325","-10.48565350298771","1"
"4.58046067835885","1.9716962418069741","-4.470329081615057","1"
"-4.923417431220959","-0.3850095250585622","-14.521022919974023","1"
"-3.6915427646660497","-3.302042905902712","-9.926825889879144","1"
"2.762052704478137","0.13135319179459604","-20.0","1"
"1.3651848715264077","0.11878648939265068","-0.0","1"
"-3.713351962945993","3.2694034532250247","-18.271000492813133","1"
"-0.6467516272925978","-4.871354089298029","-6.602919482321923","1"
"0.8321816345732334","-0.769203925470527","-20.0","1"
"-1.077675742311213","-0.5423159879862549","-20.0","1"
"-0.3591985225854877","-0.13060972250563774","-0.0","1"
"4.328886250836971","-2.348200298334727","-13.427444755340531","1"
"-0.3690254393210247","-0.021368015937995644","-20.0","1"
"-0.4127556691800273","-0.25474350185727457","-0.0","1"
"4.697484370438028","1.520860434918218","-15.574161171701736","1"
"4.474407364227283","2.1304146909437582","-2.5801586527764204","1"
"-2.8378487626665514","4.0017104078001635","-18.008280475094438","1"
"0.9564037663412058","0.160726260597444","-20.0","1"
"2.929811147831276","-3.940262505711871","-4.605161326567401","1"
"-4.0525547923308105","2.761755507815436","-2.3937021856417573","1"
"0.4512753967690437","-0.515978501813793","-20.0","1"
"-0.17554739762011587","-0.626006007115111","-20.0","1"
"1.151049266585543","-0.5356337022205695","-20.0","1"
"-2.4963139186724095","0.5907508713560125","-20.0","1"
"4.806429345627233","0.9731528583268236","-15.742967718559576","1"
"-1.4432716669776366","-4.712917617593114","-18.994863898661755","1"
"0.42444684693853135","1.2838086858020024","-20.0","1"
"-4.809331126247161","0.9585645101411369","-16.586988804638548","1"
"-0.48638879021059644","-1.0226583353590664","-20.0","1"
"0.07127251729365044","-0.35467179539120974","-20.0","1"
"3.4072742816840536","-0.44440053144404557","-20.0","1"
"1.0910333692292933","0.5420685960927907","-20.0","1"
"1.135480697117539","-1.0680699736851549","-0.0","1"
"3.1582353210674294","-3.7876328603794636","-15.000421407899827","1"
"2.2356165336544627","4.404113052930159","-3.8319506696451966","1"
"-0.24394208053458097","-1.417706066003242","-20.0","1"
"3.0975847303723163","-3.828158685715059","-4.864527926735757","1"
"2.1965464418798333","-4.43021910889693","-9.944886913779321","1"
"4.7551336052141595","-1.231035937581402","-0.7146145773953084","1"
"-2.949092352952348","3.9273790903643717","-9.66287667240492","1"
"0.08294352870816613","0.6024854645382421","-20.0","1"
"-2.722283105697594","-1.0715916580130331","-0.0","1"
"-3.8516949098690327","3.0623606260918965","-3.0459747783172197","1"
"-0.9008437980030093","-0.3353822616023761","-0.0","1"
"-0.16564537200580817","-0.08339646368197506","-20.0","1"
"0.6228226682171519","4.8761138186941455","-4.054789075168495","1"
"-2.1925446309513195","-0.6127799187491931","-20.0","1"
"0.598746993524563","4.8809027314171916","-8.719040245281503","1"
"3.417993709493573","3.614066157101471","-4.2545120728401535","1"
"-3.887007505980675","3.0095121080071117","-13.563044993034449","1"
"-0.8417719072320179","0.3016678198519662","-20.0","1"
"-0.8323283493553593","0.8173652334639798","-20.0","1"
"0.9249488757316745","4.816017640389434","-10.830041608978638","1"
"-0.09055143730852018","1.6518646237679608","-20.0","1"
"-0.12102959934896451","-0.4217334201358329","-20.0","1"
"0.8153670394327577","4.837814655707481","-16.860363182317236","1"
"-0.18437953109026223","-0.6716459213304058","-0.0","1"
"0.9915852409261201","4.802762944885699","-15.38311467934907","1"
"-4.850248307100394","-0.7528583733766384","-14.55361435842363","1"
"0.4144845383774801","0.3207862182699117","-20.0","1"
"-4.160388026119735","-2.60037324670901","-19.15842430316598","1"
"-3.9262060856807453","2.9508478613562095","-3.6913084185111327","1"
"3.1418574806442936","3.7985762904888056","-1.6016333964208473","1"
"-0.27886464319458965","0.3094181368580917","-0.0","1"
"-1.2606137477539967","1.6127062050844896","-20.0","1"
"-0.23190420898188713","4.953871738545162","-2.72372459410807","1"
"-2.3510083557463464","4.327009948514251","-13.918565773908993","1"
"-1.4993157406978332","-0.4228345302067067","-20.0","1"
"0.7475634820285838","-0.1393755035082611","-0.0","1"
"-0.9495322450374071","4.811127741703445","-3.178208099851396","1"
"0.07910760578483657","0.5126544486095661","-20.000000000000004","1"
"2.8999583224496535","-1.8702477679869332","-20.0","1"
"2.239340253780612","-4.401624918359639","-4.27343555329011","1"
"0.1178017701062217","0.34604797423464884","-0.0","1"
"0.4757900424739748","-0.06878584527557652","-0.0","1"
"-0.7918455384041354","0.3410615832070487","-20.0","1"
"-4.680335478605747","-1.607074397245297","-5.702477279277758","1"
"0.05904990447665824","-0.026204166605223733","-19.999999999999996","1"
"1.451576661168068","0.0023868793279337996","-0.0","1"
"-0.21694155452130148","-0.25852651216219846","-20.0","1"
"-4.849334135817392","-0.7574542580159478","-10.921146487106226","1"
"1.4714938197496041","-4.707303925424269","-17.843020009093312","1"
"-0.9976453584996324","0.5560791752042781","-0.0","1"
"1.4136000557241306","-4.718819622768858","-10.175012005933212","1"
"-4.843706888437491","0.7857445579584047","-5.44542496674488","1"
