"Line","X","Y","Z"
"1","-0.09594456293620232","-0.15859172354553996","0.0"
"1","-0.09647019753245498","-0.15944243399641164","0.0"
"1","-0.0959445397529946","-0.15859173787035205","0.0"
"1","-0.09647021171232348","-0.15944242523429683","0.0"
"1","-0.09594450750020346","-0.15859175780141882","0.0"
"1","-0.09647023143943576","-0.15944241304281692","0.0"
"1","-0.09594446263035054","-0.15859178553362555","0.0"
"1","-0.09647025888343684","-0.1594423960791988","0.0"
"1","-0.09594440020901894","-0.15859182412190215","0.0"
"1","-0.096470297062128","-0.15944237247437248","0.0"
"1","-0.09594431337319215","-0.15859187781890813","0.0"
"1","-0.09647035017261733","-0.15944233962619314","0.0"
"1","-0.09594419257859714","-0.15859195254594388","0.0"
"1","-0.09647042405137851","-0.15944229391095815","0.0"
"1","-0.0959440245543747","-0.15859205655024403","0.0"
"1","-0.09647052681303625","-0.15944223028050408","0.0"
"1","-0.09594379085226741","-0.1585922013235662","0.0"
"1","-0.09647066973660905","-0.15944214169867196","0.0"
"1","-0.09594346583497765","-0.15859240288815155","0.0"
"1","-0.09647086849370211","-0.15944201835150562","0.0"
"1","-0.0959430138906747","-0.1585926836012082","0.0"
"1","-0.09647114484792178","-0.15944184653727952","0.0"
"1","-0.09594238558333076","-0.15859307469508094","0.0"
"1","-0.09647152900108687","-0.15944160710073518","0.0"
"1","-0.0959415123467611","-0.158593619868439","0.0"
"1","-0.0964720628221626","-0.15944127321329835","0.0"
"1","-0.09594029919985096","-0.1585943803924609","0.0"
"1","-0.096472804270804","-0.15944080720525058","0.0"
"1","-0.09593861480116712","-0.15859544242568555","0.0"
"1","-0.09647383341726641","-0.15944015600612613","0.0"
"1","-0.09593627798330748","-0.15859692759376018","0.0"
"1","-0.09647526055403773","-0.15943924451063232","0.0"
"1","-0.09593303974709871","-0.1585990084744363","0.0"
"1","-0.09647723696171855","-0.15943796579849995","0.0"
"1","-0.09592855964791328","-0.15860193158549463","0.0"
"1","-0.09647996885751049","-0.1594361664946008","0.0"
"1","-0.09592237579481404","-0.15860605205885547","0.0"
"1","-0.09648373474612543","-0.15943362448939105","0.0"
"1","-0.09591386881096937","-0.15861188680865057","0.0"
"1","-0.09648890542485347","-0.1594300144837067","0.0"
"1","-0.0959022231701121","-0.15862019726237117","0.0"
"1","-0.09649596342961385","-0.15942485402413162","0.0"
"1","-0.09588639667986848","-0.15863211927807536","0.0"
"1","-0.09650551297011278","-0.15941741859626818","0.0"
"1","-0.0958651254151282","-0.15864936665829726","0.0"
"1","-0.09651825876934428","-0.15940660956622738","0.0"
"1","-0.09583702672182931","-0.15867454201644896","0.0"
"1","-0.09653490594256005","-0.15939075748212408","0.0"
"1","-0.09726838107328191","-0.16007047377044778","0.0"
"1","-0.09777162187361998","-0.16093461999469175","0.0"
"1","-0.09796443782097179","-0.16191585493620517","0.0"
"1","-0.09797140890453615","-0.16291583063790693","0.0"
"1","-0.09790781478534646","-0.16391380648330825","0.0"
"1","-0.09786153388470005","-0.16491273494833233","0.0"
"1","-0.09788771526336794","-0.165912392157285","0.0"
"1","-0.09800167878587673","-0.166905877092016","0.0"
"1","-0.09819189616151526","-0.16788761908969418","0.0"
"1","-0.09843964813446374","-0.1688564425823388","0.0"
"1","-0.09872863184746364","-0.16981377659595204","0.0"
"1","-0.09904659899552336","-0.1707618783271786","0.0"
"1","-0.09938457004317162","-0.171703034834329","0.0"
"1","-0.09973589258987622","-0.1726392893233313","0.0"
"1","-0.10009557171828885","-0.17357236537842238","0.0"
"1","-0.10045982765517553","-0.17450366426301467","0.0"
"1","-0.10082579414313572","-0.17543429229272905","0.0"
"1","-0.10119130208432435","-0.17636510051407653","0.0"
"1","-0.10155471840416616","-0.17729672735915594","0.0"
"1","-0.10191482355547797","-0.17822963908059516","0.0"
"1","-0.10227071756218878","-0.17916416540766536","0.0"
"1","-0.10262174773556369","-0.18010052955551617","0.0"
